PACK 24: Irregular Verbs 2
================================================================================

Row | English | Chinese | Pinyin | Spanish | Portuguese
--------------------------------------------------------------------------------
  2 | fall                 | 跌倒              | diē dǎo            | caer               | queda             
  3 | fell                 | 跌倒              | diē dǎo            | cayó               | caiu              
  4 | feel                 | 感觉              | gǎn jué            | sentir             | sinto             
  5 | felt                 | 感觉到             | gǎn jué dào        | sentido            | senti             
  6 | fight                | 战斗              | zhàn dòu           | pelear             | lutar             
  7 | fought               | 战斗              | zhàn dòu           | peleó              | lutou             
  8 | find                 | 查找              | chá zhǎo           | encontrar          | encontrar         
  9 | found                | 发现              | fā xiàn            | encontrado         | encontrado        
 10 | flew                 | 飞了              | fēi le             | voló               | voou              
 11 | flown                | 飞过              | fēi guò            | volado             | voou              
 12 | forgot               | 忘记了             | wàng jì le         | lo olvidé          | esqueci           
 13 | forgotten            | 忘记了             | wàng jì le         | olvidado           | esquecido         
 14 | grew                 | 成长              | chéng zhǎng        | creció             | cresceu           
 15 | grown                | 成长              | chéng zhǎng        | crecido            | cresceu           
 16 | hide                 | 隐藏              | yǐn cáng           | ocultar            | esconder          
 17 | hid                  | 隐藏              | yǐn cáng           | escondido          | escondeu          
 18 | lay                  | 躺着              | tǎng zhe           | poner              | deitar            
 19 | laid                 | 铺设              | pū shè             | puesto             | colocado          
 20 | lain                 | 躺着              | tǎng zhe           | acostado           | deitado           
 21 | awoke                | 醒来              | xǐng lái           | desperté           | acordei           
 22 | don't fall           | 别摔倒             | bié shuāi dǎo      | no te caigas       | não caia          
 23 | fall down            | 跌倒              | diē dǎo            | caer               | cair              
 24 | I fell down          | 我摔倒了            | wǒ shuāi dǎo le    | Me caí             | Eu caí            
 25 | fell asleep          | 睡着了             | shuì zháo le       | se quedó dormido   | adormeci          
 26 | feel good            | 感觉很好            | gǎn jué hěn hǎo    | sentirse bien      | sinta-se bem      
 27 | feel free            | 随意              | suí yì             | siéntete libre     | fique à vontade   
 28 | I felt it            | 我感觉到了           | wǒ gǎn jué dào le  | Lo sentí           | Eu senti isso     
 29 | felt better          | 感觉好多了           | gǎn jué hǎo duō le | me sentí mejor     | me senti melhor   
 30 | fight back           | 反击              | fǎn jī             | contraatacar       | revidar           
 31 | fight for            | 为               | wèi                | luchar por         | lutar por         
 32 | I fought hard        | 而战我奋战了          | ér zhàn wǒ fèn zhà | Luché duro         | Lutei muito       
 33 | fought well          | 打得好             | dǎ dé hǎo          | peleó bien         | lutou bem         
 34 | find it              | 找到它             | zhǎo dào tā        | encuéntralo        | encontre          
 35 | hard to find         | 很难找到            | hěn nán zhǎo dào   | difícil de encontr | difícil de encontr
 36 | I found it           | 我找到了            | wǒ zhǎo dào le     | Lo encontré        | Eu encontrei      
 37 | found out            | 发现              | fā xiàn            | descubrí           | descobri          
 38 | the bird flew        | 鸟飞了             | niǎo fēi le        | el pájaro voló     | o pássaro voou    
 39 | flew away            | 飞走了             | fēi zǒu le         | se fue volando     | voou para longe   
 40 | has flown            | 已经飞了            | yǐ jīng fēi le     | ha volado          | voou              
 41 | flown home           | 飞回家             | fēi huí jiā        | volado a casa      | voei para casa    
 42 | I forgot             | 我忘了             | wǒ wàng le         | Lo olvidé          | Eu esqueci        
 43 | almost forgot        | 差点忘了            | chà diǎn wàng le   | casi lo olvido     | quase esqueci     
 44 | have forgotten       | 忘记了             | wàng jì le         | lo he olvidado     | esqueci           
 45 | never forgotten      | 从未忘记            | cóng wèi wàng jì   | nunca olvidado     | nunca esquecido   
 46 | he grew up           | 他长大了            | tā zhǎng dà le     | creció             | ele cresceu       
 47 | grew fast            | 成长迅速            | chéng zhǎng xùn sù | creció rápidamente | cresceu rápido    
 48 | fully grown          | 完全长大            | wán quán zhǎng dà  | completamente desa | totalmente crescid
 49 | grown up             | 长大了             | zhǎng dà le        | crecido            | cresci            
 50 | hide it              | 隐藏它             | yǐn cáng tā        | ocultarlo          | esconda isso      
 51 | go hide              | 躲起来             | duǒ qǐ lái         | ve a esconderte    | vá se esconder    
 52 | he hid it            | 他把它藏起来了         | tā bǎ tā cáng qǐ l | lo escondió        | ele escondeu      
 53 | hid away             | 躲起来             | duǒ qǐ lái         | escondido          | se escondeu       
 54 | lay down             | 躺下              | tǎng xià           | acostarse          | deitar            
 55 | lay it here          | 放在这里            | fàng zài zhè lǐ    | ponlo aquí         | coloca aqui       
 56 | I laid it            | 我把它放了           | wǒ bǎ tā fàng le   | Lo puse            | Eu coloquei       
 57 | laid down            | 放下              | fàng xià           | establecido        | estabelecido      
 58 | have lain there      | 躺在那里            | tǎng zài nà lǐ     | he estado allí     | fiquei lá         
 59 | lain still           | 静静地躺着           | jìng jìng dì tǎng  | yacido quieto      | ficou imóvel      
 60 | I awoke              | 我醒了             | wǒ xǐng le         | Me desperté        | Acordei           
 61 | awoke early          | 早起              | zǎo qǐ             | desperté temprano  | acordei cedo      
