PACK 109: Phrasal Verbs 4
================================================================================

Row | English | Chinese | Pinyin | Spanish | Portuguese
--------------------------------------------------------------------------------
  2 | run into             | 遇到              | yù dào             | toparse con        | esbarrar em       
  3 | take over            | 接管              | jiē guǎn           | hacerse cargo      | assumir           
  4 | bring back           | 带回来             | dài huí lái        | traer de vuelta    | trazer de volta   
  5 | call off             | 取消              | qǔ xiāo            | cancelar           | cancelar          
  6 | fill in              | 填写              | tián xiě           | rellenar           | preencha          
  7 | fill out             | 填写              | tián xiě           | llenar             | preencher         
  8 | hand out             | 分发              | fēn fā             | repartir           | distribuir        
  9 | hang up              | 挂断              | guà duàn           | cuelga             | desligue          
 10 | kick off             | 开始              | kāi shǐ            | inicio             | começar           
 11 | lay off              | 下岗              | xià gǎng           | despedir           | demitir           
 12 | log in               | 登录              | dēng lù            | iniciar sesión     | faça login        
 13 | log out              | 退出              | tuì chū            | cerrar sesión      | sair              
 14 | mix up               | 混淆              | hùn xiáo           | mezclar            | misturar          
 15 | pay back             | 回报              | huí bào            | devolver el dinero | retribuir         
 16 | pay off              | 还清              | huán qīng          | pagar              | pagar             
 17 | pull over            | 靠边停车            | kào biān tíng chē  | detenerse          | encostar          
 18 | put off              | 推迟              | tuī chí            | posponer           | adiar             
 19 | rip off              | 敲竹杠             | qiāo zhú gàng      | estafa             | arrancar          
 20 | settle down          | 安顿下来            | ān dùn xià lái     | establecerse       | acalme-se         
 21 | sign up              | 注册              | zhù cè             | registrarse        | inscreva-se       
 22 | run into someone     | 遇到某人            | yù dào mǒu rén     | toparse con alguie | esbarrar em alguém
 23 | run into problems    | 遇到问题            | yù dào wèn tí      | tener problemas    | enfrenta problemas
 24 | take over business   | 接管业务            | jiē guǎn yè wù     | hacerse cargo del  | assumir negócios  
 25 | take over control    | 接管控制权           | jiē guǎn kòng zhì  | tomar el control   | assumir o controle
 26 | bring back memories  | 勾起回忆            | gōu qǐ huí yì      | traer recuerdos    | trazer de volta me
 27 | bring back home      | 带回家             | dài huí jiā        | traer de vuelta a  | trazer de volta pa
 28 | call off meeting     | 取消会议            | qǔ xiāo huì yì     | cancelar reunión   | cancelar reunião  
 29 | call off wedding     | 取消婚礼            | qǔ xiāo hūn lǐ     | cancelar boda      | cancelar o casamen
 30 | fill in form         | 填写表格            | tián xiě biǎo gé   | rellenar formulari | preencha o formulá
 31 | fill in for          | 填写              | tián xiě           | rellenar para      | preencha para     
 32 | fill out application | 填写申请            | tián xiě shēn qǐng | llenar la solicitu | preencher requerim
 33 | fill out form        | 填写表格            | tián xiě biǎo gé   | llenar el formular | preencher formulár
 34 | hand out flyers      | 派发传单            | pài fā chuán dān   | repartir folletos  | distribuir folheto
 35 | hand out samples     | 分发样品            | fēn fā yàng pǐn    | repartir muestras  | distribuir amostra
 36 | hang up phone        | 挂断电话            | guà duàn diàn huà  | colgar el teléfono | desligue o telefon
 37 | hang up on           | 挂断              | guà duàn           | cuelga             | desligue          
 38 | kick off meeting     | 启动会议            | qǐ dòng huì yì     | reunión inicial    | reunião de início 
 39 | kick off event       | 启动活动            | qǐ dòng huó dòng   | evento de inicio   | evento de lançamen
 40 | lay off workers      | 解雇工人            | jiě gù gōng rén    | despedir trabajado | demitir trabalhado
 41 | get lay off          | 下岗              | xià gǎng           | ser despedido      | demitir-se        
 42 | log in now           | 立即登录            | lì jí dēng lù      | iniciar sesión aho | faça login agora  
 43 | log in to            | 登录              | dēng lù            | inicia sesión en   | faça login em     
 44 | log out now          | 立即退出            | lì jí tuì chū      | cerrar sesión ahor | saia agora        
 45 | log out of           | 退出              | tuì chū            | cerrar sesión      | sair de           
 46 | mix up order         | 混淆顺序            | hùn xiáo shùn xù   | mezclar orden      | misturar ordem    
 47 | mix up names         | 混淆名字            | hùn xiáo míng zì   | mezclar nombres    | confundir nomes   
 48 | pay back loan        | 偿还贷款            | cháng huán dài kuǎ | pagar el préstamo  | pagar o empréstimo
 49 | pay back debt        | 偿还债务            | cháng huán zhài wù | pagar la deuda     | pagar dívidas     
 50 | pay off mortgage     | 还清抵押贷款          | huán qīng dǐ yā dà | liquidar la hipote | pagar a hipoteca  
 51 | pay off credit       | 还清信用            | huán qīng xìn yòng | liquidar el crédit | quitar crédito    
 52 | pull over car        | 靠边停车            | kào biān tíng chē  | detener el auto    | encostar o carro  
 53 | pull over here       | 靠边停车            | kào biān tíng chē  | deténgase aquí     | encoste aqui      
 54 | put off meeting      | 推迟会议            | tuī chí huì yì     | posponer la reunió | adiar reunião     
 55 | put off until        | 推迟到             | tuī chí dào        | posponer hasta     | adie até          
 56 | rip off customer     | 欺骗客户            | qī piàn kè hù      | estafar al cliente | enganar o cliente 
 57 | get rip off          | 被宰了             | bèi zǎi le         | ser estafado       | ser enganado      
 58 | settle down finally  | 终于安定下来          | zhōng yú ān dìng x | calmarse finalment | acalme-se finalmen
 59 | settle down somewher | 在某个地方定居         | zài mǒu gè dì fāng | establecerse en al | estabelecer-se em 
 60 | sign up now          | 立即注册            | lì jí zhù cè       | regístrate ahora   | inscreva-se agora 
 61 | sign up for          | 报名参加            | bào míng cān jiā   | matricularse en    | inscreva-se para  
