PACK 132: Formal Vocabulary 2
================================================================================

Row | English | Chinese | Pinyin | Spanish | Portuguese
--------------------------------------------------------------------------------
  2 | inaugurate           | 揭幕              | jiē mù             | inaugurar          | inaugurar         
  3 | integrate            | 整合              | zhěng hé           | integrar           | integrar          
  4 | construe             | 解释              | jiě shì            | interpretar        | interpretar       
  5 | rectify              | 纠正              | jiū zhèng          | rectificar         | retificar         
  6 | modify               | 修改              | xiū gǎi            | modificar          | modificar         
  7 | obtain               | 获得              | huò dé             | obtener            | obter             
  8 | procure              | 采购              | cǎi gòu            | adquirir           | adquirir          
  9 | anomaly              | 异常              | yì cháng           | anomalía           | anomalia          
 10 | predominant          | 占主导地位           | zhàn zhǔ dǎo dì wè | predominante       | predominante      
 11 | preliminary          | 初步              | chū bù             | preliminar         | preliminar        
 12 | principal            | 校长              | xiào zhǎng         | director           | principal         
 13 | prior                | 先前              | xiān qián          | anterior           | anterior          
 14 | profound             | 深刻              | shēn kè            | profundo           | profundo          
 15 | prominent            | 突出              | tū chū             | destacado          | proeminente       
 16 | proportion           | 比例              | bǐ lì              | proporción         | proporção         
 17 | pursue               | 追求              | zhuī qiú           | perseguir          | prosseguir        
 18 | relevant             | 相关              | xiāng guān         | relevante          | relevante         
 19 | significant          | 重要              | zhòng yào          | significativo      | significativo     
 20 | subsequent           | 后续              | hòu xù             | posterior          | subsequente       
 21 | amend                | 修改              | xiū gǎi            | modificar          | alterar           
 22 | inaugurate president | 就任总统            | jiù rèn zǒng tǒng  | inaugurar presiden | toma posse como pr
 23 | inaugurate new       | 开启新的            | kāi qǐ xīn de      | inaugurar nuevo    | inaugurar novo    
 24 | integrate systems    | 集成系统            | jí chéng xì tǒng   | integrar sistemas  | integrar sistemas 
 25 | integrate into       | 融入              | róng rù            | integrarse en      | integrar em       
 26 | construe meaning     | 解释意义            | jiě shì yì yì      | interpretar el sig | interpretar signif
 27 | construe as          | 解释为             | jiě shì wèi        | interpretar como   | interpretar como  
 28 | rectify situation    | 纠正情况            | jiū zhèng qíng kuà | rectificar la situ | corrigir a situaçã
 29 | rectify error        | 纠正错误            | jiū zhèng cuò wù   | rectificar error   | corrigir erro     
 30 | modify behavior      | 修改行为            | xiū gǎi háng wèi   | modificar el compo | modificar comporta
 31 | modify plan          | 修改计划            | xiū gǎi jì huà     | modificar plan     | modificar plano   
 32 | obtain permission    | 获得许可            | huò dé xǔ kě       | obtener permiso    | obter permissão   
 33 | obtain information   | 获取信息            | huò qǔ xìn xī      | obtener informació | obter informações 
 34 | procure supplies     | 采购物资            | cǎi gòu wù zī      | adquirir suministr | adquirir supriment
 35 | procure equipment    | 采购设备            | cǎi gòu shè bèi    | adquirir equipos   | adquirir equipamen
 36 | statistical anomaly  | 统计异常            | tǒng jì yì cháng   | anomalía estadísti | anomalia estatísti
 37 | anomaly detected     | 检测到异常           | jiǎn cè dào yì chá | anomalía detectada | anomalia detectada
 38 | predominant view     | 主流观点            | zhǔ liú guān diǎn  | vista predominante | visão predominante
 39 | predominant in       | 占主导地位           | zhàn zhǔ dǎo dì wè | predominante en    | predominante em   
 40 | preliminary results  | 初步结果            | chū bù jié guǒ     | resultados prelimi | resultados prelimi
 41 | preliminary investig | 初步调查            | chū bù diào chá    | investigación prel | investigação preli
 42 | principal reason     | 主要原因            | zhǔ yào yuán yīn   | razón principal    | razão principal   
 43 | principal amount     | 本金金额            | běn jīn jīn é      | importe principal  | montante principal
 44 | prior experience     | 以前的经验           | yǐ qián de jīng yà | experiencia previa | experiência anteri
 45 | prior to             | 在某事之前           | zài mǒu shì zhī qi | antes de           | antes de          
 46 | profound impact      | 深远影响            | shēn yuǎn yǐng xiǎ | impacto profundo   | impacto profundo  
 47 | profound effect      | 深远影响            | shēn yuǎn yǐng xiǎ | efecto profundo    | efeito profundo   
 48 | prominent figure     | 杰出人物            | jié chū rén wù     | figura destacada   | figura proeminente
 49 | prominent role       | 突出角色            | tū chū jué sè      | papel destacado    | papel de destaque 
 50 | large proportion     | 比例大             | bǐ lì dà           | gran proporción    | grande proporção  
 51 | proportion of        | 的比例             | de bǐ lì           | proporción de      | proporção de      
 52 | pursue career        | 追求事业            | zhuī qiú shì yè    | seguir una carrera | seguir carreira   
 53 | pursue goal          | 追求目标            | zhuī qiú mù biāo   | perseguir el objet | perseguir o objeti
 54 | relevant information | 相关信息            | xiāng guān xìn xī  | información releva | informações releva
 55 | relevant to          | 与某物相关           | yǔ mǒu wù xiāng gu | relevante para     | relevante para    
 56 | significant differen | 显着差异            | xiǎn zhe chā yì    | diferencia signifi | diferença signific
 57 | significant impact   | 重大影响            | zhòng dà yǐng xiǎn | impacto significat | impacto significat
 58 | subsequent events    | 后续事件            | hòu xù shì jiàn    | acontecimientos po | eventos subsequent
 59 | subsequent to        | 在某事之后           | zài mǒu shì zhī hò | posterior a        | após              
 60 | amend constitution   | 修改宪法            | xiū gǎi xiàn fǎ    | modificar la const | alterar a constitu
 61 | amend policy         | 修改政策            | xiū gǎi zhèng cè   | modificar la polít | alterar política  
