PACK 56: Jobs 1
================================================================================

Row | English | Chinese | Pinyin | Spanish | Portuguese
--------------------------------------------------------------------------------
  2 | doctor               | 医生              | yī shēng           | médico             | médico            
  3 | nurse                | 护士              | hù shì             | enfermera          | enfermeira        
  4 | teacher              | 老师              | lǎo shī            | maestro            | professora        
  5 | lawyer               | 律师              | lǜ shī             | abogado            | advogado          
  6 | engineer             | 工程师             | gōng chéng shī     | ingeniero          | engenheiro        
  7 | manager              | 经理              | jīng lǐ            | gerente            | gerente           
  8 | chef                 | 厨师              | chú shī            | cocinero           | chef              
  9 | waiter               | 服务员             | fú wù yuán         | camarero           | garçom            
 10 | police               | 警察              | jǐng chá           | policía            | polícia           
 11 | firefighter          | 消防员             | xiāo fáng yuán     | bombero            | bombeiro          
 12 | scientist            | 科学家             | kē xué jiā         | científico         | cientista         
 13 | accountant           | 会计师             | kuài jì shī        | contador           | contador          
 14 | secretary            | 秘书              | mì shū             | secretaria         | secretária        
 15 | worker               | 工人              | gōng rén           | trabajador         | trabalhador       
 16 | employee             | 员工              | yuán gōng          | empleado           | funcionário       
 17 | boss                 | 老板              | lǎo bǎn            | jefe               | chefe             
 18 | farmer               | 农民              | nóng mín           | granjero           | agricultor        
 19 | banker               | 银行家             | yín háng jiā       | banquero           | banqueiro         
 20 | pharmacist           | 药剂师             | yào jì shī         | farmacéutico       | farmacêutico      
 21 | librarian            | 图书管理员           | tú shū guǎn lǐ yuá | bibliotecario      | bibliotecária     
 22 | see a doctor         | 看医生             | kàn yī shēng       | ver a un medico    | consulte um médico
 23 | doctor visit         | 医生就诊            | yī shēng jiù zhěn  | visita al médico   | consulta médica   
 24 | head nurse           | 护士长             | hù shì zhǎng       | jefa de enfermería | enfermeira-chefe  
 25 | nurse station        | 护士站             | hù shì zhàn        | estación de enferm | posto de enfermage
 26 | school teacher       | 学校老师            | xué xiào lǎo shī   | profesor de escuel | professora        
 27 | teacher training     | 教师培训            | jiào shī péi xùn   | formación docente  | formação de profes
 28 | good lawyer          | 好律师             | hǎo lǜ shī         | buen abogado       | bom advogado      
 29 | lawyer fee           | 律师费             | lǜ shī fèi         | honorarios de abog | honorários advocat
 30 | software engineer    | 软件工程师           | ruǎn jiàn gōng ché | ingeniero de softw | engenheiro de soft
 31 | civil engineer       | 土木工程师           | tǔ mù gōng chéng s | ingeniero civil    | engenheiro civil  
 32 | general manager      | 总经理             | zǒng jīng lǐ       | director general   | gerente geral     
 33 | store manager        | 店长              | diàn zhǎng         | gerente de tienda  | gerente de loja   
 34 | head chef            | 主厨              | zhǔ chú            | jefe de cocina     | chefe de cozinha  
 35 | chef hat             | 厨师帽             | chú shī mào        | gorro de cocinero  | chapéu de chef    
 36 | friendly waiter      | 友好的服务员          | yǒu hǎo de fú wù y | camarero amable    | garçom simpático  
 37 | waiter service       | 服务员服务           | fú wù yuán fú wù   | servicio de camare | serviço de garçom 
 38 | police officer       | 警察              | jǐng chá           | oficial de policía | policial          
 39 | police station       | 警察局             | jǐng chá jú        | comisaría          | delegacia         
 40 | brave firefighter    | 勇敢的消防员          | yǒng gǎn de xiāo f | valiente bombero   | corajoso bombeiro 
 41 | firefighter truck    | 消防车             | xiāo fáng chē      | camión de bomberos | caminhão bombeiro 
 42 | research scientist   | 研究科学家           | yán jiū kē xué jiā | científico investi | cientista pesquisa
 43 | scientist discovery  | 科学家发现           | kē xué jiā fā xiàn | descubrimiento cie | descoberta do cien
 44 | certified accountant | 注册会计师           | zhù cè kuài jì shī | contador certifica | contabilista certi
 45 | accountant job       | 会计工作            | kuài jì gōng zuò   | trabajo de contado | trabalho de contad
 46 | office secretary     | 办公室秘书           | bàn gōng shì mì sh | secretaria de ofic | secretária de escr
 47 | secretary desk       | 秘书桌             | mì shū zhuō        | escritorio de secr | secretária        
 48 | hard worker          | 勤奋的人            | qín fèn de rén     | trabajador         | trabalhador esforç
 49 | construction worker  | 建筑工人            | jiàn zhù gōng rén  | trabajador de la c | trabalhador da con
 50 | new employee         | 新员工             | xīn yuán gōng      | nuevo empleado     | novo funcionário  
 51 | employee benefits    | 员工福利            | yuán gōng fú lì    | beneficios para em | benefícios aos emp
 52 | big boss             | 大老板             | dà lǎo bǎn         | gran jefe          | chefão            
 53 | boss lady            | 老板娘             | lǎo bǎn niáng      | jefa               | senhora chefe     
 54 | local farmer         | 当地农民            | dāng dì nóng mín   | agricultor local   | agricultor local  
 55 | farmer market        | 农贸市场            | nóng mào shì chǎng | mercado de agricul | mercado agrícola  
 56 | bank banker          | 银行银行家           | yín háng yín háng  | banquero de banco  | banqueiro         
 57 | investment banker    | 投资银行家           | tóu zī yín háng ji | banquero de invers | banqueiro de inves
 58 | local pharmacist     | 当地药剂师           | dāng dì yào jì shī | farmacéutico local | farmacêutico local
 59 | pharmacist advice    | 药剂师建议           | yào jì shī jiàn yì | consejo farmacéuti | aconselhamento far
 60 | school librarian     | 学校图书馆员          | xué xiào tú shū gu | bibliotecario esco | bibliotecária esco
 61 | librarian desk       | 图书管理员办公桌        | tú shū guǎn lǐ yuá | escritorio de bibl | mesa do bibliotecá
