PACK 133: Formal Vocabulary 3
================================================================================

Row | English | Chinese | Pinyin | Spanish | Portuguese
--------------------------------------------------------------------------------
  2 | substantial          | 实质性             | shí zhì xìng       | sustancial         | substancial       
  3 | sufficient           | 足够              | zú gòu             | suficiente         | suficiente        
  4 | sustain              | 维持              | wéi chí            | sostener           | sustentar         
  5 | herewith             | 特此              | tè cǐ              | adjunto            | aqui              
  6 | underlying           | 底层              | dǐ céng            | subyacente         | subjacente        
  7 | undertake            | 承担              | chéng dān          | emprender          | empreender        
  8 | avow                 | 承认              | chéng rèn          | confesar           | confesso          
  9 | administer           | 管理              | guǎn lǐ            | administrar        | administrar       
 10 | affirm               | 肯定              | kěn dìng           | afirmar            | afirmar           
 11 | propound             | 提出              | tí chū             | proponer           | propor            
 12 | attribute            | 属性              | shǔ xìng           | atributo           | atributo          
 13 | authorize            | 授权              | shòu quán          | autorizar          | autorizar         
 14 | commence             | 开始              | kāi shǐ            | comenzar           | começar           
 15 | compile              | 编译              | biān yì            | compilar           | compilar          
 16 | comply               | 遵守              | zūn shǒu           | cumplir            | cumprir           
 17 | conceive             | 怀孕              | huái yùn           | concebir           | conceber          
 18 | consent              | 同意              | tóng yì            | consentimiento     | consentimento     
 19 | consolidate          | 巩固              | gǒng gù            | consolidar         | consolidar        
 20 | convey               | 传达              | chuán dá           | transmitir         | transmitir        
 21 | designate            | 指定              | zhǐ dìng           | designar           | designar          
 22 | substantial evidence | 实质性证据           | shí zhì xìng zhèng | pruebas sustancial | evidências substan
 23 | substantial amount   | 大量              | dà liàng           | cantidad sustancia | montante substanci
 24 | sufficient time      | 时间充足            | shí jiān chōng zú  | tiempo suficiente  | tempo suficiente  
 25 | sufficient funds     | 资金充足            | zī jīn chōng zú    | fondos suficientes | fundos suficientes
 26 | sustain growth       | 维持增长            | wéi chí zēng zhǎng | sostener el crecim | sustentar o cresci
 27 | sustain life         | 维持生命            | wéi chí shēng mìng | sostener la vida   | sustentar a vida  
 28 | enclosed herewith    | 随函附上            | suí hán fù shàng   | adjunto al present | anexa             
 29 | herewith attached    | 谨此附上            | jǐn cǐ fù shàng    | adjunto            | em anexo          
 30 | underlying cause     | 根本原因            | gēn běn yuán yīn   | causa subyacente   | causa subjacente  
 31 | underlying issue     | 根本问题            | gēn běn wèn tí     | cuestión subyacent | questão subjacente
 32 | undertake project    | 承接项目            | chéng jiē xiàng mù | emprender proyecto | realizar projeto  
 33 | undertake responsibi | 承担责任            | chéng dān zé rèn   | asumir la responsa | assumir responsabi
 34 | avow commitment      | 宣誓承诺            | xuān shì chéng nuò | declarar compromis | confessar compromi
 35 | avow intention       | 表明意图            | biǎo míng yì tú    | declarar intención | confesso intenção 
 36 | administer test      | 管理测试            | guǎn lǐ cè shì     | administrar la pru | administrar teste 
 37 | administer medicatio | 服用药物            | fú yòng yào wù     | administrar medica | administrar medica
 38 | affirm decision      | 确认决定            | què rèn jué dìng   | confirmar decisión | afirmar decisão   
 39 | affirm belief        | 坚定信念            | jiān dìng xìn niàn | afirmar la creenci | afirmar a crença  
 40 | propound theory      | 提出理论            | tí chū lǐ lùn      | teoría propuesta   | propor teoria     
 41 | propound idea        | 提出想法            | tí chū xiǎng fǎ    | idea propuesta     | propor ideia      
 42 | attribute success    | 属性成功            | shǔ xìng chéng gōn | éxito del atributo | atributo sucesso  
 43 | attribute to         | 属性为             | shǔ xìng wèi       | atribuir a         | atribuir a        
 44 | authorize payment    | 授权付款            | shòu quán fù kuǎn  | autorizar el pago  | autorizar pagament
 45 | authorize access     | 授权访问            | shòu quán fǎng wèn | autorizar el acces | autorizar acesso  
 46 | commence operations  | 开始运营            | kāi shǐ yùn yíng   | iniciar operacione | iniciar operações 
 47 | commence immediately | 立即开始            | lì jí kāi shǐ      | comenzar inmediata | começar imediatame
 48 | compile data         | 编译数据            | biān yì shù jù     | compilar datos     | compilar dados    
 49 | compile report       | 编译报告            | biān yì bào gào    | compilar informe   | compilar relatório
 50 | comply with          | 遵守              | zūn shǒu           | cumplir con        | cumprir           
 51 | fully comply         | 完全遵守            | wán quán zūn shǒu  | cumplir plenamente | cumprir integralme
 52 | conceive plan        | 构思计划            | gòu sī jì huà      | concebir un plan   | conceber plano    
 53 | conceive idea        | 构想想法            | gòu xiǎng xiǎng fǎ | concebir una idea  | conceber ideia    
 54 | give consent         | 给予同意            | jǐ yǔ tóng yì      | dar consentimiento | dar consentimento 
 55 | consent to           | 同意              | tóng yì            | consentimiento par | consentimento para
 56 | consolidate power    | 巩固权力            | gǒng gù quán lì    | consolidar el pode | consolidar o poder
 57 | consolidate debt     | 合并债务            | hé bìng zhài wù    | consolidar deuda   | consolidar dívida 
 58 | convey message       | 传达讯息            | chuán dá xùn xī    | transmitir mensaje | transmitir mensage
 59 | convey meaning       | 传达意义            | chuán dá yì yì     | transmitir signifi | transmitir signifi
 60 | designate area       | 指定区域            | zhǐ dìng qū yù     | designar área      | designar área     
 61 | designate as         | 指定为             | zhǐ dìng wèi       | designar como      | designar como     
