PACK 23: Irregular Verbs 1
================================================================================

Row | English | Chinese | Pinyin | Spanish | Portuguese
--------------------------------------------------------------------------------
  2 | buy                  | 购买              | gòu mǎi            | comprar            | comprar           
  3 | bought               | 买了              | mǎi le             | comprado           | comprei           
  4 | sell                 | 卖               | mài                | vender             | vender            
  5 | sold                 | 已售出             | yǐ shòu chū        | vendido            | vendido           
  6 | send                 | 发送              | fā sòng            | enviar             | enviar            
  7 | sent                 | 已发送             | yǐ fā sòng         | enviado            | enviado           
  8 | build                | 构建              | gòu jiàn           | construir          | construir         
  9 | built                | 建成              | jiàn chéng         | construido         | construído        
 10 | catch                | 抓住              | zhuā zhù           | atrapar            | pegar             
 11 | caught               | 抓到              | zhuā dào           | atrapado           | pego              
 12 | choose               | 选择              | xuǎn zé            | elegir             | escolha           
 13 | chose                | 选择了             | xuǎn zé le         | eligió             | escolheu          
 14 | draw                 | 画               | huà                | dibujar            | desenhar          
 15 | drew                 | 画               | huà                | dibujó             | desenhou          
 16 | drive                | 驱动              | qū dòng            | conducir           | dirigir           
 17 | drove                | 开车              | kāi chē            | condujo            | dirigiu           
 18 | mean                 | 意思是             | yì si shì          | significar         | significa         
 19 | meant                | 意思是             | yì si shì          | significaba        | significava       
 20 | tear                 | 撕裂              | sī liè             | lágrima            | lágrima           
 21 | torn                 | 撕裂              | sī liè             | rasgado            | rasgado           
 22 | buy it               | 买它              | mǎi tā             | cómpralo           | compre            
 23 | buy now              | 立即购买            | lì jí gòu mǎi      | comprar ahora      | compre agora      
 24 | I bought it          | 我买了             | wǒ mǎi le          | Lo compré          | Eu comprei        
 25 | bought a house       | 买了房子            | mǎi le fáng zi     | compró una casa    | comprei uma casa  
 26 | sell it              | 卖掉它             | mài diào tā        | venderlo           | vendê-lo          
 27 | sell fast            | 卖得快             | mài dé kuài        | vender rápido      | vender rápido     
 28 | I sold it            | 我卖了             | wǒ mài le          | Lo vendí           | Eu vendi          
 29 | sold out             | 已售完             | yǐ shòu wán        | agotado            | esgotado          
 30 | send it              | 发送              | fā sòng            | envíalo            | envie             
 31 | send me              | 发给我             | fā gěi wǒ          | envíame            | me envie          
 32 | I sent it            | 我发了             | wǒ fā le           | Lo envié           | Eu enviei         
 33 | sent home            | 送回家             | sòng huí jiā       | enviado a casa     | enviado para casa 
 34 | build it             | 构建它             | gòu jiàn tā        | construirlo        | construí-lo       
 35 | build up             | 建立              | jiàn lì            | construir          | construir         
 36 | I built it           | 我建造了它           | wǒ jiàn zào le tā  | Yo lo construí     | Eu construí       
 37 | built from scratch   | 从头开始            | cóng tóu kāi shǐ   | construido desde c | construído do zero
 38 | catch it             | 抓住它             | zhuā zhù tā        | atraparlo          | pegue             
 39 | catch up             | 赶上              | gǎn shàng          | ponerse al día     | alcançar          
 40 | I caught it          | 我抓住了            | wǒ zhuā zhù le     | Lo pillé           | Eu peguei         
 41 | caught cold          | 感冒了             | gǎn mào le         | se resfrió         | peguei um resfriad
 42 | choose one           | 选择一个            | xuǎn zé yí gè      | elige uno          | escolha um        
 43 | choose wisely        | 明智地选择           | míng zhì dì xuǎn z | elige sabiamente   | escolha com sabedo
 44 | I chose it           | 我选择了            | wǒ xuǎn zé le      | Yo lo elegí        | Eu escolhi        
 45 | chose well           | 选得好             | xuǎn dé hǎo        | eligió bien        | escolheu bem      
 46 | draw a picture       | 画一幅画            | huà yī fú huà      | haz un dibujo      | faça um desenho   
 47 | draw near            | 靠近              | kào jìn            | acercarse          | aproxime-se       
 48 | I drew it            | 我画的             | wǒ huà de          | Yo lo dibujé       | Eu desenhei       
 49 | drew a line          | 画了一条线           | huà le yī tiáo xià | trazó una línea    | traçou uma linha  
 50 | drive safe           | 安全驾驶            | ān quán jià shǐ    | conducir con segur | dirija com seguran
 51 | drive home           | 开车回家            | kāi chē huí jiā    | conducir a casa    | dirigir para casa 
 52 | I drove there        | 我开车去那里          | wǒ kāi chē qù nà l | Conduje hasta allí | Eu dirigi até lá  
 53 | drove away           | 开车离开            | kāi chē lí kāi     | se fue             | foi embora        
 54 | mean it              | 意思是             | yì si shì          | lo digo en serio   | quero dizer       
 55 | mean well            | 善意              | shàn yì            | buenas intenciones | boas intenções    
 56 | I meant it           | 我是认真的           | wǒ shì rèn zhēn de | Lo dije en serio   | Eu quis dizer isso
 57 | meant to say         | 想说              | xiǎng shuō         | quería decir       | quis dizer        
 58 | tear it up           | 撕掉它             | sī diào tā         | rómpelo            | rasgue tudo       
 59 | tear apart           | 撕开              | sī kāi             | destrozar          | rasgar            
 60 | all torn             | 全部撕裂            | quán bù sī liè     | todo roto          | todo rasgado      
 61 | torn apart           | 撕裂              | sī liè             | destrozado         | despedaçado       
