PACK 25: Irregular Verbs 3
================================================================================

Row | English | Chinese | Pinyin | Spanish | Portuguese
--------------------------------------------------------------------------------
  2 | hold                 | 保持              | bǎo chí            | mantener           | segure            
  3 | held                 | 举行              | jǔ xíng            | celebrado          | realizada         
  4 | keep                 | 保留              | bǎo liú            | mantener           | manter            
  5 | kept                 | 保留              | bǎo liú            | mantenido          | mantido           
  6 | meet                 | 遇见              | yù jiàn            | reunirse           | conhecer          
  7 | met                  | 遇见              | yù jiàn            | se reunió          | conheci           
  8 | put                  | 把               | bǎ                 | poner              | colocar           
  9 | ride                 | 骑               | qí                 | paseo              | passeio           
 10 | rode                 | 骑               | qí                 | montó              | cavalgou          
 11 | ring                 | 响               | xiǎng              | sonar              | tocar             
 12 | rang                 | 响了              | xiǎng le           | sonó               | tocou             
 13 | rose                 | 升起了             | shēng qǐ le        | se levantó         | levantou-se       
 14 | set                  | 设置              | shè zhì            | conjunto           | definir           
 15 | shake                | 摇动              | yáo dòng           | agitar             | tremer            
 16 | shook                | 震动              | zhèn dòng          | sacudió            | tremeu            
 17 | sought               | 寻求              | xún qiú            | buscado            | procurado         
 18 | stick                | 坚持              | jiān chí           | palo               | colar             
 19 | stuck                | 卡住              | kǎ zhù             | atascado           | preso             
 20 | weave                | 编织              | biān zhī           | tejer              | tecer             
 21 | wove                 | 编织              | biān zhī           | tejió              | teceu             
 22 | please hold          | 请按住             | qǐng àn zhù        | por favor espera   | por favor espere  
 23 | hold tight           | 抓紧              | zhuā jǐn           | agárrate fuerte    | segure firme      
 24 | I held it            | 我拿着它            | wǒ ná zhe tā       | Lo sostuve         | Eu segurei        
 25 | held back            | 被阻止             | bèi zǔ zhǐ         | retenido           | conteve           
 26 | keep going           | 继续前进            | jì xù qián jìn     | sigue adelante     | continue          
 27 | keep it              | 保留它             | bǎo liú tā         | guárdalo           | fique com ele     
 28 | I kept it            | 我保留了它           | wǒ bǎo liú le tā   | Lo guardé          | Eu guardei        
 29 | kept quiet           | 保持安静            | bǎo chí ān jìng    | guardó silencio    | ficou quieto      
 30 | meet me              | 遇见我             | yù jiàn wǒ         | Encuéntrame        | me encontre       
 31 | glad to meet you     | 很高兴认识你          | hěn gāo xìng rèn s | encantado de conoc | prazer em conhecê-
 32 | I met him            | 我遇见了他           | wǒ yù jiàn le tā   | Lo conocí          | Eu o conheci      
 33 | met before           | 之前见过            | zhī qián jiàn guò  | nos conocimos ante | nos conhecemos ant
 34 | put it here          | 放在这里            | fàng zài zhè lǐ    | ponlo aquí         | coloque aqui      
 35 | put away             | 收起来             | shōu qǐ lái        | guardar            | guardar           
 36 | ride along           | 一起骑行            | yì qǐ qí xíng      | cabalgar           | cavalgar          
 37 | ride a bike          | 骑自行车            | qí zì xíng chē     | andar en bicicleta | andar de bicicleta
 38 | I rode there         | 我骑过那儿           | wǒ qí guò nà ér    | Monté allí         | Eu andei até lá   
 39 | rode away            | 骑马离开            | qí mǎ lí kāi       | se fue             | foi embora        
 40 | ring the bell        | 按响门铃            | àn xiǎng mén líng  | toca el timbre     | toque a campainha 
 41 | ring me              | 给我打电话           | gěi wǒ dǎ diàn huà | llámame            | me ligue          
 42 | the phone rang       | 电话响了            | diàn huà xiǎng le  | sonó el teléfono   | o telefone tocou  
 43 | rang twice           | 响了两次            | xiǎng le liǎng cì  | sonó dos veces     | tocou duas vezes  
 44 | the sun rose         | 太阳升起            | tài yáng shēng qǐ  | salió el sol       | o sol nasceu      
 45 | rose early           | 早起              | zǎo qǐ             | se levantó tempran | acordou cedo      
 46 | set it down          | 把它放下            | bǎ tā fàng xià     | déjalo             | coloque-o no chão 
 47 | all set              | 全部设置            | quán bù shè zhì    | todo listo         | tudo pronto       
 48 | shake hands          | 握手              | wò shǒu            | estrechar la mano  | apertar as mãos   
 49 | shake it             | 摇一摇             | yáo yī yáo         | sacúdelo           | mexa              
 50 | I shook it           | 我摇了摇            | wǒ yáo le yáo      | Lo sacudí          | Eu balancei       
 51 | shook hands          | 握手              | wò shǒu            | se dieron la mano  | apertou a mão     
 52 | sought after         | 受追捧             | shòu zhuī pěng     | buscado            | procurado         
 53 | sought help          | 寻求帮助            | xún qiú bāng zhù   | buscó ayuda        | procurei ajuda    
 54 | stick to it          | 坚持下去            | jiān chí xià qù    | apégate a ello     | persista          
 55 | stick around         | 留下来             | liú xià lái        | quédate aquí       | fique por aqui    
 56 | got stuck            | 被卡住了            | bèi kǎ zhù le      | se quedó atascado  | ficou preso       
 57 | stuck here           | 卡在这里            | kǎ zài zhè lǐ      | atrapado aquí      | preso aqui        
 58 | weave through        | 穿梭              | chuān suō          | atravesar          | atravessar        
 59 | weave a basket       | 编篮子             | biān lán zi        | tejer una canasta  | tecer uma cesta   
 60 | she wove it          | 她织的             | tā zhī de          | ella lo tejió      | ela teceu         
 61 | wove together        | 编织在一起           | biān zhī zài yì qǐ | se tejieron juntos | tecidos juntos    
