PACK 28: Essential Adjectives 2
================================================================================

Row | English | Chinese | Pinyin | Spanish | Portuguese
--------------------------------------------------------------------------------
  2 | nice                 | 不错              | bù cuò             | agradable          | legal             
  3 | great                | 太棒了             | tài bàng le        | genial             | ótimo             
  4 | important            | 重要              | zhòng yào          | importante         | importante        
  5 | interesting          | 有趣              | yǒu qù             | interesante        | interessante      
  6 | different            | 不同              | bù tóng            | diferente          | diferente         
  7 | same                 | 相同              | xiāng tóng         | lo mismo           | mesmo             
  8 | full                 | 完整              | wán zhěng          | lleno              | completo          
  9 | empty                | 空               | kōng               | vacío              | vazio             
 10 | clean                | 干净              | gān jìng           | limpiar            | limpar            
 11 | dirty                | 脏               | zàng               | sucio              | sujo              
 12 | safe                 | 安全              | ān quán            | seguro             | seguro            
 13 | free                 | 免费              | miǎn fèi           | gratis             | grátis            
 14 | busy                 | 忙               | máng               | ocupado            | ocupado           
 15 | ready                | 准备好             | zhǔn bèi hǎo       | listo              | pronto            
 16 | beautiful            | 美丽              | měi lì             | hermosa            | lindo             
 17 | ugly                 | 丑陋              | chǒu lòu           | feo                | feio              
 18 | strong               | 强               | qiáng              | fuerte             | forte             
 19 | weak                 | 弱               | ruò                | débil              | fraco             
 20 | closed               | 已关闭             | yǐ guān bì         | cerrado            | fechado           
 21 | simple               | 简单              | jiǎn dān           | sencillo           | simples           
 22 | nice day             | 美好的一天           | měi hǎo de yī tiān | buen día           | bom dia           
 23 | very nice            | 非常好             | fēi cháng hǎo      | muy bonito         | muito legal       
 24 | great job            | 干得好             | gàn dé hǎo         | gran trabajo       | ótimo trabalho    
 25 | sounds great         | 听起来不错           | tīng qǐ lái bù cuò | suena genial       | parece ótimo      
 26 | very important       | 非常重要            | fēi cháng zhòng yà | muy importante     | muito importante  
 27 | important thing      | 重要的事情           | zhòng yào de shì q | cosa importante    | coisa importante  
 28 | very interesting     | 很有趣             | hěn yǒu qù         | muy interesante    | muito interessante
 29 | interesting story    | 有趣的故事           | yǒu qù de gù shì   | historia interesan | história interessa
 30 | something different  | 不同的东西           | bù tóng de dōng xī | algo diferente     | algo diferente    
 31 | different from       | 不同于             | bù tóng yú         | diferente de       | diferente de      
 32 | looks the same       | 看起来一样           | kàn qǐ lái yī yàng | se ve igual        | parece o mesmo    
 33 | exactly same         | 完全一样            | wán quán yī yàng   | exactamente igual  | exatamente igual  
 34 | full of              | 充满              | chōng mǎn          | lleno de           | cheio de          
 35 | tank is full         | 水箱已满            | shuǐ xiāng yǐ mǎn  | el tanque está lle | tanque está cheio 
 36 | empty room           | 空房间             | kòng fáng jiān     | habitación vacía   | quarto vazio      
 37 | completely empty     | 完全空了            | wán quán kōng le   | completamente vací | completamente vazi
 38 | clean up             | 清理              | qīng lǐ            | limpiar            | limpar            
 39 | clean house          | 干净的房子           | gān jìng de fáng z | casa limpia        | limpar a casa     
 40 | dirty dishes         | 脏盘子             | zàng pán zi        | platos sucios      | louça suja        
 41 | dirty work           | 肮脏的工作           | āng zāng de gōng z | trabajo sucio      | trabalho sujo     
 42 | stay safe            | 保持安全            | bǎo chí ān quán    | mantente a salvo   | fique seguro      
 43 | safe place           | 安全的地方           | ān quán de dì fāng | lugar seguro       | lugar seguro      
 44 | free time            | 空闲时间            | kòng xián shí jiān | tiempo libre       | tempo livre       
 45 | free of charge       | 免费              | miǎn fèi           | gratis             | gratuitamente     
 46 | too busy             | 太忙了             | tài máng le        | demasiado ocupado  | muito ocupado     
 47 | busy day             | 忙碌的一天           | máng lù de yī tiān | día ocupado        | dia agitado       
 48 | get ready            | 准备好             | zhǔn bèi hǎo       | prepárate          | prepare-se        
 49 | ready to go          | 准备出发            | zhǔn bèi chū fā    | listo para funcion | pronto para ir    
 50 | beautiful day        | 美好的一天           | měi hǎo de yī tiān | hermoso día        | lindo dia         
 51 | so beautiful         | 好漂亮             | hǎo piào liàng     | que hermoso        | tão lindo         
 52 | ugly truth           | 丑陋的真相           | chǒu lòu de zhēn x | fea verdad         | verdade feia      
 53 | really ugly          | 真丑              | zhēn chǒu          | realmente feo      | muito feio        
 54 | strong man           | 强者              | qiáng zhě          | hombre fuerte      | homem forte       
 55 | very strong          | 非常强             | fēi cháng qiáng    | muy fuerte         | muito forte       
 56 | too weak             | 太弱了             | tài ruò le         | demasiado débil    | muito fraco       
 57 | weak point           | 弱点              | ruò diǎn           | punto débil        | ponto fraco       
 58 | door closed          | 门关了             | mén guān le        | puerta cerrada     | porta fechada     
 59 | closed today         | 今天休息            | jīn tiān xiū xī    | cerrado hoy        | fechado hoje      
 60 | very simple          | 很简单             | hěn jiǎn dān       | muy sencillo       | muito simples     
 61 | simple life          | 简单的生活           | jiǎn dān de shēng  | vida sencilla      | vida simples      
