chinese,pinyin,english,spanish,french,portuguese
车,chē,Car,Coche,Voiture,Carro
坐车,zuò chē,By car,En coche,En voiture,De carro
开车,kāi chē,Drive,Conducir,Conduire,Dirigir
骑车,qí chē,Cycling,Ciclismo,Cyclisme,Ciclismo
走路,zǒu lù,Walking,Caminando,Marcher,Caminhando
打车,dǎ chē,Take a taxi,Tomar un taxi,Prendre un taxi,Táxi
出租车,chū zū chē,Taxi,Taxi,Taxi,Táxi
公交车,gōng jiāo chē,Bus,Autobús,Autobus,Ônibus
地铁,dì tiě,Subway,Metro,Métro,Metrô
火车,huǒ chē,Train,Tren,Train,Trem
高铁,gāo tiě,High-speed rail,Tren de alta velocidad,Train à grande vitesse,Ferrovia de alta velocidade
飞机,fēi jī,Plane,Avión,Avion,Avião
轮船,lún chuán,Ship,Barco,Navire,Navio
自行车,zì xíng chē,Bicycle,Bicicleta,Vélo,Bicicleta
上车,shàng chē,Get on,Súbete,Montez,Suba
下车,xià chē,Get off,Bájate,Descendez,Desça
车票,chē piào,Ticket,Boleto,Billet,Bilhete
堵车,dǔ chē,Traffic jam,Atasco de tráfico,Embouteillage,Engarrafamento
汽车,qì chē,Car,Coche,Voiture,Carro
买车,mǎi chē,Buy a car,Comprar un coche,Acheter une voiture,Comprar um carro
坐车去,zuò chē qù,Go by car,Ir en coche,Prendre une voiture,Ir de carro
喜欢坐车,xǐ huān zuò chē,Like to ride,Le gusta andar en auto,J'aime prendre la voiture,Gosto de andar de carro
开车走,kāi chē zǒu,Drive away,Irse conduciendo,Partir en voiture,Sair dirigindo
学开车,xué kāi chē,Learn to drive,Aprender a conducir,Apprendre à conduire,Aprender a dirigir
骑车去,qí chē qù,Go by bike,Ir en bicicleta,Partir à vélo,Ir de bicicleta
喜欢骑车,xǐ huān qí chē,Like to ride a bike,Le gusta andar en bicicleta,J'aime faire du vélo,Gosto de andar de bicicleta
走路去,zǒu lù qù,Walk there,Ir caminando,Aller à pied,Ir a pé
喜欢走路,xǐ huān zǒu lù,Like to walk,Me gusta caminar,Aime marcher,Gosto de caminhar
打车走,dǎ chē zǒu,Take a taxi,Toma un taxi,Prendre un taxi,Pegar um táxi
我打车,wǒ dǎ chē,I'll take a taxi,Tomaré un taxi,Je vais prendre un taxi,Vou pegar um táxi
出租车来了,chū zū chē lái le,The taxi is coming,El taxi se acerca,Le taxi arrive,O táxi está chegando
坐出租车,zuò chū zū chē,Take a taxi,Toma un taxi,Prendre un taxi,Pegar um táxi
公交车来了,gōng jiāo chē lái le,The bus is coming,El autobús se acerca,Le bus arrive,O ônibus está chegando
坐公交车,zuò gōng jiāo chē,Take the bus,Toma el autobús,Prendre le bus,Pegar o ônibus
地铁站,dì tiě zhàn,Subway station,Estación de metro,Station de métro,Estação de metrô
坐地铁,zuò dì tiě,Take the subway,Toma el metro,Prendre le métro,Pegar o metrô
火车站,huǒ chē zhàn,Railway station,Estación de tren,Gare,Estação ferroviária
坐火车,zuò huǒ chē,Take the train,Toma el tren,Prendre le train,Pegar o trem
高铁站,gāo tiě zhàn,High-speed rail station,Estación de tren de alta velocidad,Gare TGV,Estação de trem de alta velocidade
坐高铁,zuò gāo tiě,Take the high-speed rail,Tomar el tren de alta velocidad,Prendre le TGV,Pegar o trem de alta velocidade
飞机场,fēi jī chǎng,Airport,Aeropuerto,Aéroport,Aeroporto
坐飞机,zuò fēi jī,Take a plane,Tomar un avión,Prendre l'avion,Pegar o avião
轮船码头,lún chuán mǎ tóu,Ferry terminal,Terminal de ferry,Terminal de ferry,Terminal de ferry
坐轮船,zuò lún chuán,Take a ship,Tomar un barco,Prendre le bateau,Pegar o navio
自行车道,zì xíng chē dào,Bike lane,Carril bici,Piste cyclable,Ciclovia
骑自行车,qí zì xíng chē,Ride a bicycle,Montar en bicicleta,Faire du vélo,Andar de bicicleta
上车吧,shàng chē ba,Get on,Súbete,Montez,Suba
快上车,kuài shàng chē,Get on quickly,Súbete rápido,Montez vite,Suba rápido
下车吧,xià chē ba,Get off,Bájate,Descendez,Desça
准备下车,zhǔn bèi xià chē,Get ready to get off,Prepárate para bajar,Préparez-vous à descendre,Prepare-se para descer
买车票,mǎi chē piào,Buy a ticket,Comprar un billete,Acheter un billet,Comprar uma passagem
没车票,méi chē piào,No ticket,Sin billete,Pas de billet,Sem passagem
堵车了,dǔ chē le,Traffic jam,Atasco de tráfico,Embouteillage,Engarrafamento
路上堵车,lù shàng dǔ chē,Traffic jam on the road,Atasco de tráfico en la carretera,Embouteillage sur la route,Engarrafamento na estrada
