chinese,pinyin,english,spanish,french,portuguese
豆腐,dòu fǔ,Tofu,Tofu,Tofu,Tofu
土豆,tǔ dòu,Potatoes,Patatas,Pommes de terre,Batatas
西红柿,xī hóng shì,Tomatoes,Tomates,Tomates,Tomates
白菜,bái cài,Cabbage,Repollo,Chou,Repolho
萝卜,luó bo,Radish,Rábano,Radis,Rabanete
黄瓜,huáng guā,Cucumber,Pepino,Concombre,Pepino
茄子,qié zi,Eggplant,Berenjena,Aubergine,Berinjela
辣椒,là jiāo,Chili,Chile,Piment,Pimentão
葱,cōng,Onion,Cebolla,Oignon,Cebola
姜,jiāng,Ginger,Jengibre,Gingembre,Gengibre
蒜,suàn,Garlic,Ajo,Ail,Alho
苹果,píng guǒ,Apple,Manzana,Pomme,Maçã
香蕉,xiāng jiāo,Banana,Plátano,Banane,Banana
橘子,jú zi,Orange,Naranja,Orange,Laranja
葡萄,pú táo,Grape,Uva,Raisin,Uva
西瓜,xī guā,Watermelon,Sandía,Pastèque,Melancia
豆腐嫩,dòu fǔ nèn,Tender tofu,Tofu tierno,Tofu tendre,Tofu tenro
吃豆腐,chī dòu fǔ,Eat tofu,Comer tofu,Manger du tofu,Coma tofu
土豆丝,tǔ dòu sī,Shredded potatoes,Patatas ralladas,Pommes de terre râpées,Batatas desfiadas
炒土豆,chǎo tǔ dòu,Fried potatoes,Patatas fritas,Pommes de terre sautées,Batatas fritas
西红柿红,xī hóng shì hóng,Red tomatoes,Tomates rojos,Tomates rouges,Tomates vermelhos
炒西红柿,chǎo xī hóng shì,Fried tomatoes,Tomates fritos,Tomates frites,Tomates fritos
白菜好,bái cài hǎo,Cabbage is good,El repollo es bueno,Le chou est bon,Repolho faz bem
炒白菜,chǎo bái cài,Stir-fried cabbage,Repollo salteado,Chou sauté,Repolho salteado
萝卜甜,luó bo tián,Sweet radish,Rábano dulce,Radis doux,Rabanete doce
炖萝卜,dùn luó bo,Stewed radish,Rábano guisado,Radis braisé,Rabanete cozido
黄瓜脆,huáng guā cuì,Cucumber crisp,Crujiente de pepino,Concombre croquant,Crocante de pepino
拍黄瓜,pāi huáng guā,Smashed cucumber,Pepino golpeado,Concombre écrasé,Pepino esmagado
茄子紫,qié zi zǐ,Purple eggplant,Berenjena morada,Aubergine violette,Berinjela roxa
烧茄子,shāo qié zi,Grilled eggplant,Berenjena asada,Aubergines grillées,Berinjela grelhada
辣椒辣,là jiāo là,Spicy pepper,Chile picante,Piment épicé,Pimenta picante
炒辣椒,chǎo là jiāo,Fried chili,Chile frito,Piment frit,Pimenta frita
切葱,qiè cōng,Chop scallion,Picar cebolleta,Hacher l'oignon vert,Picar cebolinha
放葱,fàng cōng,Add scallion,Agregar cebolleta,Ajouter l'oignon vert,Adicione cebolinha
切姜,qiè jiāng,Cut ginger,Cortar jengibre,Couper le gingembre,Cortar gengibre
放姜,fàng jiāng,Add ginger,Agregar jengibre,Ajouter le gingembre,Adicione gengibre
切蒜,qiè suàn,Cut garlic,Cortar ajo,Couper l'ail,Cortar alho
放蒜,fàng suàn,Add garlic,Agregar ajo,Ajouter l'ail,Adicione alho
苹果甜,píng guǒ tián,Sweet apple,Manzana dulce,Pomme sucrée,Maçã doce
吃苹果,chī píng guǒ,Eat apples,Comer manzanas,Manger des pommes,Comer maçãs
香蕉甜,xiāng jiāo tián,Sweet banana,Plátano dulce,Banane sucrée,Banana doce
吃香蕉,chī xiāng jiāo,Eat banana,Comer plátano,Manger des bananes,Comer banana
橘子酸,jú zi suān,Orange is sour,La naranja es ácida,L'orange est acide,Laranja é azeda
吃橘子,chī jú zi,Eat orange,Comer naranja,Manger des oranges,Comer laranja
葡萄甜,pú táo tián,Sweet grapes,Uvas dulces,Raisins doux,Uvas doces
吃葡萄,chī pú táo,Eat grapes,Comer uvas,Manger des raisins,Comer uvas
西瓜甜,xī guā tián,Watermelon is sweet,La sandía es dulce,La pastèque est sucrée,Melancia é doce
吃西瓜,chī xī guā,Eat watermelon,Comer sandía,Manger de la pastèque,Comer melancia
