chinese,pinyin,english,spanish,french,portuguese
喂,wèi,Hello,Hola,Bonjour,Olá
请问,qǐng wèn,Excuse me,Disculpe,Excusez-moi,Com licença
在吗,zài ma,Are you there,¿Estás ahí?,Êtes-vous là,Você está aí
不在,bù zài,Not here,No,Pas,Não
稍等,shāo děng,Wait a moment,Espera,Attendez,Espere
方便,fāng biàn,Convenient,Conveniente,Pratique,Conveniente
信号,xìn hào,Signal,Señal,Signaler,Sinal
回电,huí diàn,Call back,Devolver la llamada,Rappel,Ligue de volta
挂断,guà duàn,Hang up,Cuelga,Raccrocher,Desligue
接电话,jiē diàn huà,Answer the phone,Contesta el teléfono,Répondre au téléphone,Atende o telefone
打电话,dǎ diàn huà,Call,Llamar,Appeler,Ligue
留言,liú yán,Message,Mensaje,Message,Mensagem
语音,yǔ yīn,Voice,Voz,Voix,Voz
忙线,máng xiàn,Busy,Ocupado,Occupé,Ocupado
拨打,bō dǎ,Dial,Marcar,Composez,Disque
接通,jiē tōng,Connected,Conectado,Connecté,Conectado
喂你好,wèi nǐ hǎo,Hello,Hola,Bonjour,Olá
喂请问,wèi qǐng wèn,Hello,Hola,Bonjour,Olá
请问一下,qǐng wèn yī xià,Excuse me,Disculpe,Excusez-moi,Com licença
我想请问,wǒ xiǎng qǐng wèn,I want to ask,Quiero preguntar,Je veux demander,Eu quero perguntar
在吗你,zài ma nǐ,Are you there,¿Estás ahí?,Êtes-vous là,Você está aí
你在吗,nǐ zài ma,Are you there,¿Estás ahí?,Êtes-vous là,Você está aí
不在家,bù zài jiā,Not at home,No en casa,Pas à la maison,Não está em casa
人不在,rén bù zài,No one is here,No hay nadie aquí,Personne n'est ici,Ninguém está aqui
稍等下,shāo děng xià,Wait a moment,Espera un momento,Attendez un instant,Espere um momento
请稍等,qǐng shāo děng,Please wait,Por favor espera,Veuillez patienter,Aguarde
方便吗,fāng biàn ma,Is it convenient,¿Es conveniente,Est-ce pratique,É conveniente
不方便,bù fāng biàn,Inconvenient,Inconveniente,Inconvénient,Inconveniente
信号差,xìn hào chà,Poor signal,Mala señal,Mauvais signal,Sinal fraco
没信号,méi xìn hào,No signal,Sin señal,Aucun signal,Sem sinal
回电话,huí diàn huà,Call back,Devolver la llamada,Rappel,Ligue de volta
等回电,děng huí diàn,Waiting for a call back,Esperando una devolución de llamada,En attente d'un rappel,Aguardando uma ligação
挂断了,guà duàn le,Hang up,Cuelga,Raccrocher,Desligue
被挂断,bèi guà duàn,Hang up,Cuelga,Raccrocher,Desligue
接电话吧,jiē diàn huà ba,Answer the phone,Contesta el teléfono,Répondre au téléphone,Atende o telefone
快接电话,kuài jiē diàn huà,Quick answer,Respuesta rápida,Réponse rapide,Resposta rápida
打电话吧,dǎ diàn huà ba,Make a call,Hacer una llamada,Passer un appel,Faça uma ligação
去打电话,qù dǎ diàn huà,Make a call,Hacer una llamada,Passer un appel,Faça uma ligação
留言板,liú yán bǎn,Message board,Tablero de mensajes,Tableau de messages,Quadro de mensagens
请留言,qǐng liú yán,Please leave a message,Por favor deja un mensaje,Veuillez laisser un message,Por favor deixe uma mensagem
发语音,fā yǔ yīn,Send voice,Enviar voz,Envoyer la voix,Enviar voz
听语音,tīng yǔ yīn,Listen to voice,Escuchar voz,Écouter la voix,Ouça a voz
忙线中,máng xiàn zhōng,Busy,Ocupado,Occupé,Ocupado
电话忙线,diàn huà máng xiàn,Phone busy,Teléfono ocupado,Téléphone occupé,Telefone ocupado
拨打电话,bō dǎ diàn huà,Make a call,Hacer una llamada,Passer un appel,Faça uma ligação
请拨打,qǐng bō dǎ,Please dial,Por favor marque,Veuillez composer,Por favor disque
已接通,yǐ jiē tōng,Connected,Conectado,Connecté,Conectado
无法接通,wú fǎ jiē tōng,Unable to connect,No se puede conectar,Impossible de se connecter,Não foi possível conectar
