chinese,pinyin,english,spanish,french,portuguese
很多,hěn duō,A lot,Mucho,Beaucoup,Muito
许多,xǔ duō,A lot,Mucho,Beaucoup,Muito
大量,dà liàng,A large amount,Mucho,Beaucoup,Muito
一点,yì diǎn,A little,Un poco,Un peu,Um pouco
一些,yī xiē,Some,Algunos,Certains,Alguns
足够,zú gòu,Enough,Suficiente,Assez,Chega
不够,bù gòu,Not enough,No es suficiente,Pas assez,Não é suficiente
刚好,gāng hǎo,Just,Sólo,Juste,Apenas
太多,tài duō,Too much,Demasiado,Trop,Demais
太少,tài shǎo,Too little,Muy poco,Trop peu,Muito pouco
左右,zuǒ yòu,About,Aproximadamente,Environ,Aproximadamente
大约,dà yuē,Approximately,Aproximadamente,Environ,Aproximadamente
超过,chāo guò,More than,Más de,Plus de,Mais que
不到,bú dào,Less than,Menos de,Moins de,Menos que
不少,bù shǎo,Quite a lot,Bastante,Pas mal,Bastante
很多人,hěn duō rén,A lot of people,Mucha gente,Beaucoup de monde,Muita gente
有很多,yǒu hěn duō,A lot,Mucho,Beaucoup,Muito
许多人,xǔ duō rén,A lot of people,Mucha gente,Beaucoup de monde,Muita gente
有许多,yǒu xǔ duō,A lot,Mucho,Beaucoup,Muito
大量的,dà liàng de,A large amount of,Mucho,Beaucoup,Muito
有大量,yǒu dà liàng,Have a lot,Tener mucho,Avoir beaucoup,Ter muito
一点点,yì diǎn diǎn,A tiny bit,Un poquito,Un tout petit peu,Um pouquinho
有一点,yǒu yì diǎn,A little,Un poco,Un peu,Um pouco
一些人,yī xiē rén,Some people,algunas personas,certaines personnes,algumas pessoas
有一些,yǒu yī xiē,Some,algunos,certains,alguns
足够了,zú gòu le,Enough,suficiente,assez,chega
已足够,yǐ zú gòu,Enough,suficiente,assez,chega
不够用,bù gòu yòng,Not enough,no es suficiente,pas assez,não é suficiente
还不够,hái bù gòu,Not enough,no es suficiente,pas assez,não é suficiente
刚好够,gāng hǎo gòu,Just enough,lo suficiente,juste assez,apenas o suficiente
刚好是,gāng hǎo shì,Just,solo,juste,apenas
太多了,tài duō le,too much,demasiado,trop,demais
有太多,yǒu tài duō,Have too much,Tener demasiado,Avoir trop,Ter demais
太少了,tài shǎo le,Too little,Muy poco,Trop peu,Muito pouco
有太少,yǒu tài shǎo,Have too little,Tener muy poco,Avoir trop peu,Ter muito pouco
左右吧,zuǒ yòu ba,Or so,Más o menos,À peu près,Mais ou menos
十个左右,shí gè zuǒ yòu,About ten,Unos diez,Environ dix,Cerca de dez
大约是,dà yuē shì,Is approximately,Es aproximadamente,C'est environ,É aproximadamente
大约有,dà yuē yǒu,Have approximately,Tener aproximadamente,Avoir environ,Ter aproximadamente
超过了,chāo guò le,Exceeded,Superó,A dépassé,Ultrapassou
已超过,yǐ chāo guò,Already exceeded,Ya ha superado,A déjà dépassé,Já ultrapassou
不到十,bú dào shí,Less than ten,Menos de diez,Moins de dix,Menos de dez
还不到,hái bú dào,Not yet reached,Todavía no llegó,Pas encore atteint,Ainda não chegou
不少人,bù shǎo rén,Quite a few people,Bastante gente,Pas mal de gens,Bastante gente
有不少,yǒu bù shǎo,Have quite a lot,Tener bastante,Avoir pas mal,Ter bastante
