chinese,pinyin,english,spanish,french,portuguese
店,diàn,Store,Tienda,Magasin,Loja
商场,shāng chǎng,Shopping mall,Centro comercial,Centre commercial,Centro comercial
便宜,pián yi,Cheap,Barato,Pas cher,Barato
贵,guì,Expensive,Caro,Cher,Caro
打折,dǎ zhé,Discount,Descuento,Remise,Desconto
退货,tuì huò,Return,Devolver,Retour de marchandise,Devolução
换货,huàn huò,Exchange,Intercambio,Échange,Troca
挑选,tiāo xuǎn,Pick out,Elegir,Choisir,Escolher
试穿,shì chuān,Try on,Pruébalo,Essayez,Experimente
小票,xiǎo piào,Receipt,Recibo,Reçu,Recibo
促销,cù xiāo,Promotion,Promoción,Promotions,Promoção
特价,tè jià,Special offer,Oferta especial,Offre spéciale,Oferta especial
砍价,kǎn jià,Haggle,Regatear,Négocier le prix,Pechinchar
标价,biāo jià,Listed price,Precio marcado,Prix affiché,Preço marcado
选购,xuǎn gòu,Shopping,Compras,Achats,Compras
这家店,zhè jiā diàn,This store,Esta tienda,Ce magasin,Esta loja
去店里,qù diàn lǐ,Go to the store,Ir a la tienda,Aller au magasin,Vá até a loja
去商场,qù shāng chǎng,Go to the mall,Ir al centro comercial,Aller au centre commercial,Ir ao shopping
在商场,zài shāng chǎng,In the mall,En el centro comercial,Dans le centre commercial,No shopping
便宜点,pián yi diǎn,Cheaper,Más barato,Moins cher,Mais barato
很便宜,hěn pián yi,Very cheap,Muy barato,Très bon marché,Muito barato
太贵了,tài guì le,Too expensive,Demasiado caro,Trop cher,Muito caro
很贵,hěn guì,Very expensive,Muy caro,Très cher,Muito caro
打折了,dǎ zhé le,Discounted,Con descuento,À prix réduit,Com desconto
有打折,yǒu dǎ zhé,There is a discount,Hay un descuento,Il y a une réduction,Tem desconto
退货吧,tuì huò ba,Return it,Devuélvelo,Renvoyez-le,Devolva
可以退货,kě yǐ tuì huò,You can return it,Puedes devolverlo,Vous pouvez le retourner,Você pode devolvê-lo
换货吧,huàn huò ba,Exchange it,Cámbialo,Échangez-le,Troque
可以换货,kě yǐ huàn huò,You can exchange it,Puedes cambiarlo,Vous pouvez l'échanger,Você pode trocá-lo
挑选好,tiāo xuǎn hǎo,Choose well,Elige bien,Bien choisir,Escolha bem
慢慢挑选,màn màn tiāo xuǎn,Choose slowly,Elige despacio,Choisissez lentement,Escolha devagar
试穿下,shì chuān xià,Try it on,Pruébalo,Essayez-le sur,Experimente
可以试穿,kě yǐ shì chuān,You can try it on,Puedes probártelo,Vous pouvez l'essayer sur,Você pode experimentar
拿小票,ná xiǎo piào,Get a receipt,Obtener un recibo,Obtenez un reçu,Obter um recibo
给小票,gěi xiǎo piào,Give a receipt,Dar un recibo,Donner un reçu,Dê um recibo
促销中,cù xiāo zhōng,On promotion,En promoción,En promotion,Em promoção
搞促销,gǎo cù xiāo,Running a promotion,En promoción,En promotion,Em promoção
特价品,tè jià pǐn,Special offer,Oferta especial,Offre spéciale,Oferta especial
有特价,yǒu tè jià,There is a special offer,Hay una oferta especial,Il y a une offre spéciale,Há uma oferta especial
砍价吧,kǎn jià ba,Let’s bargain,Negociemos,Négocions,Vamos negociar
可以砍价,kě yǐ kǎn jià,You can bargain,Puedes negociar,Vous pouvez négocier,Você pode negociar
标价多少,biāo jià duō shǎo,What's the marked price?,¿Cuál es el precio marcado?,Quel est le prix affiché ?,Qual é o preço marcado?
看标价,kàn biāo jià,Look at the price,Mira el precio,Regardez le prix,Olha o preço
选购好,xuǎn gòu hǎo,Good shopping,Buenas compras,Bons achats,Boas compras
慢慢选购,màn màn xuǎn gòu,Buy slowly,Compra despacio,Achetez lentement,Compre devagar
