chinese,pinyin,english,spanish,french,portuguese
爱好,ài hào,Hobbies,Pasatiempos,Loisirs,Passatempos
阅读,yuè dú,Reading,Lectura,Lecture,Leitura
看书,kàn shū,Reading,Lectura,Lecture,Leitura
电影,diàn yǐng,Movies,Películas,Films,Filmes
音乐,yīn yuè,Music,Música,Musique,Música
旅游,lǚ yóu,Travel,Viajes,Voyage,Viajar
摄影,shè yǐng,Photography,Fotografía,Photographie,Fotografia
画画,huà huà,Painting,Pintura,Peinture,Pintura
唱歌,chàng gē,Singing,Cantar,Chanter,Cantando
跳舞,tiào wǔ,Dancing,Bailar,Danse,Dançando
爬山,pá shān,Mountain climbing,Escalada de montaña,Alpinisme,Alpinismo
钓鱼,diào yú,Fishing,Pesca,Pêche,Pesca
购物,gòu wù,Shopping,Compras,Achats,Compras
游戏,yóu xì,Games,Juegos,Jeux,Jogos
下棋,xià qí,Playing chess,Jugando al ajedrez,Jouer aux échecs,Jogando xadrez
烹饪,pēng rèn,Cooking,Cocinar,Cuisine,Cozinhando
园艺,yuán yì,Gardening,Jardinería,Jardinage,Jardinagem
我的爱好,wǒ de ài hào,My hobbies,Mis aficiones,Mes loisirs,Meus hobbies
有爱好,yǒu ài hào,Have hobbies,Tener pasatiempos,Avoir des passe-temps,Tenha hobbies
爱阅读,ài yuè dú,Love reading,Me encanta leer,J'adore lire,Adoro ler
喜欢阅读,xǐ huān yuè dú,Like reading,Me gusta leer,J'aime lire,Gosto de ler
爱看书,ài kàn shū,Love reading,Me encanta leer,J'adore lire,Adoro ler
喜欢看书,xǐ huān kàn shū,Like reading books,Me gusta leer libros,Comme lire des livres,Gosto de ler livros
看电影,kàn diàn yǐng,Watching movies,Ver películas,Regarder des films,Assistindo filmes
好电影,hǎo diàn yǐng,Good movies,Buenas películas,Bons films,Bons filmes
听音乐,tīng yīn yuè,Listening to music,Escuchar música,Écouter de la musique,Ouvir música
好音乐,hǎo yīn yuè,Good music,Buena música,Bonne musique,Música boa
去旅游,qù lǚ yóu,Go traveling,Ir de viaje,Partez en voyage,Vá viajar
爱旅游,ài lǚ yóu,Love traveling,Me encanta viajar,J'adore voyager,Adoro viajar
学摄影,xué shè yǐng,Learn photography,Aprende fotografía,Apprendre la photographie,Aprenda fotografia
爱摄影,ài shè yǐng,Love photography,Me encanta la fotografía,Aimer la photographie,Adoro fotografia
学画画,xué huà huà,Learn painting,Aprende pintura,Apprendre la peinture,Aprenda pintura
爱画画,ài huà huà,Love painting,Me encanta pintar,Aime peindre,Adoro pintar
去唱歌,qù chàng gē,Go singing,Ve a cantar,Allez chanter,Vá cantando
爱唱歌,ài chàng gē,Love singing,Me encanta cantar,J'adore chanter,Adoro cantar
去跳舞,qù tiào wǔ,Go dancing,Ir a bailar,Allez danser,Vá dançar
爱跳舞,ài tiào wǔ,Love dancing,Me encanta bailar,J'adore danser,Adoro dançar
去爬山,qù pá shān,Go mountain climbing,Ir a escalar montañas,Faire de l'alpinisme,Faça escalada
爱爬山,ài pá shān,Love mountain climbing,Me encanta escalar montañas,J'adore l'alpinisme,Adoro escalar montanhas
去钓鱼,qù diào yú,Go fishing,Ir a pescar,Aller à la pêche,Vá pescar
爱钓鱼,ài diào yú,Love fishing,Me encanta pescar,J’adore la pêche,Adoro pescar
去购物,qù gòu wù,Go shopping,Ir de compras,Faire du shopping,Ir às compras
爱购物,ài gòu wù,Love shopping,Me encanta ir de compras,J'adore faire du shopping,Adoro fazer compras
玩游戏,wán yóu xì,Play games,Jugar juegos,Jouer à des jeux,Jogue
打游戏,dǎ yóu xì,Play games,Jugar juegos,Jouer à des jeux,Jogue
下棋吧,xià qí ba,Play chess,Jugar al ajedrez,Jouer aux échecs,Jogue xadrez
爱下棋,ài xià qí,Love playing chess,Me encanta jugar al ajedrez,J'adore jouer aux échecs,Adoro jogar xadrez
学烹饪,xué pēng rèn,Learn cooking,Aprende a cocinar,Apprendre la cuisine,Aprenda a cozinhar
爱烹饪,ài pēng rèn,Love cooking,Me encanta cocinar,J'adore cuisiner,Adoro cozinhar
做园艺,zuò yuán yì,Gardening,Jardinería,Jardinage,Jardinagem
爱园艺,ài yuán yì,Love gardening,Me encanta la jardinería,J'adore le jardinage,Adoro jardinagem
