chinese,pinyin,english,spanish,french,portuguese
健康,jiàn kāng,Health,Salud,Santé,Saúde
生病,shēng bìng,Illness,Enfermedad,Maladie,Doença
感冒,gǎn mào,Cold,Frío,Froid,Frio
发烧,fā shāo,Fever,Fiebre,Fièvre,Febre
咳嗽,ké sòu,Cough,Tos,Toux,Tosse
头疼,tóu téng,Headache,Dolor de cabeza,Maux de tête,Dor de cabeça
肚子疼,dǔ zi téng,Stomachache,Dolor de estómago,Maux de ventre,Dor de estômago
受伤,shòu shāng,Injury,Lesión,Blessure,Lesão
流血,liú xiě,Bleeding,Sangrado,Saignement,Sangramento
康复,kāng fù,Recovery,Recuperación,Récupération,Recuperação
痊愈,quán yù,Recovery,Recuperación,Récupération,Recuperação
复诊,fù zhěn,Follow-up,Seguimiento,Suivi,Acompanhamento
住院,zhù yuàn,Hospitalization,Hospitalización,Hospitalisation,Hospitalização
出院,chū yuàn,Discharge,Alta,Décharge,Alta
养病,yǎng bìng,Recuperation,Recuperación,Récupération,Recuperação
身体健康,shēn tǐ jiàn kāng,Good health,Buena salud,Bonne santé,Muita saúde
很健康,hěn jiàn kāng,Very healthy,Muy saludable,Très sain,Muito saudável
生病了,shēng bìng le,Sick,Enfermo,Malade,Doente
容易生病,róng yì shēng bìng,Easily sick,Se enferma fácilmente,Facilement malade,Facilmente doente
感冒了,gǎn mào le,Cold,Frío,Froid,Frio
得感冒,dé gǎn mào,Getting a cold,Resfriarse,Attraper un rhume,Ficando resfriado
发烧了,fā shāo le,Fever,Fiebre,Fièvre,Febre
在发烧,zài fā shāo,Still having a fever,Todavía tengo fiebre,J'ai toujours de la fièvre,Ainda estou com febre
咳嗽了,ké sòu le,Coughing,Tos,Toux,Tosse
一直咳嗽,yì zhí ké sòu,Keep coughing,Sigue tosiendo,Continuez à tousser,Continue tossindo
头疼啊,tóu téng a,Headache,Dolor de cabeza,Maux de tête,Dor de cabeça
有点头疼,yǒu diǎn tóu téng,A little headache,Un pequeño dolor de cabeza,Un petit mal de tête,Um pouco de dor de cabeça
肚子疼啊,dǔ zi téng a,Stomach ache,Dolor de estómago,Maux de ventre,Dor de estômago
有点肚子疼,yǒu diǎn dǔ zi téng,A little stomach ache,Un pequeño dolor de estómago,Un petit mal de ventre,Um pouco de dor de estômago
受伤了,shòu shāng le,Injured,Heridos,Blessé,Ferido
不小心受伤,bù xiǎo xīn shòu shāng,Accidentally injured,Herido accidentalmente,Blessé accidentellement,Ferido acidentalmente
流血了,liú xiě le,Bleeding,Sangrado,Saignement,Sangramento
在流血,zài liú xiě,Bleeding,Sangrado,Saignement,Sangramento
快康复,kuài kāng fù,Recover soon,Recuperate pronto,Récupérez bientôt,Recupere logo
已康复,yǐ kāng fù,Recovered,Recuperado,Récupéré,Recuperado
快痊愈,kuài quán yù,Recover soon,Recuperate pronto,Récupérez bientôt,Recupere logo
已痊愈,yǐ quán yù,Recovered,Recuperado,Récupéré,Recuperado
去复诊,qù fù zhěn,Go for follow-up,Ir para seguimiento,Optez pour un suivi,Vá para acompanhamento
需要复诊,xū yào fù zhěn,Need follow-up,Necesita seguimiento,Besoin d'un suivi,Precisa de acompanhamento
住院了,zhù yuàn le,Hospitalized,Hospitalizado,Hospitalisé,Hospitalizado
要住院,yào zhù yuàn,Need to be hospitalized,Necesita ser hospitalizado,Besoin d'être hospitalisé,Precisa ser internado
出院了,chū yuàn le,Discharged,Dado de alta,Déchargé,Alta
可以出院,kě yǐ chū yuàn,Can be discharged,Puede ser dado de alta,Peut être déchargé,Pode receber alta
养病中,yǎng bìng zhōng,Recuperating,Recuperando,Récupération,Recuperando
好好养病,hǎo hǎo yǎng bìng,Recuperate well,Recuperarse bien,Bien récupérer,Recupere bem
