chinese,pinyin,english,spanish,french,portuguese
颜色,yán sè,Color,Color,Couleur,Cor
红色,hóng sè,Red,Rojo,Rouge,Vermelho
黄色,huáng sè,Yellow,Amarillo,Jaune,Amarelo
蓝色,lán sè,Blue,Azul,Bleu,Azul
绿色,lǜ sè,Green,Verde,Vert,Verde
白色,bái sè,White,Blanco,Blanc,Branco
黑色,hēi sè,Black,Negro,Noir,Preto
灰色,huī sè,Gray,Gris,Gris,Cinza
紫色,zǐ sè,Purple,Púrpura,Violet,Roxo
橙色,chéng sè,Orange,Naranja,Orange,Laranja
粉色,fěn sè,Pink,Rosa,Rose,Rosa
棕色,zōng sè,Brown,Marrón,Marron,Marrom
金色,jīn sè,Gold,Oro,Or,Ouro
银色,yín sè,Silver,Plata,Argent,Prata
亮,liàng,Bright,Brillante,Lumineux,Brilhante
暗,àn,Dark,Oscuro,Sombre,Escuro
鲜艳,xiān yàn,Vivid,Vivo,Vif,Vívido
暗淡,àn dàn,Dim,Apagado,Terne,Opaco
什么颜色,shén me yán sè,What color,De qué color,De quelle couleur,Que cor
颜色好看,yán sè hǎo kàn,Color is nice,El color es bonito,La couleur est belle,A cor é bonita
红色的花,hóng sè de huā,Red flower,Flor roja,Fleur rouge,Flor vermelha
红色喜庆,hóng sè xǐ qìng,Red is festive,Rojo festivo,Rouge festif,Vermelho festivo
黄色香蕉,huáng sè xiāng jiāo,Yellow banana,Plátano amarillo,Banane jaune,Banana amarela
黄色很亮,huáng sè hěn liàng,Yellow is bright,El amarillo es brillante,Le jaune est brillant,Amarelo é brilhante
蓝色天空,lán sè tiān kōng,Blue sky,Cielo azul,Ciel bleu,Céu azul
蓝色大海,lán sè dà hǎi,Blue sea,Mar azul,Mer bleue,Mar azul
绿色的树,lǜ sè de shù,Green trees,Árboles verdes,Arbres verts,Árvores verdes
绿色环保,lǜ sè huán bǎo,Eco-friendly,Protección ambiental verde,Protection de l'environnement vert,Proteção ambiental verde
白色的云,bái sè de yún,White clouds,Nubes blancas,Nuages blancs,Nuvens brancas
白色干净,bái sè gān jìng,White is clean,Blanco limpio,Blanc propre,Branco limpo
黑色的夜,hēi sè de yè,Black night,Noche negra,Nuit noire,Noite negra
穿黑色,chuān hēi sè,Wear black,Viste de negro,Portez du noir,Use preto
灰色的墙,huī sè de qiáng,Gray wall,Pared gris,Mur gris,Parede cinza
灰色天空,huī sè tiān kōng,Gray sky,Cielo gris,Ciel gris,Céu cinza
紫色的花,zǐ sè de huā,Purple flowers,Flores moradas,Fleurs violettes,Flores roxas
紫色浪漫,zǐ sè làng màn,Purple romance,Romance morado,Romance violette,Romance roxo
橙色橙子,chéng sè chéng zi,Orange orange,Naranja naranja,Orange orange,Laranja laranja
橙色温暖,chéng sè wēn nuǎn,Orange warmth,Calidez naranja,Chaleur orange,Calor laranja
粉色裙子,fěn sè qún zi,Pink skirt,Falda rosa,Jupe rose,Saia rosa
粉色可爱,fěn sè kě ài,Pink cute,Rosa lindo,Rose mignon,Rosa fofo
棕色的熊,zōng sè de xióng,Brown bear,Oso pardo,Ours brun,Urso Pardo
棕色头发,zōng sè tóu fà,Brown hair,Cabello Castaño,Cheveux bruns,Cabelo Castanho
金色阳光,jīn sè yáng guāng,Golden sunlight,Luz del sol dorada,Lumière du soleil dorée,Luz Solar Dourada
金色闪闪,jīn sè shǎn shǎn,Golden sparkle,Brillo dorado,Étincelle dorée,Brilho Dourado
银色月光,yín sè yuè guāng,Silver moonlight,Luz de luna plateada,Clair de lune argenté,Luar Prateado
银色闪亮,yín sè shǎn liàng,Silver shine,Brillo plateado,Brillance argentée,Brilho prateado
灯很亮,dēng hěn liàng,The light is bright,La luz es brillante,La lumière est vive,A luz está forte
天亮了,tiān liàng le,The sky is bright,El cielo está brillante,Le ciel est clair,O céu está claro
天很暗,tiān hěn àn,The sky is dark,El cielo está oscuro,Le ciel est sombre,O céu está escuro
光线暗,guāng xiàn àn,The light is dim,La luz es tenue,La lumière est faible,A luz está fraca
颜色鲜艳,yán sè xiān yàn,The color is bright,El color es brillante,La couleur est vive,A cor é brilhante
鲜艳夺目,xiān yàn duó mù,Bright and dazzling,Brillante y deslumbrante,Lumineux et éblouissant,Brilhante e deslumbrante
颜色暗淡,yán sè àn dàn,The color is dim,El color es tenue,La couleur est sombre,A cor está fraca
光线暗淡,guāng xiàn àn dàn,The light is dim,La luz es tenue,La lumière est faible,A luz está fraca
