chinese,pinyin,english,spanish,french,portuguese
政府,zhèng fǔ,Government,Gobierno,Gouvernement,Governo
国家,guó jiā,Country,País,Pays,País
社会,shè huì,Society,Sociedad,Société,Sociedade
公民,gōng mín,Citizen,Ciudadano,Citoyen,Cidadão
法律,fǎ lǜ,Law,Ley,Loi,Lei
法规,fǎ guī,Regulations,Reglamento,Règlements,Regulamentos
政策,zhèng cè,Policy,Política,Politique,Política
规定,guī dìng,Regulations,Reglamento,Règlements,Regulamentos
制度,zhì dù,System,Sistema,Système,Sistema
权利,quán lì,Rights,Derechos,Droits,Direitos
义务,yì wù,Obligations,Obligaciones,Obligations,Obrigações
经济,jīng jì,Economy,Economía,Économie,Economia
发展,fā zhǎn,Development,Desarrollo,Développement,Desenvolvimento
改革,gǎi gé,Reform,Reforma,Réforme,Reforma
民主,mín zhǔ,Democracy,Democracia,Démocratie,Democracia
自由,zì yóu,Freedom,Libertad,Liberté,Liberdade
政府部门,zhèng fǔ bù mén,Government department,Departamento del gobierno,Département gouvernemental,Departamento do governo
地方政府,dì fāng zhèng fǔ,Local government,Gobierno local,Gouvernement local,Governo local
国家大事,guó jiā dà shì,National affairs,Asuntos nacionales,Affaires nationales,Assuntos nacionais
爱国家,ài guó jiā,Love the country,Amar al país,Aimer le pays,Amar o país
社会问题,shè huì wèn tí,Social issues,Problemas sociales,Problèmes sociaux,Problemas sociais
服务社会,fú wù shè huì,Serve society,Servir a la sociedad,Servir la société,Servir a sociedade
公民权利,gōng mín quán lì,Civil rights,Derechos civiles,Droits civils,Direitos civis
好公民,hǎo gōng mín,Good citizen,Buen ciudadano,Bon citoyen,Bom cidadão
法律规定,fǎ lǜ guī dìng,Legal provisions,Disposiciones legales,Dispositions légales,Disposições legais
懂法律,dǒng fǎ lǜ,Understand the law,Entender la ley,Comprendre la loi,Entender a lei
法规要求,fǎ guī yāo qiú,Regulatory requirements,Requisitos reglamentarios,Exigences réglementaires,Requisitos regulamentares
遵守法规,zūn shǒu fǎ guī,Comply with regulations,Cumplir con regulaciones,Se conformer aux règles,Cumprir regulamentos
政策好,zhèng cè hǎo,Good policy,Buena política,Bonne politique,Boa política
新政策,xīn zhèng cè,New policy,Nueva política,Nouvelle politique,Nova política
规定是,guī dìng shì,The regulation is,La regulación es,Le règlement est,O regulamento é
按规定,àn guī dìng,According to regulations,Según las regulaciones,Selon les règlements,De acordo com os regulamentos
制度好,zhì dù hǎo,Good system,Buen sistema,Bon système,Bom sistema
建立制度,jiàn lì zhì dù,Establish system,Establecer sistema,Établir un système,Estabelecer sistema
有权利,yǒu quán lì,Have rights,Tener derechos,Avoir des droits,Ter direitos
维护权利,wéi hù quán lì,Protect rights,Proteger derechos,Protéger les droits,Proteger direitos
有义务,yǒu yì wù,Have obligations,Tener obligaciones,Avoir des obligations,Ter obrigações
尽义务,jìn yì wù,Fulfill obligations,Cumplir obligaciones,Remplir les obligations,Cumprir obrigações
经济发展,jīng jì fā zhǎn,Economic development,Desarrollo económico,Développement économique,Desenvolvimento econômico
搞经济,gǎo jīng jì,Engage in economy,Hacer economía,Faire de l'économie,Fazer economia
发展好,fā zhǎn hǎo,Develop well,Desarrollar bien,Bien développer,Desenvolver bem
促进发展,cù jìn fā zhǎn,Promote development,Promover desarrollo,Promouvoir le développement,Promover desenvolvimento
改革开放,gǎi gé kāi fàng,Reform and opening,Reforma y apertura,Réforme et ouverture,Reforma e abertura
深化改革,shēn huà gǎi gé,Deepen reform,Profundizar la reforma,Approfondir la réforme,Aprofundar a reforma
民主选举,mín zhǔ xuǎn jǔ,Democratic election,Elección democrática,Élection démocratique,Eleição democrática
讲民主,jiǎng mín zhǔ,Talk about democracy,Hablar de democracia,Parler de démocratie,Falar sobre democracia
自由平等,zì yóu píng děng,Freedom and equality,Libertad e igualdad,Liberté et égalité,Liberdade e igualdade
追求自由,zhuī qiú zì yóu,Pursue freedom,Perseguir la libertad,Poursuivre la liberté,Buscar liberdade
