chinese,pinyin,english,spanish,french,portuguese
天空,tiān kōng,Sky,Cielo,Ciel,Céu
太阳,tài yáng,Sun,Sol,Soleil,Sol
月亮,yuè liàng,Moon,Luna,Lune,Lua
星星,xīng xīng,Stars,Estrellas,Étoiles,Estrelas
云,yún,Clouds,Nubes,Nuages,Nuvens
山,shān,Mountains,Montañas,Montagnes,Montanhas
河,hé,River,Río,Rivière,Rio
湖,hú,Lake,Lago,Lac,Lago
海,hǎi,Sea,Mar,Mer,Mar
树,shù,Trees,Árboles,Arbres,Árvores
花,huā,Flowers,Flores,Fleurs,Flores
草,cǎo,Grass,Hierba,Herbe,Grama
石头,shí tou,Stones,Piedras,Pierres,Pedras
森林,sēn lín,Forest,Bosque,Forêt,Floresta
空气,kōng qì,Air,Aire,Air,Ar
环境,huán jìng,Environment,Medio ambiente,Environnement,Meio ambiente
自然,zì rán,Nature,Naturaleza,Nature,Natureza
植物,zhí wù,Plants,Plantas,Plantes,Plantas
看天空,kàn tiān kōng,Look at the sky,Mira al cielo,Regarde le ciel,Olhe para o céu
蓝天空,lán tiān kōng,Blue sky,Cielo azul,Ciel bleu,Céu azul
太阳出来了,tài yáng chū lái le,The sun is out,El sol ha salido,Le soleil est sorti,O sol apareceu
晒太阳,shài tài yáng,Basking in the sun,Tomar el sol,Se prélasser au soleil,Tomar sol
月亮圆,yuè liàng yuán,The moon is round,La luna es redonda,La lune est ronde,A lua é redonda
看月亮,kàn yuè liàng,Look at the moon,Mira la luna,Regardez la lune,Olha a lua
星星亮,xīng xīng liàng,The stars are bright,Las estrellas son brillantes,Les étoiles sont brillantes,As estrelas estão brilhantes
数星星,shù xīng xīng,Count the stars,Cuenta las estrellas,Comptez les étoiles,Conte as estrelas
白云,bái yún,White clouds,Nubes blancas,Nuages blancs,Nuvens brancas
看云,kàn yún,Look at the clouds,Mira las nubes,Regardez les nuages,Olhe as nuvens
大山,dà shān,Big mountains,Grandes montañas,Grandes montagnes,Grandes montanhas
登山,dēng shān,Mountain climbing,Escalada de montaña,Alpinisme,Alpinismo
大河,dà hé,Big river,Grandes ríos,Grandes rivières,Grandes rios
过河,guò hé,Cross the river,Cruzar el río,Traverser la rivière,Atravessar o rio
大湖,dà hú,Big lake,Grandes lagos,Grands lacs,Grandes lagos
游湖,yóu hú,Tour the lake,Recorrer el lago,Visiter le lac,Passeie pelo lago
大海,dà hǎi,Big sea,Mar grande,Grande mer,Mar grande
看海,kàn hǎi,Look at the sea,Mira el mar,Regarde la mer,Olhe o mar
大树,dà shù,Big tree,Árbol grande,Grand arbre,Árvore grande
种树,zhòng shù,Plant trees,Plantar árboles,Planter des arbres,Plantar árvores
红花,hóng huā,Red flowers,Flores rojas,Fleurs rouges,Flores vermelhas
看花,kàn huā,Look at flowers,Mira las flores,Regardez les fleurs,Olhe as flores
绿草,lǜ cǎo,Green grass,Hierba verde,Herbe verte,Grama verde
割草,gē cǎo,Mow the grass,Cortar el césped,Tondre la pelouse,Cortar a grama
大石头,dà shí tou,Big stones,Piedras grandes,Grosses pierres,Pedras grandes
搬石头,bān shí tou,Move stones,Mover piedras,Déplacer des pierres,Mover pedras
大森林,dà sēn lín,Big forest,Bosque grande,Grande forêt,Floresta grande
进森林,jìn sēn lín,Enter the forest,Entrar al bosque,Entrer dans la forêt,Entrar na floresta
空气好,kōng qì hǎo,Good air,Aire bueno,Bon air,Ar bom
呼吸空气,hū xī kōng qì,Breathe the air,Respirar el aire,Respirer l'air,Respirar o ar
环境好,huán jìng hǎo,Good environment,Buen ambiente,Bon environnement,Bom ambiente
保护环境,bǎo hù huán jìng,Protect the environment,Proteger el medio ambiente,Protéger l'environnement,Proteger o meio ambiente
大自然,dà zì rán,Mother nature,Madre naturaleza,Mère nature,Mãe natureza
爱自然,ài zì rán,Love nature,Amar la naturaleza,Aimer la nature,Amar a natureza
绿植物,lǜ zhí wù,Green plants,Plantas verdes,Plantes vertes,Plantas verdes
种植物,zhòng zhí wù,Plant plants,Plantar plantas,Planter des plantes,Plantar plantas
