chinese,pinyin,english,spanish,french,portuguese
我,wǒ,I,yo,je,eu
你,nǐ,you,tú,tu,você
您,nín,you (formal),usted,vous,o senhor
他,tā,he,él,il,ele
她,tā,she,ella,elle,ela
它,tā,it,eso,il,ele
我们,wǒ men,we,nosotros,nous,nós
你们,nǐ men,you,ustedes,vous,vocês
他们,tā men,they,ellos,ils,eles
她们,tā men,they,ellas,elles,eles
咱们,zán men,we,nosotros,nous,nós
自己,zì jǐ,oneself,uno mismo,soi-même,si mesmo
别人,bié rén,other people,otras personas,d'autres personnes,outras pessoas
人家,rén jiā,people,gente,personnes,pessoas
大家,dà jiā,Everyone,Todos,Tout le monde,Todos
每个人,měi gè rén,everyone,todos,tout le monde,todos
某人,mǒu rén,someone,alguien,quelqu'un,alguém
我来了,wǒ lái le,I am coming,Vengo,J'arrive,Eu estou vindo
我愿意,wǒ yuàn yì,I'm willing,estoy dispuesto,Je veux bien,Eu estou disposto
你真棒,nǐ zhēn bàng,you are awesome,eres increíble,vous êtes génial,você é incrível
你来吗,nǐ lái ma,are you coming,¿vienes?,tu viens,você vem?
请问您,qǐng wèn nín,may i ask you,¿Puedo preguntarle?,puis-je vous demander,Posso lhe perguntar?
麻烦您,má fán nín,Excuse me,Disculpe,Excusez-moi,Com licença
他说的,tā shuō de,what he said,lo que dijo,ce qu'il a dit,o que ele disse
找他去,zhǎo tā qù,go to him,ve con el,va vers lui,vá até ele
她很漂亮,tā hěn piào liàng,she is beautiful,ella es hermosa,elle est belle,ela é linda
认识她,rèn shí tā,know her,conocerla,je la connais,conheço ela
它坏了,tā huài le,it's broken,está roto,c'est cassé,está quebrado
喂它吃,wèi tā chī,feed it,alimentarlo,nourrissez-le,alimente-o
我们一起,wǒ men yì qǐ,let's do it together,hagámoslo juntos,faisons-le ensemble,vamos juntos
我们的家,wǒ men de jiā,our home,nuestra casa,notre maison,nossa casa
你们先走,nǐ men xiān zǒu,You go first,vayan primero,Passez en premier,Vocês vão primeiro
你们辛苦了,nǐ men xīn kǔ le,Thank you for your hard work,Gracias por su esfuerzo,Merci pour votre travail acharné,Obrigado pelo trabalho de vocês
他们很好,tā men hěn hǎo,they are good,son buenos,ils sont bons,eles são bons
邀请他们,yāo qǐng tā men,invite them,invítalos,invite-les,convide-os
她们都来了,tā men dōu lái le,They are all here,están todos aquí,Ils sont tous là,Eles estão todos aqui
等她们,děng tā men,Wait for them,esperen a ellas,Attendez-les,Esperem por elas
咱们走吧,zán men zǒu ba,let's go,vamos,allons-y,vamos
咱们的事,zán men de shì,our business,nuestro negocio,notre entreprise,nosso negócio
相信自己,xiāng xìn zì jǐ,believe in yourself,creer en ti mismo,croyez en vous,acredite em si mesmo
靠自己,kào zì jǐ,Rely on yourself,Confía en ti mismo,Comptez sur vous-même,Confie em você mesmo
尊重别人,zūn zhòng bié rén,respect others,respetar a los demás,respecter les autres,respeite os outros
帮助别人,bāng zhù bié rén,help others,ayudar a otros,aider les autres,ajude os outros
人家不愿意,rén jiā bù yuàn yì,People don't want to,La gente no quiere,Les gens ne veulent pas,As pessoas não querem
学学人家,xué xué rén jiā,Learn from others,Aprende de los demás,Apprendre des autres,Aprenda com os outros
大家好,dà jiā hǎo,Hello everyone,Hola a todos,Bonjour à tous,Olá pessoal
大家一起,dà jiā yì qǐ,everyone together,todos juntos,tout le monde ensemble,todos juntos
每个人都有,měi gè rén dōu yǒu,everyone has,todos tienen,tout le monde a,todo mundo tem
尊重每个人,zūn zhòng měi gè rén,respect everyone,respetar a todos,respecte tout le monde,respeite a todos
某人曾说,mǒu rén céng shuō,someone once said,alguien dijo una vez,quelqu'un a dit un jour,alguém disse uma vez
打听某人,dǎ tīng mǒu rén,inquire about someone,preguntar sobre alguien,se renseigner sur quelqu'un,perguntar sobre alguém
