chinese,pinyin,english,spanish,french,portuguese
这,zhè,this,este,ce,esse
那,nà,That,Eso,Que,Que
这个,zhè ge,this,este,ce,esse
那个,nà ge,that,eso,que,que
这些,zhè xiē,These,Estos,Ces,Esses
那些,nà xiē,Those ones,Aquellos,Ceux-là,Aqueles
这里,zhè lǐ,here,aquí,ici,aqui
那里,nà lǐ,There,Allá,Là,Lá
这儿,zhè ér,here,aquí,ici,aqui
那儿,nà ér,there,allá,là,lá
这样,zhè yàng,so,entonces,donc,então
那样,nà yàng,That way,De esa manera,De cette façon,Dessa forma
这种,zhè zhǒng,This kind of,este tipo de,Ce genre de,Esse tipo de
那种,nà zhǒng,That kind,ese tipo,Ce genre,Esse tipo
这边,zhè biān,This way,Por aquí,Par ici,Por aqui
那边,nà biān,there,allá,là,lá
此,cǐ,this,este,ce,esse
彼,bǐ,that,aquel,celui-là,aquele
这是,zhè shì,This is,Esto es,C'est,Isso é
就这,jiù zhè,That's it,Eso es todo,C'est ça,É isso
那是,nà shì,that is,eso es,c'est,aquilo é
就那,jiù nà,That's it,Eso es todo,C'est ça,É isso
这个好,zhè ge hǎo,This is good,esto es bueno,C'est bien,Isso é bom
买这个,mǎi zhè ge,buy this,compra esto,achète ça,compre isso
那个好,nà ge hǎo,That's good,Eso es bueno,C'est bien,Isso é bom
要那个,yào nà ge,Want that,quiero eso,Je veux ça,Quero isso
这些人,zhè xiē rén,these people,estas personas,ces gens,essas pessoas
买这些,mǎi zhè xiē,buy these,compra estos,achète-les,compre estes
那些书,nà xiē shū,those books,esos libros,ces livres,aqueles livros
拿那些,ná nà xiē,take those,toma esos,prends ceux,pegue aqueles
这里好,zhè lǐ hǎo,Good here,Bien aquí,Bien ici,Bom aqui
在这里,zài zhè lǐ,here,aquí,ici,aqui
那里远,nà lǐ yuǎn,That's far there,eso es muy lejos,C'est loin là,Isso é longe
去那里,qù nà lǐ,go there,ve allí,vas-y,vá lá
这儿好,zhè ér hǎo,Good here,Bien aquí,Bien ici,Bom aqui
来这儿,lái zhè ér,come here,ven aquí,venez ici,venha aqui
那儿远,nà ér yuǎn,That's far,eso esta lejos,C'est loin,Isso é longe
去那儿,qù nà ér,go there,ve allí,vas-y,vá lá
这样做,zhè yàng zuò,do this,haz esto,fais ça,faça isso
就这样,jiù zhè yàng,that's all,eso es todo,c'est tout,isso é tudo
那样说,nà yàng shuō,say that,di eso,dis ça,diga isso
像那样,xiàng nà yàng,like that,así,comme ça,assim
这种人,zhè zhǒng rén,This kind of person,este tipo de persona,Ce genre de personne,Esse tipo de pessoa
是这种,shì zhè zhǒng,It's this kind,es de este tipo,C'est ce genre,É desse tipo
那种书,nà zhǒng shū,that kind of book,ese tipo de libro,ce genre de livre,esse tipo de livro
买那种,mǎi nà zhǒng,Buy that kind,comprar ese tipo,Achetez ce genre,Compre esse tipo
这边走,zhè biān zǒu,This way,Por aquí,Par ici,Por aqui
往这边,wǎng zhè biān,this way,Por aquí,Par ici,Por aqui
那边看,nà biān kàn,Look over there,mira hacia allá,Regarde là-bas,Olhe ali
去那边,qù nà biān,go over there,ve allí,va là-bas,vá até lá
此番,cǐ fān,this time,esta vez,cette fois,desta vez
就此,jiù cǐ,That's it,Eso es todo,C'est ça,É isso
彼此,bǐ cǐ,each other,entre sí,l'un l'autre,uns aos outros
知彼,zhī bǐ,know the enemy,conocer al enemigo,connaître l'ennemi,conhecer o inimigo
