chinese,pinyin,english,spanish,french,portuguese
零,líng,zero,cero,zéro,zero
一,yī,one,uno,un,um
二,èr,two,dos,deux,dois
两,liǎng,two,dos,deux,dois
三,sān,three,tres,trois,três
四,sì,four,cuatro,quatre,quatro
五,wǔ,five,cinco,cinq,cinco
六,liù,six,seis,six,seis
七,qī,seven,siete,sept,sete
八,bā,eight,ocho,huit,oito
九,jiǔ,nine,nueve,neuf,nove
十,shí,ten,diez,dix,dez
第,dì,(ordinal),(ordinal),(ordinal),(ordinal)
首,shǒu,first,primero,premier,primeiro
末,mò,end,final,fin,fim
整,zhěng,whole,entero,entier,inteiro
从零开始,cóng líng kāi shǐ,start from scratch,empezar desde cero,partir de zéro,começar do zero
零食,líng shí,snacks,bocadillos,collations,lanches
一模一样,yī mú yī yàng,exactly the same,exactamente igual,exactement pareil,exatamente igual
统一,tǒng yī,unify,unificar,unifier,unificar
二话不说,èr huà bù shuō,without hesitation,sin dudarlo,sans hésiter,sem hesitar
第二天,dì èr tiān,the next day,el día siguiente,le lendemain,no dia seguinte
两全其美,liǎng quán qí měi,best of both worlds,lo mejor de ambos mundos,le meilleur des deux mondes,o melhor dos dois mundos
三言两语,sān yán liǎng yǔ,a few words,unas pocas palabras,quelques mots,algumas palavras
三思而行,sān sī ér xíng,think before you act,piensa antes de actuar,réfléchis avant d'agir,pense antes de agir
三番五次,sān fān wǔ cì,over and over again,una y otra vez,encore et encore,repetidamente
四季如春,sì jì rú chūn,all seasons like spring,todas las estaciones como primavera,toutes saisons comme printemps,todas as estações como primavera
四面八方,sì miàn bā fāng,in all directions,en todas direcciones,dans toutes les directions,em todas as direções
五颜六色,wǔ yán liù sè,colorful,colorido,coloré,colorido
五湖四海,wǔ hú sì hǎi,all over the world,en todo el mundo,partout dans le monde,em todo o mundo
六一儿童节,liù yī ér tóng jié,Children's Day,Día del Niño,Fête des Enfants,Dia das Crianças
六点半,liù diǎn bàn,half past six,seis y media,six heures et demie,seis e meia
乱七八糟,luàn qī bā zāo,a mess,un desorden,un désordre,uma bagunça
七上八下,qī shàng bā xià,nervous,nervioso,nerveux,nervoso
八成把握,bā chéng bǎ wò,80% sure,80% seguro,80% sûr,80% de certeza
八点钟,bā diǎn zhōng,eight o'clock,las ocho,huit heures,oito horas
九牛一毛,jiǔ niú yì máo,a drop in the bucket,una gota en el océano,une goutte dans l'océan,uma gota no oceano
九死一生,jiǔ sǐ yì shēng,narrow escape,escapada por los pelos,échappée belle,escapada por pouco
十全十美,shí quán shí měi,perfect,perfecto,parfait,perfeito
十拿九稳,shí ná jiǔ wěn,almost certain,casi seguro,presque certain,quase certo
第几,dì jǐ,which number,qué número,quel numéro,qual número
排第,pái dì,ranked,clasificado,classé,classificado
首席,shǒu xí,chief,jefe,chef,chefe
首要,shǒu yào,primary,primario,primaire,primário
末尾,mò wěi,end,final,fin,fim
末期,mò qī,final stage,etapa final,phase finale,fase final
整齐,zhěng qí,neat,ordenado,ordonné,arrumado
整合,zhěng hé,integrate,integrar,intégrer,integrar
