chinese,pinyin,english,spanish,french,portuguese
邀请,yāo qǐng,Invite,Invitar,Inviter,Convidar
请客,qǐng kè,Treat someone,Invitar,Offrir,Oferecer
做客,zuò kè,Be a guest,Ser invitado,Être invité,Ser convidado
一起,yì qǐ,Together,Juntos,Ensemble,Juntos
参加,cān jiā,Participate,Participar,Participer,Participar
出席,chū xí,Attend,Asistir,Assister,Comparecer
接受,jiē shòu,Accept,Aceptar,Accepter,Aceitar
答应,dā yìng,Agree,Aceptar,Accepter,Aceitar
拒绝,jù jué,Refuse,Rechazar,Refuser,Recusar
婉拒,wǎn jù,Decline politely,Rechazar cortésmente,Refuser poliment,Recusar educadamente
改天,gǎi tiān,Another day,Otro día,Un autre jour,Outro dia
下次,xià cì,Next time,La próxima vez,La prochaine fois,Da próxima vez
感谢,gǎn xiè,Thank you,Gracias,Merci,Obrigado
客气,kè qì,Polite,Cortés,Poli,Educado
不好意思,bù hǎo yì sī,Excuse me,Lo siento,Excusez-moi,Com licença
款待,kuǎn dài,Hospitality,Hospitalidad,Hospitalité,Hospitalidade
招待,zhāo dài,Entertain,Atender,Recevoir,Receber
盛情,shèng qíng,Warm hospitality,Generosa hospitalidad,Hospitalité chaleureuse,Hospitalidade calorosa
邀请你,yāo qǐng nǐ,Invite you,Invitarte,T'inviter,Convidar você
收到邀请,shōu dào yāo qǐng,Receive an invitation,Recibir una invitación,Recevoir une invitation,Receber um convite
我请客,wǒ qǐng kè,My treat,Yo invito,C'est moi qui offre,Eu pago
谁请客,shuí qǐng kè,Who's treating,Quién invita,Qui offre,Quem paga
来做客,lái zuò kè,Come visit,Ven de visita,Viens nous voir,Venha visitar
欢迎做客,huān yíng zuò kè,Welcome to visit,Bienvenido a visitarnos,Bienvenue chez nous,Bem-vindo para visitar
一起去,yì qǐ qù,Go together,Ir juntos,Y aller ensemble,Ir juntos
一起吃,yì qǐ chī,Eat together,Comer juntos,Manger ensemble,Comer juntos
参加活动,cān jiā huó dòng,Join an activity,Participar en una actividad,Participer à une activité,Participar de uma atividade
来参加,lái cān jiā,Come to participate,Ven a participar,Viens participer,Venha participar
出席会议,chū xí huì yì,Attend a meeting,Asistir a una reunión,Assister à une réunion,Participar de uma reunião
来出席,lái chū xí,Come to attend,Ven a asistir,Viens assister,Venha comparecer
接受邀请,jiē shòu yāo qǐng,Accept the invitation,Aceptar la invitación,Accepter l'invitation,Aceitar o convite
愿意接受,yuàn yì jiē shòu,Willing to accept,Dispuesto a aceptar,Prêt à accepter,Disposto a aceitar
答应你,dā yìng nǐ,Agree with you,Acepto,J'accepte,Eu aceito
已答应,yǐ dā yìng,Already agreed,Ya acepté,Déjà accepté,Já aceitei
拒绝了,jù jué le,Rejected,Rechazado,Refusé,Recusado
被拒绝,bèi jù jué,Was rejected,Fue rechazado,A été refusé,Foi recusado
婉拒了,wǎn jù le,Declined politely,Rechazó cortésmente,A refusé poliment,Recusou educadamente
只好婉拒,zhǐ hǎo wǎn jù,Had to decline,Tuve que rechazar,J'ai dû refuser,Tive que recusar
改天吧,gǎi tiān ba,Another day then,Otro día entonces,Un autre jour alors,Outro dia então
等改天,děng gǎi tiān,Wait for another day,Espera otro día,Attends un autre jour,Espera por outro dia
下次吧,xià cì ba,Next time then,La próxima vez entonces,La prochaine fois alors,Da próxima vez então
等下次,děng xià cì,Wait until next time,Espera hasta la próxima,Attends la prochaine fois,Espera até a próxima
感谢你,gǎn xiè nǐ,Thank you,Gracias,Merci,Obrigado
深表感谢,shēn biǎo gǎn xiè,Deeply grateful,Profundamente agradecido,Profondément reconnaissant,Profundamente grato
太客气,tài kè qì,Too kind,Demasiado amable,Trop aimable,Muito gentil
别客气,bié kè qì,You're welcome,De nada,De rien,De nada
不好意思啊,bù hǎo yì sī a,I'm sorry,Lo siento,Je suis désolé,Me desculpe
真不好意思,zhēn bù hǎo yì sī,I'm really sorry,Lo siento mucho,Je suis vraiment désolé,Sinto muito mesmo
款待你,kuǎn dài nǐ,Treat you well,Atenderte bien,Bien te recevoir,Recebê-lo bem
感谢款待,gǎn xiè kuǎn dài,Thanks for the hospitality,Gracias por la hospitalidad,Merci pour l'hospitalité,Obrigado pela hospitalidade
招待你,zhāo dài nǐ,Entertain you,Entretenerte,Te divertir,Entreter você
感谢招待,gǎn xiè zhāo dài,Thanks for hosting,Gracias por atender,Merci pour l'accueil,Obrigado por receber
盛情难却,shèng qíng nán què,Hard to refuse such kindness,Difícil rechazar tanta amabilidad,Difficile de refuser tant de gentillesse,Difícil recusar tanta gentileza
感谢盛情,gǎn xiè shèng qíng,Thanks for the kindness,Gracias por la amabilidad,Merci pour la gentillesse,Obrigado pela gentileza
