chinese,pinyin,english,spanish,french,portuguese
同事,tóng shì,Colleagues,Colegas,Collègues,Colegas
老板,lǎo bǎn,Boss,Jefe,Patron,Chefe
员工,yuán gōng,Employees,Empleados,Employés,Funcionários
会议,huì yì,Meeting,Reunión,Réunion,Reunião
工资,gōng zī,Salary,Salario,Salaire,Salário
加班,jiā bān,Overtime,Horas extras,Heures supplémentaires,Horas extras
请假,qǐng jià,Ask for leave,Pedir permiso,Demander un congé,Pedir licença
休假,xiū jià,Vacation,Vacaciones,Vacances,Férias
打卡,dǎ kǎ,Clock in,Fichar,Pointer,Bater ponto
出差,chū chāi,Business trip,Viaje de negocios,Voyage d'affaires,Viagem de negócios
开会,kāi huì,Have a meeting,Tener una reunión,Avoir une réunion,Ter uma reunião
汇报,huì bào,Report,Informar,Faire un rapport,Relatar
项目,xiàng mù,Project,Proyecto,Projet,Projeto
报销,bào xiāo,Reimbursement,Reembolso,Remboursement,Reembolso
绩效,jì xiào,Performance,Rendimiento,Performance,Desempenho
考核,kǎo hé,Assessment,Evaluación,Évaluation,Avaliação
好同事,hǎo tóng shì,Good colleague,Buen colega,Bon collègue,Bom colega
我同事,wǒ tóng shì,My colleague,Mi colega,Mon collègue,Meu colega
大老板,dà lǎo bǎn,Big boss,Gran jefe,Grand patron,Grande chefe
我老板,wǒ lǎo bǎn,My boss,Mi jefe,Mon patron,Meu chefe
好员工,hǎo yuán gōng,Good employee,Buen empleado,Bon employé,Bom funcionário
新员工,xīn yuán gōng,New employee,Nuevo empleado,Nouvel employé,Novo funcionário
开会议,kāi huì yì,Hold a meeting,Celebrar una reunión,Tenir une réunion,Realizar uma reunião
参加会议,cān jiā huì yì,Attend a meeting,Asistir a una reunión,Assister à une réunion,Participar de uma reunião
发工资,fā gōng zī,Pay salary,Pagar salario,Payer le salaire,Pagar salário
涨工资,zhǎng gōng zī,Get a raise,Obtener un aumento,Obtenir une augmentation,Receber um aumento
要加班,yào jiā bān,Need to work overtime,Necesitar trabajar horas extras,Devoir faire des heures supplémentaires,Precisar fazer horas extras
在加班,zài jiā bān,Working overtime,Trabajando horas extras,En train de faire des heures supplémentaires,Fazendo horas extras
请假条,qǐng jià tiáo,Leave application,Solicitud de permiso,Demande de congé,Pedido de licença
要请假,yào qǐng jià,Need to take leave,Necesitar pedir permiso,Devoir demander un congé,Precisar pedir licença
休假了,xiū jià le,On vacation,De vacaciones,En vacances,De férias
去休假,qù xiū jià,Go on vacation,Ir de vacaciones,Partir en vacances,Ir de férias
打卡机,dǎ kǎ jī,Time clock,Reloj de fichar,Pointeuse,Relógio de ponto
去打卡,qù dǎ kǎ,Go clock in,Ir a fichar,Aller pointer,Ir bater ponto
出差了,chū chāi le,On a business trip,En viaje de negocios,En voyage d'affaires,Em viagem de negócios
要出差,yào chū chāi,Need to go on business trip,Necesitar ir de viaje de negocios,Devoir partir en voyage d'affaires,Precisar ir em viagem de negócios
开会中,kāi huì zhōng,In a meeting,En una reunión,En réunion,Em uma reunião
准备开会,zhǔn bèi kāi huì,Preparing for a meeting,Preparando una reunión,Préparer une réunion,Preparando uma reunião
做汇报,zuò huì bào,Give a report,Dar un informe,Faire un rapport,Fazer um relatório
听汇报,tīng huì bào,Listen to a report,Escuchar un informe,Écouter un rapport,Ouvir um relatório
新项目,xīn xiàng mù,New project,Nuevo proyecto,Nouveau projet,Novo projeto
做项目,zuò xiàng mù,Work on a project,Trabajar en un proyecto,Travailler sur un projet,Trabalhar em um projeto
去报销,qù bào xiāo,Go for reimbursement,Ir a reembolsar,Aller se faire rembourser,Ir para reembolso
要报销,yào bào xiāo,Need reimbursement,Necesitar reembolso,Avoir besoin d'un remboursement,Precisar de reembolso
看绩效,kàn jì xiào,Check performance,Revisar el rendimiento,Vérifier les performances,Verificar desempenho
提绩效,tí jì xiào,Improve performance,Mejorar el rendimiento,Améliorer les performances,Melhorar o desempenho
做考核,zuò kǎo hé,Do an assessment,Hacer una evaluación,Faire une évaluation,Fazer uma avaliação
参加考核,cān jiā kǎo hé,Participate in assessment,Participar en evaluación,Participer à l'évaluation,Participar da avaliação
