chinese,pinyin,english,spanish,french,portuguese
月,yuè,Month,Mes,Mois,Mês
一月,yí yuè,January,enero,janvier,Janeiro
二月,èr yuè,February,febrero,février,Fevereiro
三月,sān yuè,March,marzo,mars,Março
四月,sì yuè,April,abril,avril,Abril
五月,wǔ yuè,May,mayo,mai,Maio
六月,liù yuè,June,junio,juin,Junho
七月,qī yuè,July,julio,juillet,Julho
八月,bā yuè,August,agosto,août,Agosto
九月,jiǔ yuè,September,septiembre,septembre,Setembro
十月,shí yuè,October,octubre,octobre,Outubro
十一月,shí yī yuè,November,noviembre,novembre,Novembro
十二月,shí èr yuè,December,diciembre,décembre,Dezembro
春天,chūn tiān,Spring,Primavera,Printemps,Primavera
夏天,xià tiān,Summer,Verano,Été,Verão
秋天,qiū tiān,Autumn,Otoño,Automne,Outono
冬天,dōng tiān,Winter,Invierno,Hiver,Inverno
季节,jì jié,Season,Estación,Saison,Estação
这个月,zhè ge yuè,This month,Este mes,Ce mois-ci,Este mês
月底,yuè dǐ,End of the month,Fin de mes,Fin du mois,Fim do mês
一月很冷,yí yuè hěn lěng,January is cold,Enero es frío,Janvier est froid,Janeiro está frio
一月放假,yí yuè fàng jià,January holiday,Vacaciones de enero,Vacances de janvier,Feriado de janeiro
二月过年,èr yuè guò nián,Celebrate Chinese New Year in February,Celebrar el Año Nuevo Chino en febrero,Célébrer le Nouvel An chinois en février,Comemorar o Ano Novo Chinês em fevereiro
二月最短,èr yuè zuì duǎn,February is the shortest,Febrero es el más corto,Février est le mois le plus court,Fevereiro é o mais curto
三月开学,sān yuè kāi xué,School starts in March,Las clases empiezan en marzo,L'école commence en mars,As aulas começam em março
三月植树,sān yuè zhí shù,Tree planting in March,Plantación de árboles en marzo,Plantation d'arbres en mars,Plantação de árvores em março
四月清明,sì yuè qīng míng,Qingming Festival in April,Festival Qingming en abril,Festival de Qingming en avril,Festival Qingming em abril
四月踏青,sì yuè tà qīng,Spring outing in April,Paseo primaveral en abril,Sortie printanière en avril,Passeio de primavera em abril
五月天气好,wǔ yuè tiān qì hǎo,Good weather in May,Buen tiempo en mayo,Beau temps en mai,Bom tempo em Maio
五月花开,wǔ yuè huā kāi,Flowers bloom in May,Las flores florecen en mayo,Les fleurs fleurissent en mai,As flores desabrocham em maio
六月毕业,liù yuè bì yè,June graduation,Graduación de junio,Remise des diplômes de juin,Formatura de junho
六月高考,liù yuè gāo kǎo,June college entrance examination,Examen de ingreso universitario en junio,Examen d'entrée à l'université en juin,Vestibular em junho
七月暑假,qī yuè shǔ jià,Summer vacation in July,Vacaciones de verano en julio,Vacances d'été en juillet,Férias de verão em julho
七月最热,qī yuè zuì rè,July is the hottest,Julio es el más caluroso,Juillet est le plus chaud,Julho é o mais quente
八月立秋,bā yuè lì qiū,Autumn begins in August,El otoño comienza en agosto,L'automne commence en août,O outono começa em agosto
八月很热,bā yuè hěn rè,August is very hot,Agosto es muy caluroso,Août est très chaud,Agosto é muito quente
九月开学,jiǔ yuè kāi xué,School starts in September,Las clases empiezan en septiembre,Les cours commencent en septembre,As aulas começam em setembro
九月教师节,jiǔ yuè jiào shī jié,September Teacher's Day,Día del maestro en septiembre,Fête des enseignants en septembre,Dia do professor em setembro
十月国庆,shí yuè guó qìng,National Day in October,Día Nacional en octubre,Fête nationale en octobre,Dia nacional em outubro
十月金秋,shí yuè jīn qiū,Golden autumn in October,Otoño dorado en octubre,Automne doré en octobre,Outono dourado em outubro
十一月入冬,shí yī yuè rù dōng,Winter begins in November,En noviembre llega el invierno,En novembre on entre dans l'hiver,Em novembro começa o inverno
十一月变冷,shí yī yuè biàn lěng,November gets cold,Noviembre se pone frío,Novembre devient froid,Novembro fica frio
十二月最冷,shí èr yuè zuì lěng,December is coldest,Diciembre es el más frío,Décembre est le plus froid,Dezembro é o mais frio
十二月下雪,shí èr yuè xià xuě,It snows in December,Nieva en diciembre,Il neige en décembre,Neva em dezembro
春天来了,chūn tiān lái le,Spring has arrived,La primavera ha llegado,Le printemps est arrivé,A primavera chegou
春天播种,chūn tiān bō zhǒng,Sow in spring,Sembrar en primavera,Semer au printemps,Semear na primavera
夏天游泳,xià tiān yóu yǒng,Swim in summer,Nadar en verano,Nager en été,Nadar no verão
夏天吃西瓜,xià tiān chī xī guā,Eat watermelon in summer,Comer sandía en el verano,Manger de la pastèque en été,Comer melancia no verão
秋天到了,qiū tiān dào le,Autumn has arrived,El otoño ha llegado,L'automne est arrivé,O outono chegou
秋天收获,qiū tiān shōu huò,Autumn harvest,Cosecha de otoño,Récolte d'automne,Colheita de outono
冬天滑雪,dōng tiān huá xuě,Winter skiing,Esquí de invierno,Ski d'hiver,Esqui de inverno
冬天吃火锅,dōng tiān chī huǒ guō,Eat hot pot in winter,Comer hot pot en invierno,Manger du hot pot en hiver,Comer hot pot no inverno
四个季节,sì gè jì jié,Four seasons,Cuatro estaciones,Quatre saisons,Quatro estações
季节变换,jì jié biàn huàn,Season changes,Cambios de estación,Changements de saison,Mudanças de estação
