chinese,pinyin,english,spanish,french,portuguese
喜欢,xǐ huān,Like,Me gusta,Aimer,Curtir
爱,ài,Love,Amar,Aimer,Amor
最爱,zuì ài,Favorite,Favorito,Favoris,Favorito
偏爱,piān ài,Preference,Preferencia,Préférence,Preferência
偏好,piān hǎo,Preference,Preferencia,Préférence,Preferência
讨厌,tǎo yàn,Dislike,No me gusta,Je n'aime pas,Não gosto
不喜欢,bù xǐ huān,Dislike,No me gusta,Je n'aime pas,Não gosto
无所谓,wú suǒ wèi,Doesn't matter,No importa,Peu importe,Não importa
一般,yì bān,So-so,Más o menos,"Comme ci, comme ça",Mais ou menos
还行,hái xíng,OK,Bueno,D'accord,OK
选择,xuǎn zé,Choose,Elige,Choisissez,Escolha
倾向,qīng xiàng,Tendency,Tendencia,Tendance,Tendência
宁可,nìng kě,Prefer,Prefiero,Préférer,Prefira
宁愿,nìng yuàn,Prefer,Prefiero,Préférer,Prefira
首选,shǒu xuǎn,First choice,Primera opción,Premier choix,Primeira escolha
次选,cì xuǎn,Second choice,Segunda opción,Deuxième choix,Segunda escolha
我喜欢,wǒ xǐ huān,I like,Me gusta,J'aime,Eu gosto
很喜欢,hěn xǐ huān,Very much,Mucho,Beaucoup,Muito
我爱,wǒ ài,I love,Me encanta,J'adore,Eu amo
很爱,hěn ài,Love very much,Te amo mucho,J'aime beaucoup,Amo muito
我最爱,wǒ zuì ài,My favorite,Mi favorito,Mon préféré,Meu favorito
是最爱,shì zuì ài,Is the favorite,Es el favorito,Est-ce que le favori,É o favorito
我偏爱,wǒ piān ài,I prefer,prefiero,Je préfère,Eu prefiro
有点偏爱,yǒu diǎn piān ài,A little preferred,Un poco preferido,Un peu préféré,Um pouco preferido
我的偏好,wǒ de piān hǎo,My preference,Mi preferencia,Ma préférence,Minha preferência
个人偏好,gè rén piān hǎo,Personal preference,Preferencia personal,Préférence personnelle,Preferência pessoal
我讨厌,wǒ tǎo yàn,I hate,Odio,Je déteste,Eu odeio
很讨厌,hěn tǎo yàn,Really hate,Lo detesto,Je déteste vraiment,Odeio muito
我不喜欢,wǒ bù xǐ huān,I don't like,No me gusta,Je n'aime pas,Eu não gosto
有点不喜欢,yǒu diǎn bù xǐ huān,Don't like much,No me gusta mucho,Je n'aime pas trop,Não gosto muito
无所谓啊,wú suǒ wèi a,It doesn't matter,No importa,Ce n'est pas grave,Não importa
我无所谓,wǒ wú suǒ wèi,I don't care,No me importa,Je m'en fiche,Eu não me importo
一般般,yì bān bān,Average,Promedio,Moyenne,Média
很一般,hěn yì bān,Very average,Muy normal,Très moyen,Muito mediano
还行吧,hái xíng ba,OK,OK,D'accord,OK
觉得还行,jué de hái xíng,I think it's OK,Creo que está bien,Je pense que ça va,Eu acho que está tudo bem
我选择,wǒ xuǎn zé,I choose,Yo elijo,Je choisis,Eu escolho
做选择,zuò xuǎn zé,Make a choice,Haz una elección,Faites un choix,Faça uma escolha
我倾向,wǒ qīng xiàng,I tend to,Tiendo a,J'ai tendance à,Eu costumo
有倾向,yǒu qīng xiàng,Have a tendency,Tener tendencia,Avoir tendance,Tem tendência
宁可不,nìng kě bù,Would rather not,Preferiría no,Je préférerais ne pas,Prefiro não
我宁可,wǒ nìng kě,I would rather,Preferiría,Je préférerais,Eu prefiro
宁愿走,nìng yuàn zǒu,I would rather go,Prefiero ir,Je préférerais y aller,Eu prefiro ir
我宁愿,wǒ nìng yuàn,I would rather,Preferiría,Je préférerais,Eu prefiro
是首选,shì shǒu xuǎn,is the first choice,es la primera opción,est le premier choix,é a primeira escolha
我的首选,wǒ de shǒu xuǎn,my first choice,mi primera opción,mon premier choix,minha primeira escolha
是次选,shì cì xuǎn,is the second choice,es la segunda opción,est le deuxième choix,é a segunda escolha
作为次选,zuò wéi cì xuǎn,as the second choice,como segunda opción,comme deuxième choix,como segunda escolha
