chinese,pinyin,english,spanish,french,portuguese
中,zhōng,middle,medio,milieu,meio
内,nèi,inside,dentro,à l'intérieur,dentro
外,wài,outside,afuera,dehors,fora
上,shàng,top,arriba,haut,topo
下,xià,bottom,abajo,en bas,embaixo
左,zuǒ,left,izquierda,gauche,esquerda
右,yòu,right,derecha,à droite,direita
前,qián,front,frente,avant,frente
后,hòu,back,atrás,arrière,atrás
旁,páng,side,lado,côté,lado
周围,zhōu wéi,around,alrededor,autour de,ao redor
到处,dào chù,everywhere,en todas partes,partout,em todos os lugares
各地,gè dì,everywhere,en todas partes,partout,em todos os lugares
本地,běn dì,local,locales,locale,locais
东边,dōng biān,east,este,est,leste
南边,nán biān,south,sur,sud,sul
西边,xī biān,west,oeste,ouest,oeste
北边,běi biān,north,norte,nord,norte
上边,shàng biān,top,arriba,haut,topo
下边,xià biān,bottom,abajo,en bas,inferior
之中,zhī zhōng,middle,medio,milieu,meio
其中,qí zhōng,Among them,Entre ellos,Parmi eux,Entre eles
内部,nèi bù,inside,dentro,à l'intérieur,dentro
在内,zài nèi,Inside,Dentro,À l'intérieur,Dentro
外部,wài bù,Outside,Afuera,À l'extérieur,Fora
在外,zài wài,Outside,Afuera,À l'extérieur,Fora
以上,yǐ shàng,Above,Arriba,Ci-dessus,Acima
在上,zài shàng,Above,Arriba,Ci-dessus,Acima
以下,yǐ xià,Below,Abajo,Ci-dessous,Abaixo
在下,zài xià,Below,Abajo,Ci-dessous,Abaixo
向左,xiàng zuǒ,To the left,A la izquierda,À gauche,À esquerda
偏左,piān zuǒ,To the left,A la izquierda,À gauche,À esquerda
向右,xiàng yòu,To the right,A la derecha,À droite,À direita
偏右,piān yòu,To the right,A la derecha,À droite,À direita
靠前,kào qián,To the front,Al frente,Vers l'avant,Para a frente
在前,zài qián,In front,Al frente,Devant,Na frente
退后,tuì hòu,Back,Volver,Retour,Voltar
在后,zài hòu,Behind,Detrás,Derrière,Atrás
一旁,yī páng,To the side,Al lado,Sur le côté,Ao lado
在旁,zài páng,To the side,Al lado,Sur le côté,Ao lado
周围的,zhōu wéi de,Around,Alrededor,Autour,Ao redor
在周围,zài zhōu wéi,Around,Alrededor,Autour,Ao redor
到处走,dào chù zǒu,Walk around,Caminar,Se promener,Andar por aí
到处看,dào chù kàn,Look everywhere,Mira por todas partes,Regardez partout,Procure em todos os lugares
各地的,gè dì de,From all over,De todas partes,De partout,De todo
来自各地,lái zì gè dì,From all over,De todas partes,De partout,De todo
本地人,běn dì rén,Locals,Locales,Les sections locales,Moradores
在本地,zài běn dì,Locally,Localmente,Localement,Localmente
往东边,wǎng dōng biān,To the east,Al este,À l'est,Para o leste
在东边,zài dōng biān,In the east,En el este,À l'est,No leste
往南边,wǎng nán biān,To the south,Al sur,Au sud,Ao sul
在南边,zài nán biān,In the south,En el sur,Au sud,No sul
往西边,wǎng xī biān,To the west,Al oeste,À l'ouest,Para oeste
在西边,zài xī biān,In the west,En el oeste,A l'ouest,No oeste
往北边,wǎng běi biān,To the north,Al norte,Au nord,Ao norte
在北边,zài běi biān,In the north,En el norte,Au nord,No norte
上边看,shàng biān kàn,Looking above,Mirando arriba,En regardant ci-dessus,Olhando para cima
在上边,zài shàng biān,Above,Arriba,Ci-dessus,Acima
下边看,xià biān kàn,Looking below,Mirando abajo,En regardant ci-dessous,Olhando abaixo
在下边,zài xià biān,Below,Abajo,Ci-dessous,Abaixo
