chinese,pinyin,english,spanish,french,portuguese
十一,shí yī,eleven,once,onze,onze
十二,shí èr,twelve,doce,douze,doze
十三,shí sān,thirteen,trece,treize,treze
十五,shí wǔ,fifteen,quince,quinze,quinze
二十,èr shí,twenty,veinte,vingt,vinte
二十一,èr shí yī,twenty-one,veintiuno,vingt et un,vinte e um
三十,sān shí,thirty,treinta,trente,trinta
四十,sì shí,forty,cuarenta,quarante,quarenta
五十,wǔ shí,fifty,cincuenta,cinquante,cinquenta
六十,liù shí,sixty,sesenta,soixante,sessenta
七十,qī shí,seventy,setenta,soixante-dix,setenta
八十,bā shí,eighty,ochenta,quatre-vingts,oitenta
九十,jiǔ shí,ninety,noventa,quatre-vingt-dix,noventa
百,bǎi,hundred,cien,cent,cem
千,qiān,thousand,mil,mille,mil
万,wàn,ten thousand,diez mil,dix mille,dez mil
亿,yì,hundred million,cien millones,cent millions,cem milhões
数字,shù zì,Number,número,numéro,número
双十一,shuāng shí yī,Double Eleven/Singles Day,Día del Soltero,Journée des célibataires,Dia dos Solteiros
十一点钟,shí yì diǎn zhōng,eleven o'clock,las once,onze heures,onze horas
十二生肖,shí èr shēng xiào,twelve zodiac animals,doce signos del zodiaco,douze signes du zodiaque,doze signos do zodíaco
十二月份,shí èr yuè fèn,twelve months,doce meses,douze mois,doze meses
十三岁了,shí sān suì le,thirteen years old,trece años,treize ans,treze anos
十三楼住,shí sān lóu zhù,live on thirteenth floor,vivir en el piso trece,habiter au treizième étage,morar no décimo terceiro andar
十五分钟,shí wǔ fēn zhōng,fifteen minutes,quince minutos,quinze minutes,quinze minutos
正月十五,zhēng yuè shí wǔ,Lantern Festival,Festival de las Linternas,Fête des Lanternes,Festival das Lanternas
二十岁了,èr shí suì le,twenty years old,veinte años,vingt ans,vinte anos
二十块钱,èr shí kuài qián,twenty yuan,veinte yuanes,vingt yuans,vinte yuans
二十一世纪,èr shí yī shì jì,twenty-first century,siglo veintiuno,vingt et unième siècle,século vinte e um
二十一点,èr shí yì diǎn,blackjack,blackjack,blackjack,blackjack
三十而立,sān shí ér lì,Established at thirty,establecido a los treinta,établi à trente ans,estabelecido aos trinta
三十分钟,sān shí fēn zhōng,thirty minutes,treinta minutos,trente minutes,trinta minutos
四十不惑,sì shí bù huò,No confusion at forty,sin confusión a los cuarenta,sans confusion à quarante ans,sem confusão aos quarenta
四十岁了,sì shí suì le,forty years old,cuarenta años,quarante ans,quarenta anos
年过五十,nián guò wǔ shí,over fifty years old,más de cincuenta años,plus de cinquante ans,mais de cinquenta anos
五十块钱,wǔ shí kuài qián,fifty yuan,cincuenta yuanes,cinquante yuans,cinquenta yuans
六十大寿,liù shí dà shòu,sixtieth birthday,sexagésimo cumpleaños,soixantième anniversaire,sexagésimo aniversário
六十岁退休,liù shí suì tuì xiū,retire at sixty,jubilarse a los sesenta,prendre sa retraite à soixante ans,aposentar aos sessenta
七十岁了,qī shí suì le,seventy years old,setenta años,soixante-dix ans,setenta anos
年过七十,nián guò qī shí,over seventy years old,más de setenta años,plus de soixante-dix ans,mais de setenta anos
八十高龄,bā shí gāo líng,eighty years of age,ochenta años de edad,quatre-vingts ans,oitenta anos de idade
年过八十,nián guò bā shí,over eighty years old,más de ochenta años,plus de quatre-vingts ans,mais de oitenta anos
九十年代,jiǔ shí nián dài,the nineties,los años noventa,les années quatre-vingt-dix,os anos noventa
年近九十,nián jìn jiǔ shí,nearly ninety years old,casi noventa años,presque quatre-vingt-dix ans,quase noventa anos
百分之百,bǎi fēn zhī bǎi,one hundred percent,cien por ciento,cent pour cent,cem por cento
一百块钱,yì bǎi kuài qián,one hundred yuan,cien yuanes,cent yuans,cem yuans
成千上万,chéng qiān shàng wàn,thousands upon thousands,miles y miles,des milliers et des milliers,milhares e milhares
千里之行,qiān lǐ zhī xíng,a journey of a thousand miles,un viaje de mil millas,un voyage de mille lieues,uma jornada de mil milhas
万一出事,wàn yī chū shì,in case something happens,en caso de que algo pase,au cas où quelque chose arrive,caso algo aconteça
万分感谢,wàn fēn gǎn xiè,extremely grateful,extremadamente agradecido,extrêmement reconnaissant,extremamente grato
十亿人口,shí yì rén kǒu,one billion population,mil millones de habitantes,un milliard d'habitants,um bilhão de habitantes
上亿资产,shàng yì zī chǎn,over hundred million assets,activos de más de cien millones,actifs de plus de cent millions,ativos de mais de cem milhões
数字化时代,shù zì huà shí dài,digital age,era digital,ère numérique,era digital
输入数字,shū rù shù zì,enter numbers,introducir números,entrer les chiffres,inserir números
