chinese,pinyin,english,spanish,french,portuguese
帮助,bāng zhù,Help,Ayuda,Aide,Ajuda
拜托,bài tuō,Please,Por favor,S'il vous plaît,Por favor
请教,qǐng jiào,Ask for advice,Pedir consejo,Demander conseil,Pedir conselho
请求,qǐng qiú,Request,Solicitud,Demande,Solicitação
支援,zhī yuán,Support,Apoyo,Soutien,Apoio
协助,xié zhù,Assistance,Asistencia,Assistance,Assistência
乐意,lè yì,Willing,Dispuesto,Disposé,Disposto
求援,qiú yuán,Ask for help,Pedir ayuda,Demander de l'aide,Pedir ajuda
相助,xiāng zhù,Help each other,Ayudarse mutuamente,S'entraider,Ajudar-se mutuamente
襄助,xiāng zhù,Assist,Ayudar,Assister,Assistir
劳驾,láo jià,Excuse me,Disculpe,Excusez-moi,Com licença
有劳,yǒu láo,Thank you for the trouble,Gracias por la molestia,Merci pour la peine,Obrigado pelo trabalho
费心,fèi xīn,Take the trouble,Tomarse la molestia,Prendre la peine,Incomodar-se
指点,zhǐ diǎn,Give guidance,Dar orientación,Donner des conseils,Dar orientação
帮助我,bāng zhù wǒ,Help me,Ayúdame,Aidez-moi,Me ajude
需要帮助,xū yào bāng zhù,Need help,Necesito ayuda,Besoin d'aide,Preciso de ajuda
拜托你,bài tuō nǐ,Please I beg you,Por favor te lo pido,Je t'en prie,Por favor te peço
拜托了,bài tuō le,Please,Por favor,S'il vous plaît,Por favor
请教下,qǐng jiào xià,Let me ask,Permíteme preguntar,Laissez-moi demander,Deixe-me perguntar
向您请教,xiàng nín qǐng jiào,Ask you for advice,Pedirle consejo,Vous demander conseil,Pedir-lhe conselho
请求你,qǐng qiú nǐ,Request you,Te pido,Je te demande,Te peço
有请求,yǒu qǐng qiú,Have a request,Tengo una petición,J'ai une demande,Tenho um pedido
支援我,zhī yuán wǒ,Support me,Apóyame,Soutenez-moi,Me apoie
需要支援,xū yào zhī yuán,Need support,Necesito apoyo,Besoin de soutien,Preciso de apoio
协助下,xié zhù xià,Help out,Ayuda,Donnez un coup de main,Ajude
需要协助,xū yào xié zhù,Need assistance,Necesito asistencia,Besoin d'assistance,Preciso de assistência
很乐意,hěn lè yì,Very willing,Muy dispuesto,Très disposé,Muito disposto
乐意帮忙,lè yì bāng máng,Happy to help,Feliz de ayudar,Heureux d'aider,Feliz em ajudar
求援信,qiú yuán xìn,Help request letter,Carta de solicitud de ayuda,Lettre de demande d'aide,Carta de pedido de ajuda
发出求援,fā chū qiú yuán,Send help request,Enviar solicitud de ayuda,Envoyer une demande d'aide,Enviar pedido de ajuda
相助一下,xiāng zhù yī xià,Give a hand,Echar una mano,Donner un coup de main,Dar uma mão
鼎力相助,dǐng lì xiāng zhù,Give strong support,Dar fuerte apoyo,Donner un fort soutien,Dar forte apoio
襄助一下,xiāng zhù yī xià,Please assist,Por favor ayude,Veuillez aider,Por favor ajude
大力襄助,dà lì xiāng zhù,Give great assistance,Dar gran asistencia,Donner une grande aide,Dar grande assistência
劳驾了,láo jià le,Excuse me,Disculpe,Excusez-moi,Com licença
劳驾您,láo jià nín,Excuse me sir/madam,Disculpe usted,Excusez-moi monsieur/madame,Com licença senhor/senhora
有劳您,yǒu láo nín,Thank you for your trouble,Gracias por su molestia,Merci de votre peine,Obrigado pelo incômodo
有劳了,yǒu láo le,Thanks for the trouble,Gracias por la molestia,Merci pour la peine,Obrigado pelo trabalho
费心了,fèi xīn le,Thanks for taking the trouble,Gracias por tomarse la molestia,Merci d'avoir pris la peine,Obrigado por se incomodar
多费心,duō fèi xīn,Please take more care,Por favor cuide más,Veuillez faire plus attention,Por favor cuide mais
指点下,zhǐ diǎn xià,Give some guidance,Dar algo de orientación,Donner quelques conseils,Dar alguma orientação
请指点,qǐng zhǐ diǎn,Please give guidance,Por favor dé orientación,Veuillez donner des conseils,Por favor dê orientação
