chinese,pinyin,english,spanish,french,portuguese
你好,nǐ hǎo,Hello,Hola,Bonjour,Olá
您好,nín hǎo,Hello,Hola,Bonjour,Olá
早安,zǎo ān,Good morning,Buenos días,Bonjour,Bom dia
午安,wǔ ān,Good afternoon,Buenas tardes,Bon après-midi,Boa tarde
晚安,wǎn ān,Good night,Buenas noches,Bonne nuit,Boa noite
再见,zài jiàn,Goodbye,Adiós,au revoir,Tchau
拜拜,bài bài,Bye-Bye,Chao,Salut,Tchau
回头见,huí tóu jiàn,See you later,Hasta luego,À plus tard,Até mais
谢谢,xiè xiè,Thanks,Gracias,Merci,Obrigado
多谢,duō xiè,Thank you,Gracias,Merci,Obrigado
不客气,bú kè qì,You're welcome,De nada,De rien,De nada
对不起,duì bù qǐ,Sorry,Lo siento,Désolé,Desculpe
没关系,méi guān xì,No problem,No importa,Pas grave,Não importa
请,qǐng,Please,Por favor,S'il te plaît,Por favor
欢迎,huān yíng,welcome,bienvenido,bienvenue,Bem-vindo
好久不见,hǎo jiǔ bú jiàn,Long time no see,hace mucho que no te veo,je ne t'ai pas vu depuis longtemps,não te vejo há muito tempo
再会,zài huì,Goodbye,Adiós,Au revoir,Adeus
保重,bǎo zhòng,Take care,Cuídate,Prends soin de toi,Cuide-se
慢走,màn zǒu,Walk slowly,Ve despacio,Marche doucement,Vá devagar
你好吗,nǐ hǎo ma,How are you?,¿Cómo estás?,Ça va ?,Como você está?
你好啊,nǐ hǎo a,Hello,Hola,Bonjour,Olá
您好先生,nín hǎo xiān shēng,hello sir,hola señor,bonjour monsieur,olá senhor
您好请问,nín hǎo qǐng wèn,"Hello, may I ask...","Hola, ¿puedo preguntar...?","Bonjour, puis-je demander...","Olá, posso perguntar...?"
早安朋友,zǎo ān péng yǒu,Good morning friends,"Buenos días, amigos",Bonjour les amis,Bom dia amigos
说声早安,shuō shēng zǎo ān,say good morning,decir buenos días,dis bonjour,diga bom dia
午安各位,wǔ ān gè wèi,Good afternoon everyone,Buenas tardes a todos,Bonjour à tous,Boa tarde a todos
祝你午安,zhù nǐ wǔ ān,Good afternoon,Buenas tardes,Bon après-midi,Boa tarde
晚安宝贝,wǎn ān bǎo bèi,Good night baby,"Buenas noches, bebé",Bonne nuit bébé,Boa noite querido
说声晚安,shuō shēng wǎn ān,say good night,decir buenas noches,dis bonne nuit,diga boa noite
再见朋友,zài jiàn péng yǒu,Goodbye friends,Adiós amigos,Au revoir les amis,Tchau amigos
说声再见,shuō shēng zài jiàn,say goodbye,decir adiós,dire au revoir,diga adeus
拜拜了,bài bài le,Goodbye,Chao,Salut,Tchau
说声拜拜,shuō shēng bài bài,Say goodbye,decir chao,Dis salut,Diga tchau
回头见啊,huí tóu jiàn a,See you later,Hasta luego,À plus tard,Até mais
我们回头见,wǒ men huí tóu jiàn,See you later,Hasta luego,À plus tard,Até mais
谢谢你,xiè xiè nǐ,Thank you,Gracias,Merci,Obrigado
谢谢大家,xiè xiè dà jiā,Thank you all,gracias a todos,merci à tous,obrigado a todos
多谢帮忙,duō xiè bāng máng,Thanks for the help,Gracias por la ayuda,Merci pour l'aide,Obrigado pela ajuda
多谢关心,duō xiè guān xīn,Thank you for your concern,Gracias por tu preocupación,Merci pour votre inquiétude,Obrigado pela sua preocupação
太不客气了,tài bú kè qì le,You're too kind,Eres muy amable,Vous êtes trop gentil,Você é muito gentil
别不客气,bié bú kè qì,Don't mention it,No hay de qué,De rien,De nada
对不起我迟到了,duì bù qǐ wǒ chí dào le,"Sorry, I'm late","lo siento, llego tarde",désolé je suis en retard,"desculpe, estou atrasado"
说声对不起,shuō shēng duì bù qǐ,say sorry,decir lo siento,dire désolé,peça desculpas
没关系的,méi guān xì de,It's okay,Está bien,C'est bon,Tudo bem
真的没关系,zhēn de méi guān xì,It really doesn't matter,Realmente no importa,Cela n'a vraiment pas d'importance,Realmente não importa
请坐,qǐng zuò,Please sit down,por favor siéntate,"S'il vous plaît, asseyez-vous","Por favor, sente-se"
请进,qǐng jìn,Please come in,Por favor entra,"S'il vous plaît, entrez",Por favor entre
欢迎光临,huān yíng guāng lín,welcome,bienvenido,bienvenue,Bem-vindo
欢迎回来,huān yíng huí lái,welcome back,bienvenido de nuevo,content de te revoir,bem-vindo de volta
好久不见了,hǎo jiǔ bú jiàn le,long time no see,mucho tiempo sin verlo,cela fait longtemps qu'on ne s'est pas vu,muito tempo sem ver
我们好久不见,wǒ men hǎo jiǔ bú jiàn,long time no see,mucho tiempo sin verlo,cela fait longtemps qu'on ne s'est pas vu,muito tempo sem ver
再会朋友,zài huì péng yǒu,Goodbye friends,Adiós amigos,Au revoir les amis,Adeus amigos
我们再会,wǒ men zài huì,See you again,nos vemos de nuevo,On se revoit,nos vemos de novo
保重身体,bǎo zhòng shēn tǐ,Take care of yourself,Cuídate,Prends soin de toi,Cuide-se
请保重,qǐng bǎo zhòng,please take care,por favor cuídate,s'il te plaît prends soin de toi,por favor tome cuidado
慢走啊,màn zǒu a,Walk slowly,Ve despacio,Marche doucement,Vá devagar
请慢走,qǐng màn zǒu,Please walk slowly,Por favor ve despacio,S'il te plaît marche doucement,Por favor vá devagar
