chinese,pinyin,english,spanish,french,portuguese
盒,hé,box,caja,boîte,caixa
袋,dài,bag,bolsa,sac,bolsa
份,fèn,portion,porción,partie,porção
遍,biàn,pass,pasar,passer,passar
趟,tàng,trip,viaje,voyage,viagem
顿,dùn,meal,comida,repas,refeição
节,jié,section,sección,rubrique,seção
场,chǎng,field,campo,champ,campo
台,tái,table,mesa,tableau,mesa
辆,liàng,vehicle,vehículo,véhicule,veículo
座,zuò,seat,asiento,siège,assento
层,céng,layer,capa,couche,camada
间,jiān,room,habitación,chambre,quarto
棵,kē,tree,árbol,arbre,árvore
朵,duǒ,flower,flor,fleur,flor
串,chuàn,string,cadena,chaîne,cadeia de caracteres
束,shù,bunch,grupo,groupe,bando
堆,duī,pile,pila,tas,pilha
一盒糖,yī hé táng,a box of sugar,una caja de azúcar,une boîte de sucre,uma caixa de açúcar
几盒,jǐ hé,a few boxes,algunas cajas,quelques cartons,algumas caixas
一袋米,yī dài mǐ,a bag of rice,una bolsa de arroz,un sac de riz,um saco de arroz
几袋,jǐ dài,a few bags,unas cuantas bolsas,quelques sacs,algumas sacolas
一份报,yī fèn bào,a newspaper,un periódico,un journal,um jornal
几份,jǐ fèn,A few,Algunos,Quelques,Alguns
一遍又一遍,yī biàn yòu yī biàn,Over and over,Una y otra vez,Encore et encore,Repetidamente
说一遍,shuō yī biàn,Say it again,Dilo de nuevo,Répétez-le,Diga de novo
跑一趟,pǎo yī tàng,A run,Una carrera,Une course,Uma corrida
几趟,jǐ tàng,A few trips,Algunos viajes,Quelques voyages,Algumas viagens
一顿饭,yī dùn fàn,A meal,Una comida,Un repas,Uma refeição
几顿,jǐ dùn,A few meals,Algunas comidas,Quelques repas,Algumas refeições
一节课,yī jié kè,A class,Una clase,Une classe,Uma aula
几节,jǐ jié,A few sessions,Algunas sesiones,Quelques séances,Algumas sessões
一场比赛,yī cháng bǐ sài,A game,Un juego,Un jeu,Um jogo
几场,jǐ chǎng,A few games,Algunos juegos,Quelques jeux,Alguns jogos
一台电脑,yī tái diàn nǎo,A computer,Una computadora,Un ordinateur,Um computador
几台,jǐ tái,A few,Algunos,Quelques,Alguns
一辆车,yī liàng chē,A car,Un coche,Une voiture,Um carro
几辆,jǐ liàng,A few,Algunos,Quelques,Alguns
一座山,yī zuò shān,A mountain,Una montaña,Une montagne,Uma montanha
几座,jǐ zuò,A few,Algunos,Quelques,Alguns
一层楼,yī céng lóu,A floor,Un piso,Un étage,Um chão
几层,jǐ céng,Several floors,Varios pisos,Plusieurs étages,Vários andares
一间房,yī jiān fáng,A room,Una habitación,Une chambre,Um quarto
几间,jǐ jiān,Several rooms,Varias habitaciones,Plusieurs pièces,Vários quartos
一棵树,yī kē shù,A tree,Un árbol,Un arbre,Uma árvore
几棵,jǐ kē,A few,Algunos,Quelques,Alguns
一朵花,yī duǒ huā,A flower,Una flor,Une fleur,Uma flor
几朵,jǐ duǒ,A few,Algunos,Quelques,Alguns
一串葡萄,yī chuàn pú táo,A bunch of grapes,Un racimo de uvas,Une grappe de raisin,Um cacho de uvas
几串,jǐ chuàn,A few bunches,Algunos manojos,Quelques grappes,Alguns cachos
一束花,yī shù huā,A bouquet of flowers,Un ramo de flores,Un bouquet de fleurs,Um buquê de flores
几束,jǐ shù,A few bouquets,Algunos ramos,Quelques bouquets,Alguns buquês
一堆东西,yī duī dōng xī,A pile of things,Un montón de cosas,Un tas de choses,Uma pilha de coisas
几堆,jǐ duī,A few piles,algunas pilas,Quelques tas,Algumas pilhas
