chinese,pinyin,english,spanish,french,portuguese
衣服,yī fú,Clothes,Ropa,Vêtements,Roupas
裤子,kù zi,Pants,Pantalones,Pantalon,Calças
裙子,qún zi,Skirt,Falda,Jupe,Saia
鞋子,xié zi,Shoes,Zapatos,Chaussures,Sapatos
袜子,wà zi,Socks,Calcetines,Chaussettes,Meias
帽子,mào zi,Hat,Sombrero,Chapeau,Chapéu
外套,wài tào,Jacket,Chaqueta,Veste,Jaqueta
大衣,dà yī,Coat,Abrigo,Manteau,Casaco
衬衫,chèn shān,Shirt,Camisa,Chemise,Camisa
毛衣,máo yī,Sweater,Suéter,Pull,Suéter
内衣,nèi yī,Underwear,Ropa interior,Sous-vêtements,Roupa íntima
手套,shǒu tào,Gloves,Guantes,Gants,Luvas
围巾,wéi jīn,Scarf,Bufanda,Écharpe,Lenço
领带,lǐng dài,Tie,Corbata,Cravate,Gravata
眼镜,yǎn jìng,Glasses,Gafas,Lunettes,Óculos
包,bāo,Bag,Bolsa,Sac,Bolsa
换衣服,huàn yī fú,Change clothes,Cambiarse de ropa,Changer de vêtements,Trocar de roupa
衣服脏了,yī fú zāng le,Dirty clothes,Ropa sucia,Vêtements sales,Roupas sujas
牛仔裤子,niú zǎi kù zi,Jeans,Vaqueros,Jean,Jeans
裤子太长,kù zi tài zhǎng,Pants too long,Pantalones demasiado largos,Pantalon trop long,Calças muito compridas
连衣裙子,lián yī qún zi,Dress,Vestido,Robe,Vestido
裙子漂亮,qún zi piào liàng,Beautiful skirt,Hermosa falda,Belle jupe,Saia linda
皮鞋子,pí xié zi,Leather shoes,Zapatos de cuero,Chaussures en cuir,Sapatos de couro
鞋子合脚,xié zi hé jiǎo,Shoes that fit,Zapatos que le quedan,Des chaussures qui s'ajustent,Sapatos que cabem
棉袜子,mián wà zi,Cotton socks,Calcetines de algodón,Chaussettes en coton,Meias de algodão
袜子破了,wà zi pò le,Torn socks,Calcetines rotos,Chaussettes déchirées,Meias rasgadas
草帽子,cǎo mào zi,Straw hat,Sombrero de paja,Chapeau de paille,Chapéu de palha
帽子遮阳,mào zi zhē yáng,Sun hat,Sombrero para el sol,Chapeau pour le soleil,Chapéu para o sol
羽绒外套,yǔ róng wài tào,Down jacket,Chaqueta de plumas,Doudoune,Jaqueta
外套保暖,wài tào bǎo nuǎn,Warm coat,Abrigo cálido,Manteau chaud,Casaco quentinho
羊毛大衣,yáng máo dà yī,Wool coat,Abrigo de lana,Manteau en laine,Casaco de lã
大衣时尚,dà yī shí shàng,Fashionable coat,Abrigo de moda,Manteau à la mode,Casaco da moda
白衬衫,bái chèn shān,White shirt,Camisa blanca,Chemise blanche,Camisa branca
衬衫领子,chèn shān lǐng zi,Shirt collar,Cuello camisero,Col chemise,Gola da camisa
针织毛衣,zhēn zhī máo yī,Knitted sweater,Jersey de punto,Pull tricoté,Suéter tricotado
毛衣暖和,máo yī nuǎn huo,Warm sweater,Suéter cálido,Pull chaud,Suéter quentinho
纯棉内衣,chún mián nèi yī,Cotton underwear,Ropa interior de algodón,Sous-vêtements en coton,Roupa interior de algodão
内衣舒适,nèi yī shū shì,Comfortable underwear,Ropa interior cómoda,Sous-vêtements confortables,Roupa interior confortável
皮手套,pí shǒu tào,Leather gloves,Guantes de cuero,Gants en cuir,Luvas de couro
手套防寒,shǒu tào fáng hán,Gloves to protect against the cold,Guantes para protegerse del frío,Gants pour se protéger du froid,Luvas para proteger do frio
羊绒围巾,yáng róng wéi jīn,Cashmere scarf,Bufanda de cachemir,Écharpe en cachemire,Cachecol de caxemira
围巾好看,wéi jīn hǎo kàn,Beautiful scarf,Hermosa bufanda,Belle écharpe,Lenço lindo
丝绸领带,sī chóu lǐng dài,Silk tie,Corbata de seda,Cravate en soie,Gravata de seda
领带搭配,lǐng dài dā pèi,Tie matching,Corbata a juego,Cravate assortie,Combinação de gravata
近视眼镜,jìn shì yǎn jìng,Myopia glasses,Gafas para miopía,Lunettes de myopie,Óculos para miopia
眼镜框,yǎn jìng kuāng,Glasses frames,Monturas de gafas,Montures de lunettes,Armações de óculos
双肩包,shuāng jiān bāo,Backpack,Mochila,Sac à dos,Mochila
包里装着,bāo lǐ zhuāng zhe,What's in the bag,¿Qué hay en la bolsa?,Qu'y a-t-il dans le sac,O que há na bolsa
