Language,Pack_Number,Pack_Title,Row_Number,Column_Name,Old_Value,New_Value,Reason
chinese,84,Frequency & Duration,14,spanish,Una vez,Momentáneo,Wrong meaning - una vez means once but 一时 means momentarily
chinese,84,Frequency & Duration,14,french,Une fois,Momentané,Wrong meaning - une fois means once but 一时 means momentarily
chinese,84,Frequency & Duration,14,portuguese,Uma vez,Momentâneo,Wrong meaning - uma vez means once but 一时 means momentarily
chinese,85,Comparison & Degree,11,spanish,Un poco,Casi,Wrong meaning - un poco means a little but 差一点 means almost
chinese,85,Comparison & Degree,11,french,Un peu,Presque,Wrong meaning - un peu means a little but 差一点 means almost
chinese,85,Comparison & Degree,11,portuguese,Um pouco,Quase,Wrong meaning - um pouco means a little but 差一点 means almost
chinese,88,Conjunctions & Connectors,11,english,and,moreover,而且 means moreover/and also not just and
chinese,88,Conjunctions & Connectors,11,spanish,y,además,而且 means moreover/and also not just y
chinese,88,Conjunctions & Connectors,11,french,et,de plus,而且 means moreover/and also not just et
chinese,88,Conjunctions & Connectors,11,portuguese,e,além disso,而且 means moreover/and also not just e
chinese,88,Conjunctions & Connectors,12,english,and,and also,并且 means and also/furthermore not just and
chinese,88,Conjunctions & Connectors,12,spanish,y,y también,并且 means and also/furthermore not just y
chinese,88,Conjunctions & Connectors,12,french,et,et aussi,并且 means and also/furthermore not just et
chinese,88,Conjunctions & Connectors,12,portuguese,e,e também,并且 means and also/furthermore not just e
chinese,89,Modal Particles & Mood,2,english,question particle,?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,2,spanish,partícula interrogativa,?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,2,french,particule interrogative,?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,2,portuguese,partícula interrogativa,?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,3,english,suggestion particle,okay?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,3,spanish,partícula de sugerencia,¿vale?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,3,french,particule de suggestion,d'accord?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,3,portuguese,partícula de sugestão,tá?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,4,english,follow-up particle,what about?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,4,spanish,partícula de continuación,¿y?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,4,french,particule de reprise,et?,Grammar terminology - use natural equivalent
chinese,89,Modal Particles & Mood,4,portuguese,partícula de continuação,e?,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,2,english,possessive particle,'s/of,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,2,spanish,partícula posesiva,de,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,2,french,particule possessive,de,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,2,portuguese,partícula possessiva,de,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,3,english,adverbial particle,-ly,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,3,spanish,partícula adverbial,-mente,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,3,french,particule adverbiale,-ment,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,3,portuguese,partícula adverbial,-mente,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,4,english,complement particle,so...that,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,4,spanish,partícula complementaria,tan...que,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,4,french,particule de complément,si...que,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,4,portuguese,partícula de complemento,tão...que,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,5,english,completed action particle,already,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,5,spanish,partícula de acción terminada,ya,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,5,french,particule d'accompli,déjà,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,5,portuguese,partícula de conclusão,já,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,6,english,continuous particle,-ing,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,6,spanish,partícula de acción continua,-ando/-iendo,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,6,french,particule de durée,en train de,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,6,portuguese,partícula de ação contínua,-ando/-endo,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,7,english,experiential particle,ever/before,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,7,spanish,partícula de experiencia,alguna vez,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,7,french,particule expérientielle,déjà,Grammar terminology - use natural equivalent
chinese,90,Structural Particles,7,portuguese,partícula experiencial,já,Grammar terminology - use natural equivalent
chinese,92,Describing Things,38,english,Size pair,Right size,Wrong translation - 尺寸对 means correct/right size not pair
chinese,92,Describing Things,38,spanish,Par de tallas,Tamaño correcto,Wrong translation - 对 means correct not pair
chinese,92,Describing Things,38,french,Paire de tailles,Bonne taille,Wrong translation - 对 means correct not pair
chinese,92,Describing Things,38,portuguese,Tamanho par,Tamanho correto,Wrong translation - 对 means correct not pair
chinese,94,Extent & Degree,7,spanish,La mayoría,Más,Wrong meaning - la mayoría means majority but 最 is superlative most
chinese,94,Extent & Degree,7,portuguese,A maioria,Mais,Wrong meaning - a maioria means majority but 最 is superlative most
chinese,106,Abstract Concepts,13,spanish,Goles,Metas,Wrong word - goles means sports goals but 目标 means life goals/targets
