spanish,english,chinese,pinyin,portuguese
casa,home,家,jiā,lar
apartamento,apartment,公寓,gōng yù,apartamento
habitación,room,房间,fáng jiān,quarto
baño,bathroom,浴室,yù shì,banheiro
salón,living room,客厅,kè tīng,sala de estar
dormitorio,bedroom,卧室,wò shì,quarto
comedor,dining room,饭厅,fàn tīng,sala de jantar
jardín,garden,花园,huā yuán,jardim
puerta,door,门,mén,porta
ventana,window,窗户,chuāng hù,janela
pared,wall,墙,qiáng,parede
techo,ceiling,天花板,tiān huā bǎn,teto
suelo,floor,地面,dì miàn,chão
escaleras,stairs,楼梯,lóu tī,escadaria
garaje,garage,车库,chē kù,garagem
mi casa,my house,我的房子,wǒ de fáng zi,minha casa
en casa,at home,在家里,zài jiā lǐ,em casa
el apartamento,the apartment,公寓,gōng yù,o apartamento
mi apartamento,my apartment,我的公寓,wǒ de gōng yù,meu apartamento
mi habitación,my room,我的房间,wǒ de fáng jiān,meu quarto
la habitación,the room,房间,fáng jiān,o quarto
el baño,the bathroom,浴室,yù shì,o banheiro
en el baño,in the bathroom,在浴室里,zài yù shì lǐ,no banheiro
el salón,the living room,客厅,kè tīng,a sala de estar
en el salón,in the living room,在客厅里,zài kè tīng lǐ,na sala de estar
el dormitorio,the bedroom,卧室,wò shì,o quarto
mi dormitorio,my bedroom,我的卧室,wǒ de wò shì,meu quarto
el comedor,the dining room,餐厅,cān tīng,a sala de jantar
en el comedor,in the dining room,在餐厅里,zài cān tīng lǐ,na sala de jantar
el jardín,the garden,花园,huā yuán,o jardim
en el jardín,in the garden,在花园里,zài huā yuán lǐ,no jardim
la puerta,the door,门,mén,a porta
abrir la puerta,open the door,打开门,dǎ kāi mén,abrir a porta
la ventana,the window,窗户,chuāng hù,a janela
por la ventana,through the window,透过窗户,tòu guò chuāng hù,pela janela
la pared,the wall,墙,qiáng,a parede
en la pared,on the wall,在墙上,zài qiáng shàng,na parede
el techo,the ceiling,屋顶,wū dǐng,o telhado
en el techo,on the roof,在屋顶上,zài wū dǐng shàng,no telhado
el suelo,the ground,地面,dì miàn,o chão
en el suelo,on the ground,在地面上,zài dì miàn shàng,no chão
las escaleras,the stairs,楼梯,lóu tī,as escadas
por las escaleras,down the stairs,下楼梯,xià lóu tī,descendo as escadas
el garaje,the garage,车库,chē kù,a garagem
en el garaje,in the garage,在车库里,zài chē kù lǐ,na garagem
