spanish,english,chinese,pinyin,portuguese
medios,media,媒体,méi tǐ,mídia
radio,radio,收音机,shōu yīn jī,rádio
periódico,newspaper,报纸,bào zhǐ,jornal
revista,magazine,杂志,zá zhì,revista
noticia,news,新闻,xīn wén,notícias
artículo,article,文章,wén zhāng,artigo
reportaje,report,报道,bào dào,reportagem
periodista,journalist,记者,jì zhě,jornalista
presentador,presenter,主持人,zhǔ chí rén,apresentador
presentadora,presenter,主持人,zhǔ chí rén,apresentador
entrevista,interview,采访,cǎi fǎng,entrevista
programa,program,节目,jié mù,programa
canal,channel,频道,pín dào,canal
emisora,station,电台,diàn tái,estação
transmitir,transmit,传输,chuán shū,transmitir
informar,inform,告知,gào zhī,informar
comunicar,communicate,沟通,gōu tōng,comunicar
prensa,press,新闻界,xīn wén jiè,imprensa
los medios,the media,媒体,méi tǐ,a mídia
en los medios,in the media,在媒体,zài méi tǐ,na mídia
la radio,the radio,收音机,shōu yīn jī,o rádio
en la radio,on the radio,在广播中,zài guǎng bō zhōng,no rádio
el periódico,the newspaper,报纸,bào zhǐ,o jornal
un periódico,a newspaper,一份报纸,yī fèn bào zhǐ,um jornal
la revista,the magazine,杂志,zá zhì,a revista
una revista,a magazine,一本杂志,yī běn zá zhì,uma revista
la noticia,the news,新闻,xīn wén,a notícia
una noticia,a news story,一条新闻,yī tiáo xīn wén,uma notícia
el artículo,the article,文章,wén zhāng,o artigo
un artículo,an article,一篇文章,yì piān wén zhāng,um artigo
el reportaje,the report,报道,bào gào,a reportagem
un reportaje,a report,报道,bào gào,uma reportagem
el periodista,the journalist,记者,jì zhě,o jornalista
un periodista,a journalist,一名记者,yī míng jì zhě,um jornalista
el presentador,the presenter,主持人,zhǔ chí rén,o apresentador
un presentador,a presenter,主持人,zhǔ chí rén,um apresentador
la presentadora,the presenter,主持人,zhǔ chí rén,a apresentadora
una presentadora,a presenter,主持人,zhǔ chí rén,uma apresentadora
la entrevista,the interview,采访,cǎi fǎng,a entrevista
una entrevista,an interview,采访,cǎi fǎng,uma entrevista
el programa,the program,节目,jié mù,o programa
un programa,a program,一个节目,yí gè jié mù,um programa
el canal,the channel,频道,pín dào,o canal
un canal,a channel,一个频道,yí gè pín dào,um canal
la emisora,the station,电台,diàn tái,a estação
una emisora,a station,一个电台,yí gè diàn tái,uma estação
hay que transmitir,need to broadcast,必须播出,bì xū bō chū,é preciso transmitir
voy a transmitir,I will broadcast,我会播出,wǒ huì bō chū,Vou transmitir
hay que informar,need to inform,必须告知,bì xū gào zhī,é preciso informar
voy a informar,I will inform,我会通知,wǒ huì tōng zhī,Vou informar
hay que comunicar,need to communicate,你必须沟通,nǐ bì xū gōu tōng,é preciso se comunicar
voy a comunicar,I will communicate,我会沟通,wǒ huì gōu tōng,Vou comunicar
la prensa,the press,媒体,méi tǐ,a imprensa
en la prensa,in the press,在新闻界,zài xīn wén jiè,na imprensa
