spanish,english,chinese,pinyin,portuguese
bienes,goods,货物,huò wù,bens
inmueble,property,财产,cái chǎn,propriedade
terreno,land,土地,tǔ dì,terreno
alquilar,rent,租金,zū jīn,alugar
alquiler,rent,租金,zū jīn,alugar
renta,income,收入,shōu rù,renda
propietario,owner,业主,yè zhǔ,proprietário
propietaria,owner,业主,yè zhǔ,proprietário
inquilino,tenant,租户,zū hù,inquilino
inquilina,tenant,租户,zū hù,inquilino
valorar,to appraise,评估,píng gū,avaliar
inmobiliaria,real estate,房地产,fáng dì chǎn,imobiliário
lote,plot,地块,dì kuài,lote
parcela,parcel,地块,dì kuài,parcela
arrendamiento,lease,租赁,zū lìn,arrendamento
desalojo,eviction,驱逐,qū zhú,despejo
embargo,seizure,查封,chá fēng,penhora
los bienes,the goods,货物,huò wù,as mercadorias
bienes raíces,real estate,房地产,fáng dì chǎn,imobiliário
el inmueble,the property,财产,cái chǎn,a propriedade
un inmueble,a property,财产,cái chǎn,uma propriedade
el terreno,the land,土地,tǔ dì,o terreno
un terreno,a piece of land,一块土地,yī kuài tǔ dì,um pedaço de terra
hay que alquilar,you have to rent,你必须租,nǐ bì xū zū,você tem que alugar
voy a alquilar,I'm going to rent,我要租,wǒ yào zū,Vou alugar
el alquiler,the rent,租金,zū jīn,o aluguel
un alquiler,a rental,出租,chū zū,um aluguel
la renta,the income,收入,shōu rù,a renda
una renta,an income,收入,shōu rù,uma renda
el propietario,the owner,业主,yè zhǔ,o dono
un propietario,an owner,业主,yè zhǔ,um proprietário
la propietaria,the owner,业主,yè zhǔ,o dono
una propietaria,an owner,业主,yè zhǔ,um proprietário
el inquilino,the tenant,租户,zū hù,o inquilino
un inquilino,a tenant,租户,zū hù,um inquilino
la inquilina,the tenant,租户,zū hù,o inquilino
una inquilina,a tenant,租户,zū hù,um inquilino
hay que valorar,must be valued,必须重视,bì xū zhòng shì,deve ser valorizado
voy a valorar,I will value,我会珍惜,wǒ huì zhēn xī,Vou valorizar
la inmobiliaria,the real estate,房地产,fáng dì chǎn,o imobiliário
una inmobiliaria,a real estate,房地产,fáng dì chǎn,um imóvel
el lote,the lot,地段,dì duàn,o lote
un lote,a plot,地块,dì kuài,um lote
la parcela,the parcel,地块,dì kuài,a parcela
una parcela,a parcel,地块,dì kuài,uma parcela
el arrendamiento,the lease,租约,zū yuē,o arrendamento
un arrendamiento,a lease,租约,zū yuē,um arrendamento
el desalojo,the eviction,驱逐,qū zhú,o despejo
un desalojo,an eviction,驱逐,qū zhú,um despejo
el embargo,the embargo,禁运,jìn yùn,o embargo
un embargo,an embargo,禁运,jìn yùn,um embargo
