spanish,english,chinese,pinyin,portuguese
separo,I separate,我分开,wǒ fēn kāi,Eu separo
separas,you separate,你们分开,nǐ men fēn kāi,você separa
separa,separates,分隔,fēn gé,separa
separamos,we separate,我们分开,wǒ men fēn kāi,nos separamos
separáis,you separate,你们分开,nǐ men fēn kāi,você separa
separan,separate,分开,fēn kāi,separar
separar,separate,分开,fēn kāi,separar
separarse,break up,分手,fēn shǒu,terminar
separación,separation,分离,fēn lí,separação
apartar,set aside,放在一边,fàng zài yī biān,reservar
yo separo,I separate,我分开,wǒ fēn kāi,Eu separo
lo separo,I separate it,我把它分开,wǒ bǎ tā fēn kāi,Eu separo
tú separas,you separate,你们分开,nǐ men fēn kāi,você separa
lo separas,you separate it,你把它分开,nǐ bǎ tā fēn kāi,você separa
él separa,he separates,他分开,tā fēn kāi,ele separa
lo separa,separates it,将其分开,jiāng qí fēn kāi,separa
nosotros separamos,we separate,我们分开,wǒ men fēn kāi,nos separamos
lo separamos,we separate it,我们把它分开,wǒ men bǎ tā fēn kāi,nós separamos
vosotros separáis,you separate,你们分开,nǐ men fēn kāi,você separa
lo separáis,you separate it,你把它分开,nǐ bǎ tā fēn kāi,você separa
ellos separan,they separate,他们分开,tā men fēn kāi,eles se separam
lo separan,they separate it,他们把它分开,tā men bǎ tā fēn kāi,eles separam
quiero separar,I want to separate,我想分开,wǒ xiǎng fēn kāi,Quero separar
voy a separar,I'm going to separate,我要分开,wǒ yào fēn kāi,Vou separar
hay que separarse,we have to separate,我们必须分开,wǒ men bì xū fēn kāi,temos que separar
sin separarse,without separating,不分离,bù fēn lí,sem separar
la separación,the separation,分离,fēn lí,a separação
una separación,a separation,一次分离,yī cì fēn lí,uma separação
hay que apartar,you have to set aside,你必须留出,nǐ bì xū liú chū,você tem que deixar de lado
voy a apartar,I'm going to separate,我要分开,wǒ yào fēn kāi,eu vou separar
