spanish,english,chinese,pinyin,portuguese
acepto,I accept,我接受,wǒ jiē shòu,Eu aceito
aceptas,you accept,你接受,nǐ jiē shòu,você aceita
acepta,he/she accepts,接受,jiē shòu,ele/ela aceita
aceptamos,we accept,我们接受,wǒ men jiē shòu,aceitamos
aceptáis,you accept,你接受,nǐ jiē shòu,vocês aceitam
aceptan,they accept,接受,jiē shòu,eles aceitam
aceptar,to accept,接受,jiē shòu,aceitar
aceptación,acceptance,接受,jiē shòu,aceitação
aprobación,approval,批准,pī zhǔn,aprovação
admisión,admission,入场,rù chǎng,admissão
yo acepto,I accept,我接受,wǒ jiē shòu,Eu aceito
lo acepto,I accept it,我接受,wǒ jiē shòu,Eu aceito isso
tú aceptas,you accept,你接受,nǐ jiē shòu,você aceita
lo aceptas,you accept it,你接受它,nǐ jiē shòu tā,você aceita isso
él acepta,he accepts,他接受,tā jiē shòu,ele aceita
lo acepta,he/she accepts it,接受它,jiē shòu tā,ele/ela aceita isso
nosotros aceptamos,we accept,我们接受,wǒ men jiē shòu,aceitamos
lo aceptamos,we accept it,我们接受它,wǒ men jiē shòu tā,nós aceitamos
vosotros aceptáis,you accept,你接受,nǐ jiē shòu,vocês aceitam
lo aceptáis,you accept it,你接受它,nǐ jiē shòu tā,vocês aceitam isso
ellos aceptan,they accept,他们接受,tā men jiē shòu,eles aceitam
lo aceptan,they accept it,他们接受它,tā men jiē shòu tā,eles aceitam
quiero aceptar,I want to accept,我想接受,wǒ xiǎng jiē shòu,Eu quero aceitar
voy a aceptar,I will accept,我会接受,wǒ huì jiē shòu,Vou aceitar
la aceptación,acceptance,接受,jiē shòu,aceitação
con aceptación,with acceptance,接受,jiē shòu,com aceitação
la aprobación,approval,批准,pī zhǔn,aprovação
sin aprobación,without approval,未经批准,wèi jīng pī zhǔn,sem aprovação
la admisión,admission,入场,rù chǎng,admissão
una admisión,an admission,入场,rù chǎng,uma admissão
