spanish,english,chinese,pinyin,portuguese
sugiero,I suggest,我建议,wǒ jiàn yì,Eu sugiro
sugieres,you suggest,你建议,nǐ jiàn yì,você sugere
sugiere,suggests,建议,jiàn yì,sugere
sugerimos,we suggest,我们建议,wǒ men jiàn yì,sugerimos
sugerís,you suggest,你建议,nǐ jiàn yì,você sugere
sugieren,suggest,建议,jiàn yì,sugerir
sugerir,suggest,建议,jiàn yì,sugerir
sugerencia,suggestion,建议,jiàn yì,sugestão
consejo,advice,建议,jiàn yì,conselhos
yo sugiero,I suggest,我建议,wǒ jiàn yì,Eu sugiro
te sugiero,I suggest you,我建议你,wǒ jiàn yì nǐ,Eu sugiro você
tú sugieres,you suggest,你建议,nǐ jiàn yì,você sugere
me sugieres,do you suggest me,你建议我吗,nǐ jiàn yì wǒ ma,você me sugere
él sugiere,he suggests,他建议,tā jiàn yì,ele sugere
me sugiere,suggests me,建议我,jiàn yì wǒ,me sugere
nosotros sugerimos,we suggest,我们建议,wǒ men jiàn yì,sugerimos
les sugerimos,we suggest,我们建议,wǒ men jiàn yì,sugerimos
vosotros sugerís,you suggest,你建议,nǐ jiàn yì,você sugere
me sugerís,you suggest me,你建议我,nǐ jiàn yì wǒ,você me sugere
ellos sugieren,they suggest,他们建议,tā men jiàn yì,eles sugerem
me sugieren,suggest me,建议我,jiàn yì wǒ,me sugira
quiero sugerir,I want to suggest,我想建议,wǒ xiǎng jiàn yì,Quero sugerir
voy a sugerir,I will suggest,我会建议,wǒ huì jiàn yì,Vou sugerir
la sugerencia,the suggestion,建议,jiàn yì,a sugestão
una sugerencia,a suggestion,一个建议,yí gè jiàn yì,uma sugestão
el consejo,the advice,建议,jiàn yì,o conselho
un consejo,a piece of advice,一个建议,yí gè jiàn yì,um conselho
