spanish,english,chinese,pinyin,portuguese
acuerdo,agreement,协议,xié yì,acordo
acuerdas,you agree,你同意,nǐ tóng yì,você concorda
acuerda,agree,同意,tóng yì,concorda
acordamos,we agree,我们同意,wǒ men tóng yì,concordamos
acordáis,do you agree,你同意吗,nǐ tóng yì ma,vocês concordam
acuerdan,agree,同意,tóng yì,concordam
acordar,agree,同意,tóng yì,concordar
convenio,agreement,协议,xié yì,acordo
pacto,pact,契约,qì yuē,pacto
yo acuerdo,I agree,我同意,wǒ tóng yì,Eu concordo
llegar a un acuerdo,reach an agreement,达成协议,dá chéng xié yì,chegar a um acordo
tú acuerdas,you agree,你同意,nǐ tóng yì,você concorda
te acuerdas,do you remember,你还记得,nǐ hái jì de,você se lembra
él acuerda,he agrees,他同意,tā tóng yì,ele concorda
se acuerda,remembers,记得,jì de,lembra
nosotros acordamos,we agree,我们同意,wǒ men tóng yì,concordamos
nos acordamos,we remember,我们记得,wǒ men jì de,lembramos
vosotros acordáis,you agree,你同意,nǐ tóng yì,vocês concordam
os acordáis,do you remember,你还记得,nǐ hái jì de,vocês se lembram
ellos acuerdan,they agree,他们同意,tā men tóng yì,eles concordam
se acuerdan,they remember,他们记得,tā men jì de,eles se lembram
quiero acordar,I want to agree,我要记住,wǒ yào jì zhù,Quero lembrar
voy a acordar,I will agree,我会记住,wǒ huì jì zhù,Vou lembrar
el convenio,the agreement,协议,xié yì,o acordo
un convenio,an agreement,协议,xié yì,um acordo
el pacto,the pact,协议,xié yì,o pacto
un pacto,a pact,一个契约,yí gè qì yuē,um pacto
