spanish,english,chinese,pinyin,portuguese
explico,I explain,我解释一下,wǒ jiě shì yī xià,Eu explico
explicas,you explain,你解释一下,nǐ jiě shì yī xià,você explica
explica,explains,解释,jiě shì,explica
explicamos,we explain,我们解释,wǒ men jiě shì,nós explicamos
explicáis,you explain,你解释一下,nǐ jiě shì yī xià,você explica
explican,explain,解释一下,jiě shì yī xià,explicar
explicar,explain,解释一下,jiě shì yī xià,explicar
explicación,explanation,解释,jiě shì,explicação
entender,understand,了解,liǎo jiě,entenda
comprensión,understanding,理解,lǐ jiě,compreensão
yo explico,I explain,我解释一下,wǒ jiě shì yī xià,Eu explico
te explico,I'll explain to you,我给你解释一下,wǒ gěi nǐ jiě shì yī xià,Eu vou te explicar
tú explicas,you explain,你解释一下,nǐ jiě shì yī xià,você explica
me explicas,explain to me,给我解释一下,gěi wǒ jiě shì yī xià,me explique
él explica,he explains,他解释说,tā jiě shì shuō,ele explica
lo explica,explains it,解释一下,jiě shì yī xià,explica
nosotros explicamos,we explain,我们解释,wǒ men jiě shì,nós explicamos
lo explicamos,we explain it,我们解释一下,wǒ men jiě shì yī xià,nós explicamos
vosotros explicáis,you explain,你解释一下,nǐ jiě shì yī xià,você explica
lo explicáis,you explain it,你解释一下,nǐ jiě shì yī xià,você explica
ellos explican,they explain,他们解释,tā men jiě shì,eles explicam
lo explican,they explain it,他们解释了,tā men jiě shì le,eles explicam
quiero explicar,I want to explain,我想解释一下,wǒ xiǎng jiě shì yī xià,Eu quero explicar
voy a explicar,I will explain,我来解释一下,wǒ lái jiě shì yī xià,Vou explicar
la explicación,the explanation,解释,jiě shì,a explicação
una explicación,an explanation,解释,jiě shì,uma explicação
hay que entender,you have to understand,你必须明白,nǐ bì xū míng bái,você tem que entender
quiero entender,I want to understand,我想了解,wǒ xiǎng liǎo jiě,Eu quero entender
la comprensión,understanding,理解,lǐ jiě,compreensão
buena comprensión,good understanding,很好的理解,hěn hǎo de lǐ jiě,bom entendimento
