spanish,english,chinese,pinyin,portuguese
como,I eat,我吃,zuò wéi,como
bebo,I drink,我喝,wǒ hē,eu bebo
madrugo,I wake up early,我早起,zǎo qǐ zhě,madrugador
despertarse,wake up,醒来,xǐng lái,acordar
ducharse,shower,淋浴,lín yù,banho
vestirse,get dressed,穿好衣服,chuān hǎo yī fú,vestir-se
trabajo,job,工作,gōng zuò,trabalho
estudio,study,学习,xué xí,estudar
ordeno,I organize,我整理,wǒ dìng gòu,eu ordeno
escucho,I'm listening,我在听,wǒ zài tīng,estou ouvindo
ceno,I have dinner,我吃晚饭,wǒ chī wǎn fàn,eu janto
merienda,snack,小吃,xiǎo chī,lanche
corro,I run,我跑,wǒ pǎo,eu corro
arreglo,I fix,安排,ān pái,arranjo
platico,I talk,我说话,wǒ shuō huà,eu falo
yo como,I eat,我吃,wǒ chī,eu como
como bien,I eat well,我吃得好,wǒ chī dé hǎo,eu como bem
yo bebo,I drink,我喝,wǒ hē,eu bebo
bebo agua,I drink water,我喝水,wǒ hē shuǐ,eu bebo água
yo madrugo,I get up early,我起得很早,wǒ qǐ dé hěn zǎo,eu acordo cedo
madrugo mucho,I get up very early,我起得很早,wǒ qǐ dé hěn zǎo,Eu acordo muito cedo
antes de despertarse,before waking up,醒来之前,xǐng lái zhī qián,antes de acordar
al despertarse,when waking up,醒来时,xǐng lái shí,ao acordar
para ducharse,to shower,淋浴,lín yù,tomar banho
después de ducharse,after showering,淋浴后,lín yù hòu,depois do banho
hay que vestirse,you have to dress,你必须穿好衣服,nǐ bì xū chuān hǎo yī fú,você tem que se vestir
al vestirse,when dressing,穿衣时,chuān yī shí,ao se vestir
yo trabajo,I work,我的工作,wǒ de gōng zuò,Eu trabalho
trabajo mucho,I work a lot,我工作很多,wǒ gōng zuò hěn duō,Eu trabalho muito
yo estudio,I study,我学习,wǒ xué xí,Eu estudo
estudio español,I study Spanish,西班牙语学习,xī bān yá yǔ xué xí,Estudo espanhol
yo ordeno,I order,我整理,wǒ dìng gòu,eu ordeno
ordeno todo,I order everything,我订购一切,wǒ dìng gòu yī qiè,eu ordeno tudo
yo escucho,I listen,我听,wǒ tīng,eu escuto
escucho música,I listen to music,我听音乐,wǒ tīng yīn yuè,eu ouço música
yo ceno,I have dinner,我吃晚饭了,wǒ chī wǎn fàn le,eu janto
ceno tarde,I have dinner late,晚饭,wǎn fàn,jantar tardio
la merienda,the snack,小吃,xiǎo chī,o lanche
hora de merienda,snack time,点心时间,diǎn xīn shí jiān,hora do lanche
yo corro,I run,我跑,wǒ pǎo,eu corro
corro rápido,I run fast,我跑得快,wǒ pǎo dé kuài,Eu corro rápido
yo arreglo,I fix,我整理,wǒ xiū fù,eu conserto
arreglo todo,I fix everything,我修复一切,wǒ xiū fù yī qiè,eu conserto tudo
yo platico,I talk,我说话,wǒ shuō huà,eu falo
platico contigo,I talk to you,我跟你说话,wǒ gēn nǐ shuō huà,eu falo com você
