spanish,english,chinese,pinyin,portuguese
busco,I'm looking for,我正在寻找,wǒ zhèng zài xún zhǎo,estou procurando
buscas,you look for (informal),你在寻找,nǐ zài xún zhǎo,você está procurando
busca,search,搜索,sōu suǒ,procurar
buscamos,we look for,我们寻找,wǒ men xún zhǎo,procuramos
buscáis,you search (informal plural),你们搜索,nǐ men sōu suǒ,vocês pesquisam
buscan,search,搜索,sōu suǒ,procurar
buscar,search,搜索,sōu suǒ,procurar
hallar,find,查找,chá zhǎo,encontrar
yo busco,I am looking for,我正在寻找,wǒ zhèng zài xún zhǎo,estou procurando
busco trabajo,I'm looking for a job,我正在找工作,wǒ zhèng zài zhǎo gōng zuò,estou procurando emprego
tú buscas,you search (informal),你搜索,nǐ sōu suǒ,você pesquisa
qué buscas,what are you looking for,你在找什么,nǐ zài zhǎo shén me,o que você está procurando
él busca,he searches,他搜索,tā sōu suǒ,ele procura
busca ayuda,seek help,寻求帮助,xún qiú bāng zhù,procure ajuda
nosotros buscamos,we look for,我们寻找,wǒ men xún zhǎo,procuramos
lo buscamos,we look for it,我们寻找它,wǒ men xún zhǎo tā,procuramos por isso
vosotros buscáis,you search (informal plural),你们搜索,nǐ men sōu suǒ,vocês pesquisam
qué buscáis,what are you looking for,你们在找什么,nǐ men zài zhǎo shén me,o que vocês estão procurando
ellos buscan,they search,他们搜索,tā men sōu suǒ,eles pesquisam
lo buscan,they look for it,他们寻找它,tā men xún zhǎo tā,eles procuram
hay que buscar,you have to search,你必须搜索,nǐ bì xū sōu suǒ,você tem que pesquisar
voy a buscar,I'm going to look,我去看看,wǒ qù kàn kàn,vou dar uma olhada
sin hallar,without finding,未找到,wèi zhǎo dào,sem encontrar
puedo hallar,I can find,我可以找到,wǒ kě yǐ zhǎo dào,eu posso encontrar
