spanish,english,chinese,pinyin,portuguese
enfrío,I cool,冷,lěng,esfrio
enfrías,you cool,你冷却,nǐ lěng què,você esfria
enfría,cools,冷却,lěng què,esfria
enfriamos,we cool,我们冷却,wǒ men lěng què,nós esfriamos
enfriáis,you cool,你们冷却,nǐ men lěng què,vocês esfriam
enfrían,they cool,冷却,lěng què,esfriam
enfriar,to cool,冷却,lěng què,esfriar
enfriamiento,cooling,冷却,lěng què,resfriamento
refrigeración,cooling,冷却,lěng què,resfriamento
escarchado,frosty,霜冻,shuāng dòng,gelado
yo enfrío,I cool,我冷却,wǒ lěng què,Eu esfrio
lo enfrío,I cool it,我凉了,wǒ liáng le,Eu esfrio
tú enfrías,you cool,你冷却,nǐ lěng què,você esfria
lo enfrías,you cool it,你冷却它,nǐ lěng què tā,você esfria isso
él enfría,he cools,他冷却,tā lěng què,ele esfria
lo enfría,cools it,冷却它,lěng què tā,esfria
nosotros enfriamos,we cool,我们冷却,wǒ men lěng què,nós esfriamos
lo enfriamos,we cool it,我们冷却它,wǒ men lěng què tā,nós esfriamos
vosotros enfriáis,you cool,你们冷却,nǐ men lěng què,vocês esfriam
lo enfriáis,you cool it,你们冷却它,nǐ men lěng què tā,vocês esfriam isso
ellos enfrían,they cool,他们冷却,tā men lěng què,eles esfriam
lo enfrían,they cool it,他们冷却它,tā men lěng què tā,eles esfriam
quiero enfriar,I want to cool,我想凉快,wǒ xiǎng liáng kuài,Eu quero esfriar
voy a enfriar,I'm going to cool,我要凉了,wǒ yào liáng le,Vou esfriar
el enfriamiento,cooling,冷却,lěng què,resfriamento
un enfriamiento,a cooling,冷却,lěng què,um resfriamento
la refrigeración,cooling,冷却,lěng què,resfriamento
sin refrigeración,without refrigeration,无需冷藏,wú xū lěng cáng,sem refrigeração
está escarchado,it's frosty,结霜了,jié shuāng le,está gelado
muy escarchado,very frosty,霜冻,shuāng dòng,muito gelado
