spanish,english,chinese,pinyin,portuguese
atracción,attraction,景点,jǐng diǎn,atração
monumento,monument,纪念碑,jì niàn bēi,monumento
hostal,hostel,宿舍,sù shè,albergue
pensión,guesthouse,民宿,mín sù,pensão
albergue,hostel,宿舍,sù shè,albergue
guía,guide,指导,zhǐ dǎo,guia
visitar,visit,访问,fǎng wèn,visite
itinerario,itinerary,行程,xíng chéng,itinerário
recorrido,tour,游览,yóu lǎn,passeio
caminata,hike,远足,yuǎn zú,caminhada
senderismo,hiking,徒步旅行,tú bù lǚ xíng,caminhadas
alojamiento,accommodation,住宿,zhù sù,alojamento
hospedaje,accommodation,住宿,zhù sù,alojamento
posada,inn,客栈,kè zhàn,pousada
cabaña,cabin,小屋,xiǎo wū,cabana
tienda de campaña,tent,帐篷,zhàng péng,barraca
mochilero,backpacker,背包客,bēi bāo kè,mochileiro
safari,safari,野生动物园,yě shēng dòng wù yuán,safári
crucero,cruise,巡航,xún háng,cruzeiro
la atracción,the attraction,景点,jǐng diǎn,a atração
una atracción,an attraction,一个景点,yí gè jǐng diǎn,uma atração
el monumento,the monument,纪念碑,jì niàn bēi,o monumento
un monumento,a monument,一座纪念碑,yī zuò jì niàn bēi,um monumento
el hostal,the hostel,宿舍,sù shè,o albergue
un hostal,a hostel,旅馆,lǚ guǎn,um albergue
la pensión,the guesthouse,民宿,mín sù,a pensão
una pensión,a guesthouse,民宿,mín sù,uma pensão
el albergue,the hostel,宿舍,sù shè,o albergue
un albergue,a hostel,旅馆,lǚ guǎn,um albergue
el guía,the guide,指南,zhǐ nán,o guia
un guía,a guide,指南,zhǐ nán,um guia
hay que visitar,must visit,必须参观,bì xū cān guān,deve visitar
voy a visitar,I'm going to visit,我要去参观,wǒ yào qù cān guān,Vou visitar
el itinerario,the itinerary,行程,xíng chéng,o itinerário
un itinerario,an itinerary,行程,xíng chéng,um itinerário
el recorrido,the tour,巡演,xún yǎn,o passeio
un recorrido,a tour,游览,yóu lǎn,um passeio
la caminata,the walk,步行,bù xíng,a caminhada
una caminata,a walk,散步,sàn bù,uma caminhada
el senderismo,hiking,徒步旅行,tú bù lǚ xíng,caminhadas
de senderismo,hiking,徒步旅行,tú bù lǚ xíng,caminhadas
el alojamiento,the accommodation,住宿,zhù sù,o alojamento
un alojamiento,an accommodation,住宿,zhù sù,um alojamento
el hospedaje,the accommodation,住宿,zhù sù,o alojamento
un hospedaje,a lodging,住宿,zhù sù,um alojamento
la posada,the inn,旅馆,lǚ guǎn,a pousada
una posada,an inn,一家旅馆,yī jiā lǚ guǎn,uma pousada
la cabaña,the cabin,小屋,xiǎo wū,a cabana
una cabaña,a cabin,一间小屋,yī jiān xiǎo wū,uma cabana
la tienda de campaña,the tent,帐篷,zhàng péng,a tenda
una tienda de campaña,a tent,一个帐篷,yí gè zhàng péng,uma tenda
el mochilero,the backpacker,背包客,bēi bāo kè,o mochileiro
un mochilero,a backpacker,背包客,bēi bāo kè,um mochileiro
el safari,the safari,野生动物园,yě shēng dòng wù yuán,o safári
un safari,a safari,旅行,lǚ xíng,um safári
el crucero,the cruise,游轮,yóu lún,o cruzeiro
un crucero,a cruise,游轮,yóu lún,um cruzeiro
