spanish,english,chinese,pinyin,portuguese
dirijo,I direct,我指挥,wǒ zhǐ huī,Eu dirijo
diriges,you direct,你指挥,nǐ zhǐ huī,você dirige
dirige,he/she directs,指挥,zhǐ huī,direciona
dirigimos,we direct,我们指导,wǒ men zhǐ dǎo,nós direcionamos
dirigís,you direct,你指挥,nǐ zhǐ huī,você dirige
dirigen,they direct,直接,zhí jiē,direto
dirigir,to direct,直接,zhí jiē,direto
liderazgo,leadership,领导,lǐng dǎo,liderança
guiar,to guide,指导,zhǐ dǎo,guia
orientar,to guide,指导,zhǐ dǎo,guia
yo dirijo,I direct,我指挥,wǒ zhǐ huī,Eu dirijo
lo dirijo,I direct it,我指挥,wǒ zhǐ huī,Eu dirijo
tú diriges,you direct,你指挥,nǐ zhǐ huī,você dirige
lo diriges,you direct it,你指挥它,nǐ zhǐ huī tā,você dirige
él dirige,he directs,他指挥,tā zhǐ huī,ele dirige
lo dirige,he/she directs it,指挥它,zhǐ huī tā,direciona
nosotros dirigimos,we direct,我们指导,wǒ men zhǐ dǎo,nós direcionamos
lo dirigimos,we direct it,我们指挥它,wǒ men zhǐ huī tā,nós direcionamos
vosotros dirigís,you direct,你指挥,nǐ zhǐ huī,você dirige
lo dirigís,you direct it,你指挥它,nǐ zhǐ huī tā,você dirige
ellos dirigen,they lead,他们领导,tā men lǐng dǎo,eles lideram
lo dirigen,they direct it,他们指挥它,tā men zhǐ huī tā,eles dirigem
quiero dirigir,I want to direct,我要指挥,wǒ yào zhǐ huī,Quero dirigir
voy a dirigir,I'm going to direct,我要指挥,wǒ yào zhǐ huī,Eu vou dirigir
el liderazgo,leadership,领导,lǐng dǎo,liderança
con liderazgo,with leadership,与领导,yǔ lǐng dǎo,com liderança
hay que guiar,you have to guide,你必须引导,nǐ bì xū yǐn dǎo,você tem que orientar
voy a guiar,I will guide,我来指导,wǒ lái zhǐ dǎo,Eu vou guiar
hay que orientar,you have to guide,你必须引导,nǐ bì xū yǐn dǎo,você tem que orientar
voy a orientar,I will guide,我会指导,wǒ huì zhǐ dǎo,eu vou guiar
