spanish,english,chinese,pinyin,portuguese
quedo,stay,留下,liú xià,fique
quedas,stay,留下,liú xià,fique
queda,remains,仍然,réng rán,permanece
quedamos,we meet,我们见面,wǒ men jiàn miàn,nos encontramos
quedáis,you stay,你留下来,nǐ liú xià lái,você fica
quedan,remain,留下,liú xià,permanecem
quedar,stay,留下,liú xià,fique
quedarse,stay,留下,liú xià,fique
reunirse,to meet,聚会,jù huì,conhecer
verse,to see each other,见,jiàn,ver-se
yo quedo,I remain,我依然,wǒ yī rán,Eu permaneço
me quedo,I stay,我留下,wǒ liú xià,Eu fico
tú quedas,you stay,你留下来,nǐ liú xià lái,você fica
te quedas,you stay,你留下来,nǐ liú xià lái,você fica
él queda,he remains,他仍然,tā réng rán,ele permanece
se queda,stays,停留,tíng liú,fica
nosotros quedamos,we are,我们是,wǒ men shì,nós ficamos
nos quedamos,we stay,我们留下,wǒ men liú xià,ficamos
vosotros quedáis,you remain,你仍然,nǐ réng rán,você permanece
os quedáis,you stay,你留下来,nǐ liú xià lái,você fica
ellos quedan,they remain,他们仍然,tā men réng rán,eles permanecem
se quedan,they stay,他们留下,tā men liú xià,eles ficam
vamos a quedar,let's stay,让我们留下来,ràng wǒ men liú xià lái,vamos ficar
hay que quedar,you have to stay,你必须留下来,nǐ bì xū liú xià lái,você tem que ficar
hay que quedarse,you have to stay,你必须留下来,nǐ bì xū liú xià lái,você tem que ficar
sin quedarse,without staying,不留,bù liú,sem ficar
para reunirse,to meet,见面,jiàn miàn,conhecer
hay que reunirse,we have to meet,我们必须见面,wǒ men bì xū jiàn miàn,temos que nos encontrar
para verse,to be seen,待见,dài jiàn,para se ver
hay que verse,must be seen,必须被看到,bì xū bèi kàn dào,deve se ver
