spanish,english,chinese,pinyin,portuguese
siento,I feel,我感觉,wǒ gǎn jué,Eu sinto
sientes,you feel (informal),你感觉,nǐ gǎn jué,você sente
siente,feel,感觉,gǎn jué,sentir
sentimos,we feel,我们感觉,wǒ men gǎn jué,sentimos
sentís,you feel (informal plural),你感觉,nǐ gǎn jué,vocês sentem
sienten,feel,感觉,gǎn jué,sentem
sentir,feel,感觉,gǎn jué,sentir
sentirse,feel,感觉,gǎn jué,sentir
sentimiento,feeling,感觉,gǎn jué,sentimento
sensación,feeling,感觉,gǎn jué,sensação
lo siento,sorry,抱歉,bào qiàn,desculpe
me siento,I feel,我感觉,wǒ gǎn jué,Eu sinto
te sientes,you feel,你感觉,nǐ gǎn jué,você sente
cómo te sientes,how do you feel,你感觉怎么样,nǐ gǎn jué zěn me yàng,como você se sente
se siente,feels,感觉,gǎn jué,sente
cómo se siente,how does it feel,感觉如何,gǎn jué rú hé,como se sente
nos sentimos,we feel,我们感觉,wǒ men gǎn jué,sentimos
lo sentimos,we are sorry,我们很抱歉,wǒ men hěn bào qiàn,sentimos muito
os sentís,you feel (informal plural),你感觉,nǐ gǎn jué,vocês sentem
cómo os sentís,how do you feel,你感觉怎么样,nǐ gǎn jué zěn me yàng,como vocês se sentem
se sienten,they feel,他们觉得,tā men jué de,eles sentem
cómo se sienten,how they feel,他们的感受如何,tā men de gǎn shòu rú hé,como eles se sentem
sin sentir,without feeling,没有感觉,méi yǒu gǎn jué,sem sentir
hacerse sentir,make yourself felt,让自己感受到,ràng zì jǐ gǎn shòu dào,faça-se sentir
hay que sentirse,you have to feel,你必须感觉,nǐ bì xū gǎn jué,você tem que sentir
al sentirse,when feeling,当感觉,dāng gǎn jué,ao sentir
un sentimiento,a feeling,是一种感觉,shì yī zhǒng gǎn jué,um sentimento
mi sentimiento,my feeling,我的感觉,wǒ de gǎn jué,meu sentimento
una sensación,a feeling,一种感觉,yī zhǒng gǎn jué,um sentimento
la sensación,the feeling,感觉,gǎn jué,o sentimento
