spanish,english,chinese,pinyin,portuguese
once,eleven,十一,shí yī,onze
doce,twelve,十二,shí èr,doze
trece,thirteen,十三,shí sān,treze
catorce,fourteen,十四,shí sì,catorze
quince,fifteen,十五,shí wǔ,quinze
dieciséis,sixteen,十六,shí liù,dezesseis
diecisiete,seventeen,十七,shí qī,dezessete
dieciocho,eighteen,十八,shí bā,dezoito
diecinueve,nineteen,十九,shí jiǔ,dezenove
veinte,twenty,二十,èr shí,vinte
las once,eleven o'clock,十一点,shí yī diǎn,as onze
a las once,at eleven,在十一点,zài shí yī diǎn,às onze
las doce,twelve o'clock,十二点,shí èr diǎn,as doze
a las doce,at twelve,在十二点,zài shí èr diǎn,às doze
trece años,thirteen years,十三岁,shí sān suì,treze anos
el trece,the thirteenth,十三号,shí sān hào,o treze
catorce días,fourteen days,十四天,shí sì tiān,catorze dias
el catorce,the fourteenth,十四号,shí sì hào,o catorze
quince minutos,fifteen minutes,十五分钟,shí wǔ fēn zhōng,quinze minutos
el quince,the fifteenth,十五号,shí wǔ hào,o quinze
dieciséis años,sixteen years,十六岁,shí liù suì,dezesseis anos
el dieciséis,the sixteenth,十六号,shí liù hào,o dezesseis
diecisiete años,seventeen years,十七岁,shí qī suì,dezessete anos
el diecisiete,the seventeenth,十七号,shí qī hào,o dezessete
dieciocho años,eighteen years,十八岁,shí bā suì,dezoito anos
el dieciocho,the eighteenth,十八号,shí bā hào,o dezoito
diecinueve años,nineteen years,十九岁,shí jiǔ suì,dezenove anos
el diecinueve,the nineteenth,十九号,shí jiǔ hào,o dezenove
veinte años,twenty years,二十岁,èr shí suì,vinte anos
los veinte,the twenties,二十几,èr shí jǐ,os vinte
