spanish,english,chinese,pinyin,portuguese
científico,scientist,科学家,kē xué jiā,cientista
científica,scientist,科学,kē xué,científico
experimento,experiment,实验,shí yàn,experimento
investigación,research,研究,yán jiū,pesquisa
descubrimiento,discovery,发现,fā xiàn,descoberta
teoría,theory,理论,lǐ lùn,teoria
hipótesis,hypothesis,假设,jiǎ shè,hipótese
resultado,result,结果,jié guǒ,resultado
dato,data,数据,shù jù,dados
evidencia,evidence,证据,zhèng jù,evidências
método,method,方法,fāng fǎ,método
tecnología,technology,技术,jì shù,tecnologia
innovación,innovation,创新,chuàng xīn,inovação
invento,invention,发明,fā míng,invenção
descubrir,discover,发现,fā xiàn,descubra
investigar,investigate,调查,diào chá,investigar
observación,observation,观察,guān chá,observação
variable,variable,变量,biàn liàng,variável
constante,constant,常数,cháng shù,constante
el científico,the scientist,科学家,kē xué jiā,o cientista
un científico,a scientist,科学家,kē xué jiā,um cientista
la científica,the scientist,科学家,kē xué jiā,o cientista
una científica,a scientist,科学家,kē xué jiā,um cientista
el experimento,the experiment,实验,shí yàn,o experimento
un experimento,an experiment,一个实验,yí gè shí yàn,um experimento
la investigación,research,研究,yán jiū,pesquisa
una investigación,an investigation,调查,diào chá,uma investigação
el descubrimiento,the discovery,发现,fā xiàn,a descoberta
un descubrimiento,a discovery,一个发现,yí gè fā xiàn,uma descoberta
la teoría,the theory,理论,lǐ lùn,a teoria
una teoría,a theory,理论,lǐ lùn,uma teoria
la hipótesis,the hypothesis,假设,jiǎ shè,a hipótese
una hipótesis,a hypothesis,假设,jiǎ shè,uma hipótese
el resultado,the result,结果,jié guǒ,o resultado
un resultado,a result,结果,jié guǒ,um resultado
el dato,the data,数据,shù jù,os dados
un dato,a piece of information,一条信息,yī tiáo xìn xī,uma informação
la evidencia,the evidence,证据,zhèng jù,as evidências
sin evidencia,no evidence,没有证据,méi yǒu zhèng jù,nenhuma evidência
el método,the method,方法,fāng fǎ,o método
un método,a method,一个方法,yí gè fāng fǎ,um método
la tecnología,technology,技术,jì shù,tecnologia
nueva tecnología,new technology,新技术,xīn jì shù,nova tecnologia
la innovación,innovation,创新,chuàng xīn,inovação
una innovación,an innovation,一项创新,yī xiàng chuàng xīn,uma inovação
el invento,the invention,发明,fā míng,a invenção
un invento,an invention,一项发明,yī xiàng fā míng,uma invenção
hay que descubrir,must be discovered,必须被发现,bì xū bèi fā xiàn,deve ser descoberto
voy a descubrir,I'm going to discover,我会发现,wǒ huì fā xiàn,Vou descobrir
hay que investigar,we have to investigate,我们必须调查,wǒ men bì xū diào chá,temos que investigar
voy a investigar,I'm going to investigate,我要调查一下,wǒ yào diào chá yī xià,Vou investigar
la observación,the observation,观察,guān chá,a observação
una observación,an observation,观察,guān chá,uma observação
la variable,the variable,变量,biàn liàng,a variável
una variable,a variable,变量,biàn liàng,uma variável
la constante,the constant,常数,cháng shù,a constante
una constante,a constant,一个常数,yí gè cháng shù,uma constante
