spanish,english,chinese,pinyin,portuguese
decido,I decide,我决定,wǒ jué dìng,Eu decido
decides,you decide,你决定,nǐ jué dìng,você decide
decide,he/she decides,决定,jué dìng,decide
decidimos,we decided,我们决定,wǒ men jué dìng,nós decidimos
decidís,you decide,你决定,nǐ jué dìng,você decide
deciden,they decide,决定,jué dìng,decidir
decidir,to decide,决定,jué dìng,decidir
decisión,decision,决定,jué dìng,decisão
determinación,determination,决心,jué xīn,determinação
resolución,resolution,分辨率,fēn biàn lǜ,resolução
yo decido,I decide,我决定,wǒ jué dìng,Eu decido
lo decido,I decide,我决定,wǒ jué dìng,Eu decido
tú decides,you decide,你决定,nǐ jué dìng,você decide
lo decides,you decide,你决定,nǐ jué dìng,você decide
él decide,he decides,他决定,tā jué dìng,ele decide
lo decide,he/she decides it,决定了,jué dìng le,decide
nosotros decidimos,we decide,我们决定,wǒ men jué dìng,nós decidimos
lo decidimos,we decided,我们决定,wǒ men jué dìng,nós decidimos
vosotros decidís,you decide,你决定,nǐ jué dìng,você decide
lo decidís,you decide,你决定,nǐ jué dìng,você decide
ellos deciden,they decide,他们决定,tā men jué dìng,eles decidem
lo deciden,they decide,他们决定,tā men jué dìng,eles decidem
quiero decidir,I want to decide,我要决定,wǒ yào jué dìng,Eu quero decidir
voy a decidir,I'm going to decide,我要决定,wǒ yào jué dìng,Eu vou decidir
la decisión,the decision,决定,jué dìng,a decisão
una decisión,a decision,一个决定,yí gè jué dìng,uma decisão
la determinación,determination,决心,jué xīn,determinação
con determinación,with determination,坚决,jiān jué,com determinação
la resolución,the resolution,决议,jué yì,a resolução
una resolución,a resolution,一项决议,yī xiàng jué yì,uma resolução
