spanish,english,chinese,pinyin,portuguese
ciudad,city,城市,chéng shì,cidade
pueblo,town,城镇,chéng zhèn,cidade pequena
calle,street,街道,jiē dào,rua
plaza,plaza/square,广场,guǎng chǎng,praça
parque,park,公园,gōng yuán,parque
tienda,shop,商店,shāng diàn,loja
supermercado,supermarket,超市,chāo shì,supermercado
mercado,market,市场,shì chǎng,mercado
restaurante,restaurant,餐厅,cān tīng,restaurante
bar,bar,酒吧,jiǔ bā,bar
banco,bank,银行,yín háng,banco
oficina,office,办公室,bàn gōng shì,escritório
hospital,hospital,医院,yī yuàn,hospital
farmacia,pharmacy,药店,yào diàn,farmácia
escuela,school,学校,xué xiào,escola
universidad,university,大学,dà xué,universidade
biblioteca,library,图书馆,tú shū guǎn,biblioteca
museo,museum,博物馆,bó wù guǎn,museu
cine,cinema,电影院,diàn yǐng yuàn,cinema
terminal,terminal,终点站,zhōng diǎn zhàn,terminal
la ciudad,the city,这个城市,zhè gè chéng shì,a cidade
en la ciudad,in the city,在城市里,zài chéng shì lǐ,na cidade
el pueblo,the town,这个城镇,zhè gè chéng zhèn,a cidade pequena
mi pueblo,my town,我的城镇,wǒ de chéng zhèn,minha cidade
la calle,the street,这条街,zhè tiáo jiē,a rua
en la calle,on the street,在街上,zài jiē shàng,na rua
la plaza,the plaza,这个广场,zhè gè guǎng chǎng,a praça
en la plaza,in the plaza,在广场上,zài guǎng chǎng shàng,na praça
el parque,the park,这个公园,zhè gè gōng yuán,o parque
en el parque,in the park,在公园里,zài gōng yuán lǐ,no parque
la tienda,the shop,这个商店,zhè gè shāng diàn,a loja
en la tienda,in the shop,在商店里,zài shāng diàn lǐ,na loja
el supermercado,the supermarket,这个超市,zhè gè chāo shì,o supermercado
al supermercado,to the supermarket,去超市,qù chāo shì,ao supermercado
el mercado,the market,这个市场,zhè gè shì chǎng,o mercado
en el mercado,in the market,在市场里,zài shì chǎng lǐ,no mercado
el restaurante,the restaurant,这个餐厅,zhè gè cān tīng,o restaurante
en el restaurante,in the restaurant,在餐厅里,zài cān tīng lǐ,no restaurante
el bar,the bar,这个酒吧,zhè gè jiǔ bā,o bar
en el bar,in the bar,在酒吧里,zài jiǔ bā lǐ,no bar
el banco,the bank,这家银行,zhè jiā yín háng,o banco
en el banco,in the bank,在银行里,zài yín háng lǐ,no banco
la oficina,the office,这个办公室,zhè gè bàn gōng shì,o escritório
en la oficina,in the office,在办公室里,zài bàn gōng shì lǐ,no escritório
el hospital,the hospital,这家医院,zhè jiā yī yuàn,o hospital
en el hospital,in the hospital,在医院里,zài yī yuàn lǐ,no hospital
la farmacia,the pharmacy,这家药店,zhè jiā yào diàn,a farmácia
en la farmacia,in the pharmacy,在药店里,zài yào diàn lǐ,na farmácia
la escuela,the school,这所学校,zhè suǒ xué xiào,a escola
en la escuela,in the school,在学校里,zài xué xiào lǐ,na escola
la universidad,the university,这所大学,zhè suǒ dà xué,a universidade
en la universidad,in the university,在大学里,zài dà xué lǐ,na universidade
la biblioteca,the library,这个图书馆,zhè gè tú shū guǎn,a biblioteca
en la biblioteca,in the library,在图书馆里,zài tú shū guǎn lǐ,na biblioteca
el museo,the museum,这个博物馆,zhè gè bó wù guǎn,o museu
en el museo,in the museum,在博物馆里,zài bó wù guǎn lǐ,no museu
el cine,the cinema,这个电影院,zhè gè diàn yǐng yuàn,o cinema
al cine,to the cinema,去电影院,qù diàn yǐng yuàn,ao cinema
la terminal,the terminal,这个终点站,zhè gè zhōng diǎn zhàn,o terminal
en la terminal,in the terminal,在终点站,zài zhōng diǎn zhàn,no terminal
