spanish,english,chinese,pinyin,portuguese
existo,I exist,我存在,wǒ cún zài,Eu existo
existes,you exist,你存在,nǐ cún zài,você existe
existe,exists,存在,cún zài,existe
existimos,we exist,我们存在,wǒ men cún zài,nós existimos
existís,you exist,你存在,nǐ cún zài,você existe
existen,exist,存在,cún zài,existe
existir,exist,存在,cún zài,existe
existencia,existence,存在,cún zài,existência
presencia,presence,存在,cún zài,presença
yo existo,I exist,我存在,wǒ cún zài,Eu existo
sí existo,yes I exist,是的，我存在,shì de ， wǒ cún zài,"sim, eu existo"
tú existes,you exist,你存在,nǐ cún zài,você existe
sí existes,yes you exist,是的，你存在,shì de ， nǐ cún zài,"sim, você existe"
él existe,he exists,他存在,tā cún zài,ele existe
no existe,does not exist,不存在,bù cún zài,não existe
nosotros existimos,we exist,我们存在,wǒ men cún zài,nós existimos
sí existimos,yes we exist,是的，我们存在,shì de ， wǒ men cún zài,"sim, nós existimos"
vosotros existís,you exist,你存在,nǐ cún zài,você existe
sí existís,yes you exist,是的，你存在,shì de ， nǐ cún zài,"sim, você existe"
ellos existen,they exist,它们存在,tā men cún zài,eles existem
no existen,do not exist,不存在,bù cún zài,não existem
puede existir,can exist,可以存在,kě yǐ cún zài,pode existir
debe existir,must exist,必须存在,bì xū cún zài,deve existir
la existencia,existence,存在,cún zài,existência
en existencia,in stock,有现货,yǒu xiàn huò,em estoque
la presencia,the presence,存在,cún zài,a presença
con presencia,with presence,存在,cún zài,com presença
