spanish,english,chinese,pinyin,portuguese
colegio,school,学校,xué xiào,escola
instituto,institute,研究所,yán jiū suǒ,instituto
materia,subject,科目,kē mù,matéria
asignatura,subject,科目,kē mù,disciplina
matemáticas,mathematics,数学,shù xué,matemática
ciencia,science,科学,kē xué,ciência
historia,history,历史,lì shǐ,história
geografía,geography,地理,dì lǐ,geografia
idioma,language,语言,yǔ yán,idioma
español,Spanish,西班牙语,xī bān yá yǔ,Espanhol
inglés,English,英语,yīng yǔ,Inglês
literatura,literature,文学,wén xué,literatura
arte,art,艺术,yì shù,arte
educación,education,教育,jiào yù,educação
estudiar,study,学习,xué xí,estudar
diploma,diploma,文凭,wén píng,diploma
título,degree,学位,xué wèi,diploma
seminario,seminar,研讨会,yán tǎo huì,seminário
facultad,faculty,师资,shī zī,corpo docente
carrera,major,专业,zhuān yè,curso
beca,scholarship,奖学金,jiǎng xué jīn,bolsa de estudos
cursillo,course,课程,kè chéng,curso
posgrado,postgraduate,研究生,yán jiū shēng,pós-graduação
rector,rector,校长,xiào zhǎng,reitor
el colegio,the school,学校,xué xiào,a escola
en el colegio,at school,在学校,zài xué xiào,na escola
el instituto,the institute,该研究所,gāi yán jiū suǒ,o instituto
en el instituto,at the institute,在研究所,zài yán jiū suǒ,no instituto
la materia,the subject,科目,kē mù,a matéria
una materia,a subject,一门科目,yī mén kē mù,uma matéria
la asignatura,the subject,科目,kē mù,a disciplina
una asignatura,a subject,一门科目,yī mén kē mù,uma disciplina
las matemáticas,mathematics,数学,shù xué,matemática
estudiar matemáticas,study mathematics,学习数学,xué xí shù xué,estudar matemática
la ciencia,science,科学,kē xué,ciência
estudiar ciencia,study science,学习科学,xué xí kē xué,estudar ciências
la historia,the story,故事,gù shì,a história
estudiar historia,study history,研究历史,yán jiū lì shǐ,estudar história
la geografía,geography,地理,dì lǐ,geografia
estudiar geografía,study geography,学习地理,xué xí dì lǐ,estudar geografia
el idioma,the language,语言,yǔ yán,a linguagem
un idioma,a language,一种语言,yī zhǒng yǔ yán,uma linguagem
el español,Spanish,西班牙语,xī bān yá yǔ,Espanhol
hablar español,speak Spanish,说西班牙语,shuō xī bān yá yǔ,falar espanhol
el inglés,English,英语,yīng yǔ,Inglês
hablar inglés,speak english,说英语,shuō yīng yǔ,falar inglês
la literatura,literature,文学,wén xué,literatura
estudiar literatura,study literature,学习文学,xué xí wén xué,estudar literatura
el arte,art,艺术,yì shù,arte
estudiar arte,study art,学习艺术,xué xí yì shù,estudar arte
la educación,education,教育,jiào yù,educação
buena educación,good education,良好的教育,liáng hǎo de jiào yù,boa educação
hay que estudiar,you have to study,你必须学习,nǐ bì xū xué xí,você tem que estudar
quiero estudiar,I want to study,我想学习,wǒ xiǎng xué xí,Eu quero estudar
el diploma,the diploma,文凭,wén píng,o diploma
un diploma,a diploma,文凭,wén píng,um diploma
el título,the degree,学位,xué wèi,o diploma
un título,a degree,学位,xué wèi,um diploma
el seminario,the seminar,研讨会,yán tǎo huì,o seminário
un seminario,a seminar,研讨会,yán tǎo huì,um seminário
la facultad,the faculty,师资队伍,shī zī duì wǔ,o corpo docente
en la facultad,in college,在大学,zài dà xué,na faculdade
la carrera,the major,专业,zhuān yè,o curso
una carrera,a major,一个专业,yí gè zhuān yè,um curso
la beca,the scholarship,奖学金,jiǎng xué jīn,a bolsa
una beca,a scholarship,奖学金,jiǎng xué jīn,uma bolsa de estudos
el cursillo,the course,课程,kè chéng,o curso
un cursillo,a course,一门课程,yī mén kè chéng,um curso
el posgrado,the postgraduate,研究生,yán jiū shēng,a pós-graduação
un posgrado,a postgraduate,研究生,yán jiū shēng,uma pós-graduação
el rector,the rector,校长,xiào zhǎng,o reitor
la rectora,the rector,校长,xiào zhǎng,o reitor
