spanish,english,chinese,pinyin,portuguese
traigo,I bring,我带来,wǒ dài lái,Eu trago
traes,you bring,你带来,nǐ dài lái,você traz
trae,brings,带来,dài lái,traz
traemos,we bring,我们带来,wǒ men dài lái,trazemos
traéis,you bring,你带来,nǐ dài lái,você traz
traen,they bring,他们带来,tā men dài lái,eles trazem
traer,bring,带,dài,trazer
recado,message,留言,liú yán,mensagem
encargo,assignment,作业,zuò yè,tarefa
acarrear,carry,携带,xié dài,carregar
yo traigo,I bring,我带来,wǒ dài lái,Eu trago
te traigo,I bring you,我给你带来,wǒ gěi nǐ dài lái,Eu trago para você
tú traes,you bring,你带来,nǐ dài lái,você traz
qué traes,what do you bring,你带了什么,nǐ dài le shén me,o que você traz
él trae,he brings,他带来了,tā dài lái le,ele traz
me trae,brings me,给我带来,gěi wǒ dài lái,me traz
nosotros traemos,we bring,我们带来,wǒ men dài lái,trazemos
lo traemos,we bring it,我们带来它,wǒ men dài lái tā,nós trazemos
vosotros traéis,you bring,你带来,nǐ dài lái,você traz
qué traéis,what do you bring,你带了什么,nǐ dài le shén me,o que você traz
ellos traen,they bring,他们带来,tā men dài lái,eles trazem
lo traen,they bring it,他们带来了,tā men dài lái le,eles trazem
voy a traer,I'm going to bring,我要带,wǒ yào dài,Vou trazer
hay que traer,you have to bring,你必须带,nǐ bì xū dài,você tem que trazer
un recado,a message,一条消息,yī tiáo xiāo xī,uma mensagem
hacer un recado,run an errand,跑腿,pǎo tuǐ,executar uma tarefa
el encargo,the order,订单,dìng dān,a ordem
un encargo,an assignment,作业,zuò yè,uma tarefa
hay que acarrear,you have to carry,你必须携带,nǐ bì xū xié dài,você tem que carregar
voy a acarrear,I'm going to carry,我要携带,wǒ yào xié dài,eu vou carregar
