spanish,english,chinese,pinyin,portuguese
mejoro,I improve,我进步,wǒ jìn bù,Eu melhoro
mejoras,you improve,改进,gǎi jìn,melhorias
mejora,improvement,改进,gǎi jìn,melhoria
mejoramos,we improve,我们改进,wǒ men gǎi jìn,melhoramos
mejoráis,you improve,你进步了,nǐ jìn bù le,você melhora
mejoran,improve,改善,gǎi shàn,melhorar
mejorar,improve,改善,gǎi shàn,melhorar
mejoramiento,improvement,改进,gǎi jìn,melhoria
progreso,progress,进展,jìn zhǎn,progresso
empeorar,get worse,变得更糟,biàn dé gèng zāo,piorar
yo mejoro,I improve,我进步,wǒ jìn bù,Eu melhoro
siempre mejoro,I always improve,我总是进步,wǒ zǒng shì jìn bù,Eu sempre melhoro
tú mejoras,you improve,你进步了,nǐ jìn bù le,você melhora
cómo mejoras,how do you improve,你如何改进,nǐ rú hé gǎi jìn,como você melhora
él mejora,he improves,他进步了,tā jìn bù le,ele melhora
ella mejora,she gets better,她变得更好了,tā biàn dé gèng hǎo le,ela melhora
nosotros mejoramos,we improve,我们改进,wǒ men gǎi jìn,melhoramos
lo mejoramos,we improve it,我们改进它,wǒ men gǎi jìn tā,nós melhoramos
vosotros mejoráis,you improve,你进步了,nǐ jìn bù le,você melhora
cómo mejoráis,how do you improve,你如何改进,nǐ rú hé gǎi jìn,como você melhora
ellos mejoran,they improve,他们改进,tā men gǎi jìn,eles melhoram
siempre mejoran,they always improve,他们总是进步,tā men zǒng shì jìn bù,eles sempre melhoram
quiero mejorar,I want to improve,我想提高,wǒ xiǎng tí gāo,Quero melhorar
hay que mejorar,we have to improve,我们必须改进,wǒ men bì xū gǎi jìn,temos que melhorar
el mejoramiento,the improvement,改进,gǎi jìn,a melhoria
un mejoramiento,an improvement,改进,gǎi jìn,uma melhoria
el progreso,progress,进展,jìn zhǎn,progresso
buen progreso,good progress,良好的进展,liáng hǎo de jìn zhǎn,bom progresso
no hay que empeorar,no need to get worse,没必要变得更糟,méi bì yào biàn dé gèng zāo,não precisa piorar
puede empeorar,can get worse,可能会变得更糟,kě néng huì biàn dé gèng zāo,pode piorar
