spanish,english,chinese,pinyin,portuguese
rechazo,I reject,拒绝,jù jué,Eu rejeito
rechazas,you reject,你拒绝,nǐ jù jué,você rejeita
rechaza,he/she rejects,拒绝,jù jué,rejeita
rechazamos,we reject,我们拒绝,wǒ men jù jué,rejeitamos
rechazáis,you reject,你拒绝,nǐ jù jué,vocês rejeitam
rechazan,they reject,拒绝,jù jué,eles rejeitam
rechazar,to reject,拒绝,jù jué,rejeitar
negación,denial,否认,fǒu rèn,negação
denegación,denial,否认,fǒu rèn,negação
yo rechazo,I reject,我拒绝,wǒ jù jué,Eu rejeito
lo rechazo,I reject it,我拒绝,wǒ jù jué,Eu rejeito isso
tú rechazas,you reject,你拒绝,nǐ jù jué,você rejeita
lo rechazas,you reject it,你拒绝它,nǐ jù jué tā,você rejeita
él rechaza,he rejects,他拒绝,tā jù jué,ele rejeita
lo rechaza,he/she rejects it,拒绝它,jù jué tā,ele/ela rejeita isso
nosotros rechazamos,we reject,我们拒绝,wǒ men jù jué,rejeitamos
lo rechazamos,we reject it,我们拒绝它,wǒ men jù jué tā,nós rejeitamos
vosotros rechazáis,you reject,你拒绝,nǐ jù jué,vocês rejeitam
lo rechazáis,you reject it,你拒绝它,nǐ jù jué tā,vocês rejeitam isso
ellos rechazan,they reject,他们拒绝,tā men jù jué,eles rejeitam
lo rechazan,they reject it,他们拒绝它,tā men jù jué tā,eles rejeitam
quiero rechazar,I want to reject,我想拒绝,wǒ xiǎng jù jué,Quero rejeitar
voy a rechazar,I'm going to reject,我要拒绝,wǒ yào jù jué,Vou rejeitar
la negación,denial,否认,fǒu rèn,negação
una negación,a denial,否认,fǒu rèn,uma negação
la denegación,denial,否认,fǒu rèn,negação
una denegación,a denial,否认,fǒu rèn,uma negação
