spanish,english,chinese,pinyin,portuguese
descanso,rest,休息,xiū xī,descansar
descansas,you rest,你休息吧,nǐ xiū xī ba,você descansa
descansa,he/she rests,休息,xiū xī,descansar
descansamos,we rest,我们休息,wǒ men xiū xī,descansamos
descansáis,you rest,你休息吧,nǐ xiū xī ba,você descansa
descansan,they rest,休息,xiū xī,descansar
descansar,to rest,休息,xiū xī,descansar
reposo,rest,休息,xiū xī,descansar
relajarse,to relax,放松,fàng sōng,relaxe
relajación,relaxation,放松,fàng sōng,relaxamento
yo descanso,I rest,我休息,wǒ xiū xī,Eu descanso
necesito descanso,I need rest,我需要休息,wǒ xū yào xiū xī,Preciso descansar
tú descansas,you rest,你休息吧,nǐ xiū xī ba,você descansa
siempre descansas,you always rest,你总是休息,nǐ zǒng shì xiū xī,você sempre descansa
él descansa,he rests,他休息了,tā xiū xī le,ele descansa
nunca descansa,he/she never rests,永不休息,yǒng bù xiū xī,nunca descansa
nosotros descansamos,we rest,我们休息,wǒ men xiū xī,descansamos
siempre descansamos,we always rest,我们总是休息,wǒ men zǒng shì xiū xī,descansamos sempre
vosotros descansáis,you rest,你休息吧,nǐ xiū xī ba,você descansa
nunca descansáis,you never rest,你从不休息,nǐ cóng bù xiū xī,você nunca descansa
ellos descansan,they rest,他们休息,tā men xiū xī,eles descansam
siempre descansan,they always rest,他们总是休息,tā men zǒng shì xiū xī,eles sempre descansam
quiero descansar,I want to rest,我想休息,wǒ xiǎng xiū xī,Quero descansar
voy a descansar,I'm going to rest,我要休息了,wǒ yào xiū xī le,Vou descansar
el reposo,rest,休息,xiū xī,descansar
en reposo,at rest,休息时,xiū xī shí,em repouso
hay que relajarse,you have to relax,你必须放松,nǐ bì xū fàng sōng,você tem que relaxar
quiero relajarme,I want to relax,我想放松,wǒ xiǎng fàng sōng,Quero relaxar
la relajación,relaxation,放松,fàng sōng,relaxamento
con relajación,with relaxation,放松地,fàng sōng dì,com relaxamento
