spanish,english,chinese,pinyin,portuguese
almohada,pillow,枕头,zhěn tou,travesseiro
sábana,sheet,片材,piàn cái,folha
manta,blanket,毯子,tǎn zi,cobertor
armario,closet,衣柜,yī guì,armário
sofá,sofa,沙发,shā fā,sofá
lámpara,lamp,灯,dēng,lâmpada
alfombra,rug,地毯,dì tǎn,tapete
cortina,curtain,窗帘,chuāng lián,cortina
espejo,mirror,镜子,jìng zi,espelho
televisión,television,电视,diàn shì,televisão
nevera,refrigerator,冰箱,bīng xiāng,geladeira
horno,oven,烤箱,kǎo xiāng,forno
estufa,stove,炉灶,lú zào,fogão
microondas,microwave,微波炉,wēi bō lú,microondas
lavadora,washing machine,洗衣机,xǐ yī jī,máquina de lavar
secadora,dryer,烘干机,hōng gān jī,secador
lavavajillas,dishwasher,洗碗机,xǐ wǎn jī,máquina de lavar louça
colchón,mattress,床垫,chuáng diàn,colchão
almohada de plumas,feather pillow,羽绒枕,yǔ róng zhěn,travesseiro de penas
apoyar la cabeza en la almohada,rest your head on the pillow,把头靠在枕头上,bǎ tóu kào zài zhěn tou shàng,descanse a cabeça no travesseiro
cambiar las sábanas,change the sheets,换床单,huàn chuáng dān,troque os lençóis
sábanas de algodón,cotton sheets,棉床单,mián chuáng dān,lençóis de algodão
manta de lana,wool blanket,羊毛毯,yáng máo tǎn,manta de lã
taparse con la manta,cover yourself with the blanket,用毯子盖住自己,yòng tǎn zi gài zhù zì jǐ,cubra-se com o cobertor
abrir el armario,open the closet,打开衣柜,dǎ kāi yī guì,abra o armário
armario empotrado,built-in wardrobe,内置衣柜,nèi zhì yī guì,guarda-roupa embutido
sentarse en el sofá,sit on the couch,坐在沙发上,zuò zài shā fā shàng,senta no sofá
sofá cama,sofa bed,沙发床,shā fā chuáng,sofá cama
encender la lámpara,turn on the lamp,开灯,kāi dēng,acenda a lâmpada
lámpara de pie,floor lamp,落地灯,luò dì dēng,luminária de chão
pisar la alfombra,step on the carpet,踩在地毯上,cǎi zài dì tǎn shàng,pisar no tapete
alfombra persa,Persian rug,波斯地毯,bō sī dì tǎn,Tapete persa
correr la cortina,draw the curtain,拉上窗帘,lā shàng chuāng lián,feche a cortina
cortina de ducha,shower curtain,浴帘,yù lián,cortina de chuveiro
mirarse al espejo,look in the mirror,照照镜子,zhào zhào jìng zi,olhe no espelho
espejo retrovisor,rearview mirror,后视镜,hòu shì jìng,espelho retrovisor
encender la televisión,turn on the television,打开电视,dǎ kāi diàn shì,ligue a televisão
televisión de pantalla plana,flat screen television,平面电视,píng miàn diàn shì,televisão de ecrã plano
abrir la nevera,open the refrigerator,打开冰箱,dǎ kāi bīng xiāng,abra a geladeira
nevera vacía,empty fridge,空冰箱,kōng bīng xiāng,geladeira vazia
precalentar el horno,preheat the oven,预热烤箱,yù rè kǎo xiāng,pré-aqueça o forno
horno de leña,wood oven,木烤箱,mù kǎo xiāng,forno a lenha
encender la estufa,turn on the stove,打开炉子,dǎ kāi lú zi,ligue o fogão
estufa de gas,gas stove,燃气灶,rán qì zào,fogão a gás
calentar en el microondas,heat in the microwave,微波炉加热,wēi bō lú jiā rè,aquecer no microondas
comida de microondas,microwave food,微波食品,wēi bō shí pǐn,comida de microondas
poner la lavadora,put on the washing machine,放在洗衣机上,fàng zài xǐ yī jī shàng,coloquei na máquina de lavar
lavadora automática,automatic washing machine,全自动洗衣机,quán zì dòng xǐ yī jī,máquina de lavar automática
meter en la secadora,put in the dryer,放入烘干机,fàng rù hōng gān jī,colocar na secadora
secadora de ropa,clothes dryer,干衣机,gàn yī jī,secadora de roupas
poner el lavavajillas,put the dishwasher,放入洗碗机,fàng rù xǐ wǎn jī,coloque a máquina de lavar louça
vaciar el lavavajillas,empty the dishwasher,清空洗碗机,qīng kōng xǐ wǎn jī,esvazie a máquina de lavar louça
colchón de muelles,spring mattress,弹簧床垫,tán huáng chuáng diàn,colchão de molas
cambiar el colchón,change the mattress,换床垫,huàn chuáng diàn,trocar o colchão
