spanish,english,chinese,pinyin,portuguese
venir,come,来,lái,vir
tomar,take,拿,ná,pegar
hablar,talk,讲话,jiǎng huà,falar
ver,see,看,kàn,ver
oír,hear,听到,tīng dào,ouvir
entrar,enter,进入,jìn rù,entrar
comer,eat,吃,chī,comer
nacer,be born,诞生,dàn shēng,nascer
reír,laugh,笑,xiào,rir
llorar,cry,哭,kū,chorar
gritar,shout,喊,hǎn,gritar
trabajar,work,工作,gōng zuò,trabalhar
ayudar,help,帮助,bāng zhù,ajuda
conversar,chat,聊天,tǎo lùn,discutir
limpiar,clean,打扫,dǎ sǎo,limpar
venir aquí,come here,来这里,lái zhè lǐ,venha aqui
puede venir,can come,可以来,kě yǐ lái,pode vir
tomar agua,drink water,喝水,hē shuǐ,beba água
tomar el sol,sunbathe,晒太阳,shài tài yáng,tomar sol
hablar alto,speak up,大声说出来,dà shēng shuō chū lái,fale
hablar contigo,talk to you,跟你说话,gēn nǐ shuō huà,falar com você
ver la tele,watch tv,看电视,kàn diàn shì,assistir televisão
quiero ver,I want to see,我想看看,wǒ xiǎng kàn kàn,eu quero ver
oír música,listen to music,听音乐,tīng yīn yuè,ouvir música
puedo oír,I can hear,我能听到,wǒ néng tīng dào,eu posso ouvir
entrar aquí,enter here,进入这里,jìn rù zhè lǐ,entre aqui
puede entrar,can enter,可以进入,kě yǐ jìn rù,pode entrar
comer bien,eat well,吃得好,chī dé hǎo,coma bem
quiero comer,I want to eat,我想吃,wǒ xiǎng chī,eu quero comer
acaba de nacer,just born,刚出生,gāng chū shēng,acabei de nascer
nacer aquí,born here,出生在这里,chū shēng zài zhè lǐ,nascido aqui
reír mucho,laugh a lot,笑得很开心,xiào dé hěn kāi xīn,rir muito
me hace reír,makes me laugh,让我笑,ràng wǒ xiào,me faz rir
llorar mucho,cry a lot,经常哭,jīng cháng kū,chore muito
quiero llorar,I want to cry,我想哭,wǒ xiǎng kū,eu quero chorar
gritar fuerte,shout out loud,大声喊出来,dà shēng hǎn chū lái,grite bem alto
no gritar,don't scream,别尖叫,bié jiān jiào,não grite
trabajar mucho,work hard,努力工作,nǔ lì gōng zuò,trabalhe duro
voy a trabajar,go to work,上班,shàng bān,ir trabalhar
ayudar a otros,help others,帮助别人,bāng zhù bié rén,ajude os outros
puedo ayudar,I can help,我可以帮忙,wǒ kě yǐ bāng máng,Eu posso ajudar
conversar contigo,talk to you,跟你说话,gēn nǐ shuō huà,falar com você
me gusta conversar,I like to talk,我喜欢说话,wǒ xǐ huān shuō huà,eu gosto de conversar
limpiar la casa,clean the house,打扫房子,dǎ sǎo fáng zi,limpar a casa
voy a limpiar,I'm going to clean,我去打扫,wǒ qù dǎ sǎo,eu vou limpar
