spanish,english,chinese,pinyin,portuguese
olvido,oblivion,遗忘,yí wàng,esquecimento
olvidas,you forget,你忘记了,nǐ wàng jì le,você esquece
olvida,forget,忘记,wàng jì,esquecer
olvidamos,we forget,我们忘记了,wǒ men wàng jì le,esquecemos
olvidáis,you forget,你忘记了,nǐ wàng jì le,você esquece
olvidan,forget,忘记,wàng jì,esquecer
olvidar,forget,忘记,wàng jì,esquecer
olvidarse,forget,忘记,wàng jì,esquecer
olvidadizo,forgetful,健忘,jiàn wàng,esquecido
olvidos,forgetfulness,健忘,jiàn wàng,esquecimento
yo olvido,I forget,我忘了,wǒ wàng le,Eu esqueci
no olvido,I don't forget,我没有忘记,wǒ méi yǒu wàng jì,Não esqueço
tú olvidas,you forget,你忘记了,nǐ wàng jì le,você esquece
lo olvidas,you forget,你忘记了,nǐ wàng jì le,você esquece
él olvida,he forgets,他忘记了,tā wàng jì le,ele esquece
lo olvida,forget it,算了,suàn le,esqueça
nosotros olvidamos,we forget,我们忘记了,wǒ men wàng jì le,esquecemos
lo olvidamos,we forget,我们忘记了,wǒ men wàng jì le,esquecemos
vosotros olvidáis,you forget,你忘记了,nǐ wàng jì le,você esquece
lo olvidáis,you forget it,你忘记了,nǐ wàng jì le,você esquece
ellos olvidan,they forget,他们忘记了,tā men wàng jì le,eles esquecem
lo olvidan,they forget,他们忘记了,tā men wàng jì le,eles esquecem
no hay que olvidar,not to forget,不要忘记,bú yào wàng jì,para não esquecer
voy a olvidar,I'm going to forget,我会忘记,wǒ huì wàng jì,Vou esquecer
hay que olvidarse,you have to forget,你必须忘记,nǐ bì xū wàng jì,você tem que esquecer
sin olvidarse,without forgetting,不要忘记,bú yào wàng jì,sem esquecer
muy olvidadizo,very forgetful,很健忘,hěn jiàn wàng,muito esquecido
soy olvidadizo,I'm forgetful,我很健忘,wǒ hěn jiàn wàng,Estou esquecido
los olvidos,the forgetfulness,健忘,jiàn wàng,o esquecimento
muchos olvidos,many forgetfulness,许多健忘,xǔ duō jiàn wàng,muitos esquecimentos
