spanish,english,chinese,pinyin,portuguese
muero,I die,我死了,wǒ sǐ le,Eu morro
mueres,you die,你死了,nǐ sǐ le,você morre
muere,dies,死,sǐ,morrer
morimos,we die,我们死了,wǒ men sǐ le,nós morremos
morís,you die,你死了,nǐ sǐ le,você morre
mueren,they die,死,sǐ,morrer
morir,die,死,sǐ,morrer
muerte,death,死亡,sǐ wáng,morte
fallecimiento,death,死亡,sǐ wáng,morte
difunto,deceased,已故,yǐ gù,falecido
yo muero,I die,我死了,wǒ sǐ le,Eu morro
me muero,I'm dying,我快死了,wǒ kuài sǐ le,Estou morrendo
tú mueres,you die,你死了,nǐ sǐ le,você morre
te mueres,you die,你死了,nǐ sǐ le,você morre
él muere,he dies,他死了,tā sǐ le,ele morre
se muere,dies,死,sǐ,morre
nosotros morimos,we die,我们死了,wǒ men sǐ le,nós morremos
nos morimos,we die,我们死了,wǒ men sǐ le,nós morremos
vosotros morís,you die,你死了,nǐ sǐ le,você morre
os morís,you die,你死了,nǐ sǐ le,você morre
ellos mueren,they die,他们死了,tā men sǐ le,eles morrem
se mueren,they die,他们死了,tā men sǐ le,eles morrem
va a morir,is going to die,快要死了,kuài yào sǐ le,vai morrer
no quiero morir,I don't want to die,我不想死,wǒ bù xiǎng sǐ,Eu não quero morrer
la muerte,death,死亡,sǐ wáng,morte
una muerte,a death,死亡,sǐ wáng,uma morte
el fallecimiento,the death,死亡,sǐ wáng,a morte
un fallecimiento,a death,死亡,sǐ wáng,uma morte
el difunto,the deceased,死者,sǐ zhě,o falecido
un difunto,a deceased,一个死者,yí gè sǐ zhě,um falecido
