spanish,english,chinese,pinyin,portuguese
practico,I practice,实用,shí yòng,prático
practicas,practices,实践,shí jiàn,práticas
practica,he/she practices,练习,liàn xí,praticar
practicamos,we practice,我们练习,wǒ men liàn xí,nós praticamos
practicáis,you practice,你练习,nǐ liàn xí,você pratica
practican,they practice,练习,liàn xí,praticar
practicar,to practice,练习,liàn xí,praticar
práctica,practice,练习,liàn xí,prática
entrenamiento,training,培训,péi xùn,treinamento
yo practico,I practice,我练习,wǒ liàn xí,Eu pratico
siempre practico,I always practice,我总是练习,wǒ zǒng shì liàn xí,Eu sempre pratico
tú practicas,you practice,你练习,nǐ liàn xí,você pratica
siempre practicas,you always practice,你总是练习,nǐ zǒng shì liàn xí,você sempre pratica
él practica,he practices,他练习,tā liàn xí,ele pratica
siempre practica,he/she always practices,永远练习,yǒng yuǎn liàn xí,pratique sempre
nosotros practicamos,we practice,我们练习,wǒ men liàn xí,nós praticamos
siempre practicamos,we always practice,我们总是练习,wǒ men zǒng shì liàn xí,sempre praticamos
vosotros practicáis,you practice,你练习,nǐ liàn xí,você pratica
siempre practicáis,you always practice,你总是练习,nǐ zǒng shì liàn xí,você sempre pratica
ellos practican,they practice,他们练习,tā men liàn xí,eles praticam
siempre practican,they always practice,他们总是练习,tā men zǒng shì liàn xí,eles sempre praticam
quiero practicar,I want to practice,我要练习,wǒ yào liàn xí,Quero praticar
voy a practicar,I'm going to practice,我要去练习,wǒ yào qù liàn xí,Vou praticar
la práctica,the practice,实践,shí jiàn,a prática
con práctica,with practice,通过练习,tōng guò liàn xí,com prática
el entrenamiento,the training,培训,péi xùn,o treinamento
un entrenamiento,a training,一次培训,yī cì péi xùn,um treinamento
