spanish,english,chinese,pinyin,portuguese
parezco,I look like,我看起来像,wǒ kàn qǐ lái xiàng,Eu pareço
pareces,you look like,你看起来像,nǐ kàn qǐ lái xiàng,você parece
parece,seems,似乎,sì hū,parece
parecemos,we look like,我们看起来像,wǒ men kàn qǐ lái xiàng,nós parecemos
parecéis,you seem,你看起来,nǐ kàn qǐ lái,você parece
parecen,they seem,他们似乎,tā men sì hū,eles parecem
parecer,seem,似乎,sì hū,parece
parecerse,resemble,类似于,lèi sì yú,assemelha-se
parecido,similar,类似,lèi sì,semelhante
apariencia,appearance,外观,wài guān,aparência
yo parezco,I seem,我好像,wǒ hǎo xiàng,Eu pareço
me parezco,I look like,我看起来像,wǒ kàn qǐ lái xiàng,Eu pareço
tú pareces,you seem,你看起来,nǐ kàn qǐ lái,você parece
te pareces,you look alike,你们看起来很像,nǐ men kàn qǐ lái hěn xiàng,vocês são parecidos
él parece,he seems,他似乎,tā sì hū,ele parece
me parece,it seems to me,在我看来,zài wǒ kàn lái,parece-me
nosotros parecemos,we seem,我们似乎,wǒ men sì hū,parecemos
nos parecemos,we look alike,我们看起来很像,wǒ men kàn qǐ lái hěn xiàng,somos parecidos
vosotros parecéis,you seem,你看起来,nǐ kàn qǐ lái,você parece
os parecéis,you look alike,你们看起来很像,nǐ men kàn qǐ lái hěn xiàng,vocês são parecidos
ellos parecen,they seem,他们似乎,tā men sì hū,eles parecem
se parecen,they look alike,他们看起来很相似,tā men kàn qǐ lái hěn xiāng sì,eles são parecidos
puede parecer,may seem,可能看起来,kě néng kàn qǐ lái,pode parecer
va a parecer,it's going to look like,它看起来像,tā kàn qǐ lái xiàng,vai parecer
pueden parecerse,they may look alike,他们可能看起来很相似,tā men kě néng kàn qǐ lái hěn xiāng sì,eles podem ser parecidos
van a parecerse,they are going to look alike,他们看起来很相似,tā men kàn qǐ lái hěn xiāng sì,eles vão ficar parecidos
muy parecido,very similar,非常相似,fēi cháng xiāng sì,muito parecido
es parecido,is similar,类似,lèi sì,é semelhante
la apariencia,the appearance,外观,wài guān,a aparência
buena apariencia,good appearance,良好的外表,liáng hǎo de wài biǎo,boa aparência
