spanish,english,chinese,pinyin,portuguese
espero,I hope,我希望,wǒ xī wàng,Espero
esperas,you wait,你等着,nǐ děng zhe,você espera
espera,he/she waits,等等,děng děng,espere
esperamos,we hope,我们希望,wǒ men xī wàng,esperamos
esperáis,you wait,你等着,nǐ děng zhe,você espera
esperan,they wait,等等,děng děng,espere
esperar,wait,等等,děng děng,espere
esperanza,hope,希望,xī wàng,esperança
paciencia,patience,耐心,nài xīn,paciência
yo espero,I hope,我希望,wǒ xī wàng,Espero
espero que sí,I hope so,我希望如此,wǒ xī wàng rú cǐ,Espero que sim
tú esperas,you wait,你等着,nǐ děng zhe,você espera
qué esperas,what are you waiting for,你还在等什么,nǐ hái zài děng shén me,o que você está esperando
él espera,he waits,他等待,tā děng dài,ele espera
ella espera,she waits,她等待,tā děng dài,ela espera
nosotros esperamos,we wait,我们等待,wǒ men děng dài,esperamos
lo esperamos,we look forward to it,我们期待,wǒ men qī dài,estamos ansiosos por isso
vosotros esperáis,you wait,你等着,nǐ děng zhe,você espera
cuánto esperáis,how long do you wait,你要等多久,nǐ yào děng duō jiǔ,quanto tempo você espera
ellos esperan,they wait,他们等待,tā men děng dài,eles esperam
lo esperan,they wait for it,他们等待,tā men děng dài,eles esperam por isso
hay que esperar,we have to wait,我们必须等待,wǒ men bì xū děng dài,temos que esperar
voy a esperar,I'll wait,我会等,wǒ huì děng,Vou esperar
la esperanza,hope,希望,xī wàng,esperança
con esperanza,with hope,满怀希望,mǎn huái xī wàng,com esperança
la paciencia,patience,耐心,nài xīn,paciência
con paciencia,patiently,耐心地,nài xīn dì,pacientemente
